index,BG -> RO,BG -> EL
2019-01-01 03:00:00+0000,0.0,273.0
2019-01-01 04:00:00+0000,0.0,271.0
2019-01-01 05:00:00+0000,0.0,264.0
2019-01-01 06:00:00+0000,0.0,257.0
2019-01-01 07:00:00+0000,0.0,273.0
2019-01-01 08:00:00+0000,0.0,267.0
2019-01-01 09:00:00+0000,0.0,281.0
2019-01-01 10:00:00+0000,0.0,297.0
2019-01-01 11:00:00+0000,0.0,292.0
2019-01-01 12:00:00+0000,0.0,218.0
2019-01-01 13:00:00+0000,0.0,250.0
2019-01-01 14:00:00+0000,0.0,281.0
2019-01-01 15:00:00+0000,0.0,260.0
2019-01-01 16:00:00+0000,0.0,258.0
2019-01-01 17:00:00+0000,0.0,273.0
2019-01-01 18:00:00+0000,0.0,285.0
2019-01-01 19:00:00+0000,0.0,297.0
2019-01-01 20:00:00+0000,0.0,293.0
2019-01-01 21:00:00+0000,0.0,324.0
2019-01-01 22:00:00+0000,0.0,350.0
2019-01-01 23:00:00+0000,0.0,345.0
2019-01-02 00:00:00+0000,0.0,308.0
2019-01-02 01:00:00+0000,0.0,300.0
2019-01-02 02:00:00+0000,0.0,279.0
2019-01-02 03:00:00+0000,0.0,267.0
2019-01-02 04:00:00+0000,2.0,306.0
2019-01-02 05:00:00+0000,0.0,296.0
2019-01-02 06:00:00+0000,0.0,250.0
2019-01-02 07:00:00+0000,0.0,266.0
2019-01-02 08:00:00+0000,0.0,280.0
2019-01-02 09:00:00+0000,0.0,288.0
2019-01-02 10:00:00+0000,0.0,292.0
2019-01-02 11:00:00+0000,0.0,291.0
2019-01-02 12:00:00+0000,0.0,277.0
2019-01-02 13:00:00+0000,0.0,261.0
2019-01-02 14:00:00+0000,0.0,172.0
2019-01-02 15:00:00+0000,44.0,92.0
2019-01-02 16:00:00+0000,12.0,100.0
2019-01-02 17:00:00+0000,6.0,102.0
2019-01-02 18:00:00+0000,4.0,113.0
2019-01-02 19:00:00+0000,0.0,198.0
2019-01-02 20:00:00+0000,0.0,286.0
2019-01-02 21:00:00+0000,0.0,316.0
2019-01-02 22:00:00+0000,0.0,320.0
2019-01-02 23:00:00+0000,1.0,298.0
2019-01-03 00:00:00+0000,15.0,277.0
2019-01-03 01:00:00+0000,26.0,270.0
2019-01-03 02:00:00+0000,30.0,263.0
2019-01-03 03:00:00+0000,15.0,250.0
2019-01-03 04:00:00+0000,12.0,232.0
2019-01-03 05:00:00+0000,42.0,147.0
2019-01-03 06:00:00+0000,9.0,84.0
2019-01-03 07:00:00+0000,59.0,29.0
2019-01-03 08:00:00+0000,32.0,44.0
2019-01-03 09:00:00+0000,13.0,46.0
2019-01-03 10:00:00+0000,11.0,74.0
2019-01-03 11:00:00+0000,4.0,75.0
2019-01-03 12:00:00+0000,1.0,88.0
2019-01-03 13:00:00+0000,5.0,89.0
2019-01-03 14:00:00+0000,74.0,71.0
2019-01-03 15:00:00+0000,100.0,61.0
2019-01-03 16:00:00+0000,149.0,75.0
2019-01-03 17:00:00+0000,155.0,106.0
2019-01-03 18:00:00+0000,146.0,144.0
2019-01-03 19:00:00+0000,85.0,189.0
2019-01-03 20:00:00+0000,5.0,282.0
2019-01-03 21:00:00+0000,0.0,334.0
2019-01-03 22:00:00+0000,0.0,354.0
2019-01-03 23:00:00+0000,0.0,323.0
2019-01-04 00:00:00+0000,0.0,307.0
2019-01-04 01:00:00+0000,3.0,300.0
2019-01-04 02:00:00+0000,5.0,286.0
2019-01-04 03:00:00+0000,5.0,297.0
2019-01-04 04:00:00+0000,9.0,291.0
2019-01-04 05:00:00+0000,81.0,208.0
2019-01-04 06:00:00+0000,110.0,116.0
2019-01-04 07:00:00+0000,131.0,41.0
2019-01-04 08:00:00+0000,102.0,73.0
2019-01-04 09:00:00+0000,83.0,85.0
2019-01-04 10:00:00+0000,112.0,94.0
2019-01-04 11:00:00+0000,133.0,81.0
2019-01-04 12:00:00+0000,120.0,72.0
2019-01-04 13:00:00+0000,90.0,61.0
2019-01-04 14:00:00+0000,143.0,4.0
2019-01-04 15:00:00+0000,232.0,0.0
2019-01-04 16:00:00+0000,217.0,0.0
2019-01-04 17:00:00+0000,219.0,0.0
2019-01-04 18:00:00+0000,196.0,0.0
2019-01-04 19:00:00+0000,105.0,1.0
2019-01-04 20:00:00+0000,14.0,56.0
2019-01-04 21:00:00+0000,0.0,208.0
2019-01-04 22:00:00+0000,0.0,269.0
2019-01-04 23:00:00+0000,0.0,278.0
2019-01-05 00:00:00+0000,0.0,261.0
2019-01-05 01:00:00+0000,0.0,265.0
2019-01-05 02:00:00+0000,0.0,264.0
2019-01-05 03:00:00+0000,0.0,259.0
2019-01-05 04:00:00+0000,0.0,232.0
2019-01-05 05:00:00+0000,55.0,141.0
2019-01-05 06:00:00+0000,194.0,3.0
2019-01-05 07:00:00+0000,170.0,0.0
2019-01-05 08:00:00+0000,148.0,1.0
2019-01-05 09:00:00+0000,87.0,23.0
2019-01-05 10:00:00+0000,85.0,35.0
2019-01-05 11:00:00+0000,89.0,44.0
2019-01-05 12:00:00+0000,107.0,48.0
2019-01-05 13:00:00+0000,124.0,45.0
2019-01-05 14:00:00+0000,145.0,18.0
2019-01-05 15:00:00+0000,160.0,3.0
2019-01-05 16:00:00+0000,229.0,6.0
2019-01-05 17:00:00+0000,256.0,9.0
2019-01-05 18:00:00+0000,223.0,28.0
2019-01-05 19:00:00+0000,181.0,67.0
2019-01-05 20:00:00+0000,155.0,111.0
2019-01-05 21:00:00+0000,21.0,237.0
2019-01-05 22:00:00+0000,3.0,276.0
2019-01-05 23:00:00+0000,3.0,284.0
2019-01-06 00:00:00+0000,0.0,293.0
2019-01-06 01:00:00+0000,0.0,286.0
2019-01-06 02:00:00+0000,5.0,274.0
2019-01-06 03:00:00+0000,3.0,277.0
2019-01-06 04:00:00+0000,4.0,261.0
2019-01-06 05:00:00+0000,20.0,222.0
2019-01-06 06:00:00+0000,34.0,179.0
2019-01-06 07:00:00+0000,9.0,178.0
2019-01-06 08:00:00+0000,0.0,204.0
2019-01-06 09:00:00+0000,0.0,228.0
2019-01-06 10:00:00+0000,0.0,228.0
2019-01-06 11:00:00+0000,0.0,225.0
