index,Forecasted Load
2020-01-01 00:00:00+00:00,28407.0
2020-01-01 00:30:00+00:00,27994.0
2020-01-01 01:00:00+00:00,28409.0
2020-01-01 01:30:00+00:00,28960.0
2020-01-01 02:00:00+00:00,28347.0
2020-01-01 02:30:00+00:00,27348.0
2020-01-01 03:00:00+00:00,26671.0
2020-01-01 03:30:00+00:00,25988.0
2020-01-01 04:00:00+00:00,25070.0
2020-01-01 04:30:00+00:00,24333.0
2020-01-01 05:00:00+00:00,23999.0
2020-01-01 05:30:00+00:00,23846.0
2020-01-01 06:00:00+00:00,23799.0
2020-01-01 06:30:00+00:00,24220.0
2020-01-01 07:00:00+00:00,24790.0
2020-01-01 07:30:00+00:00,25195.0
2020-01-01 08:00:00+00:00,25429.0
2020-01-01 08:30:00+00:00,25642.0
2020-01-01 09:00:00+00:00,26432.0
2020-01-01 09:30:00+00:00,27778.0
2020-01-01 10:00:00+00:00,29225.0
2020-01-01 10:30:00+00:00,30587.0
2020-01-01 11:00:00+00:00,31957.0
2020-01-01 11:30:00+00:00,33309.0
2020-01-01 12:00:00+00:00,34446.0
2020-01-01 12:30:00+00:00,35240.0
2020-01-01 13:00:00+00:00,35721.0
2020-01-01 13:30:00+00:00,35958.0
2020-01-01 14:00:00+00:00,35858.0
2020-01-01 14:30:00+00:00,35526.0
2020-01-01 15:00:00+00:00,35313.0
2020-01-01 15:30:00+00:00,35248.0
2020-01-01 16:00:00+00:00,35582.0
2020-01-01 16:30:00+00:00,36423.0
2020-01-01 17:00:00+00:00,38234.0
2020-01-01 17:30:00+00:00,39540.0
2020-01-01 18:00:00+00:00,39621.0
2020-01-01 18:30:00+00:00,39078.0
2020-01-01 19:00:00+00:00,38420.0
2020-01-01 19:30:00+00:00,37623.0
2020-01-01 20:00:00+00:00,36554.0
2020-01-01 20:30:00+00:00,35623.0
2020-01-01 21:00:00+00:00,34595.0
2020-01-01 21:30:00+00:00,33536.0
2020-01-01 22:00:00+00:00,32419.0
2020-01-01 22:30:00+00:00,31038.0
2020-01-01 23:00:00+00:00,29734.0
2020-01-01 23:30:00+00:00,28348.0
2020-01-02 00:00:00+00:00,27070.0
2020-01-02 00:30:00+00:00,26181.0
2020-01-02 01:00:00+00:00,26136.0
2020-01-02 01:30:00+00:00,26245.0
2020-01-02 02:00:00+00:00,25729.0
2020-01-02 02:30:00+00:00,25032.0
2020-01-02 03:00:00+00:00,24671.0
2020-01-02 03:30:00+00:00,24368.0
2020-01-02 04:00:00+00:00,23872.0
2020-01-02 04:30:00+00:00,23411.0
2020-01-02 05:00:00+00:00,23363.0
2020-01-02 05:30:00+00:00,23950.0
2020-01-02 06:00:00+00:00,24864.0
2020-01-02 06:30:00+00:00,26665.0
2020-01-02 07:00:00+00:00,29093.0
2020-01-02 07:30:00+00:00,31483.0
2020-01-02 08:00:00+00:00,33558.0
2020-01-02 08:30:00+00:00,35266.0
2020-01-02 09:00:00+00:00,37109.0
2020-01-02 09:30:00+00:00,38708.0
2020-01-02 10:00:00+00:00,39943.0
2020-01-02 10:30:00+00:00,40752.0
2020-01-02 11:00:00+00:00,41173.0
2020-01-02 11:30:00+00:00,41338.0
2020-01-02 12:00:00+00:00,41492.0
2020-01-02 12:30:00+00:00,41679.0
2020-01-02 13:00:00+00:00,41673.0
2020-01-02 13:30:00+00:00,41630.0
2020-01-02 14:00:00+00:00,41622.0
2020-01-02 14:30:00+00:00,41462.0
2020-01-02 15:00:00+00:00,41221.0
2020-01-02 15:30:00+00:00,41196.0
2020-01-02 16:00:00+00:00,41663.0
2020-01-02 16:30:00+00:00,42611.0
2020-01-02 17:00:00+00:00,44215.0
2020-01-02 17:30:00+00:00,45534.0
2020-01-02 18:00:00+00:00,45877.0
2020-01-02 18:30:00+00:00,45560.0
2020-01-02 19:00:00+00:00,44854.0
2020-01-02 19:30:00+00:00,43936.0
2020-01-02 20:00:00+00:00,42568.0
2020-01-02 20:30:00+00:00,41094.0
2020-01-02 21:00:00+00:00,39605.0
2020-01-02 21:30:00+00:00,37982.0
2020-01-02 22:00:00+00:00,36111.0
2020-01-02 22:30:00+00:00,34066.0
2020-01-02 23:00:00+00:00,32257.0
2020-01-02 23:30:00+00:00,30309.0
2020-01-03 00:00:00+00:00,28804.0
2020-01-03 00:30:00+00:00,27953.0
2020-01-03 01:00:00+00:00,28272.0
2020-01-03 01:30:00+00:00,28438.0
2020-01-03 02:00:00+00:00,27681.0
2020-01-03 02:30:00+00:00,26920.0
2020-01-03 03:00:00+00:00,26518.0
2020-01-03 03:30:00+00:00,26221.0
2020-01-03 04:00:00+00:00,25619.0
2020-01-03 04:30:00+00:00,25088.0
2020-01-03 05:00:00+00:00,25000.0
2020-01-03 05:30:00+00:00,25415.0
2020-01-03 06:00:00+00:00,26205.0
2020-01-03 06:30:00+00:00,28004.0
2020-01-03 07:00:00+00:00,30606.0
2020-01-03 07:30:00+00:00,33479.0
2020-01-03 08:00:00+00:00,36071.0
2020-01-03 08:30:00+00:00,37941.0
2020-01-03 09:00:00+00:00,39247.0
2020-01-03 09:30:00+00:00,40195.0
2020-01-03 10:00:00+00:00,41071.0
2020-01-03 10:30:00+00:00,41360.0
2020-01-03 11:00:00+00:00,41367.0
2020-01-03 11:30:00+00:00,41530.0
2020-01-03 12:00:00+00:00,41829.0
2020-01-03 12:30:00+00:00,42084.0
2020-01-03 13:00:00+00:00,42063.0
2020-01-03 13:30:00+00:00,41831.0
2020-01-03 14:00:00+00:00,41498.0
2020-01-03 14:30:00+00:00,41176.0
2020-01-03 15:00:00+00:00,40866.0
2020-01-03 15:30:00+00:00,40567.0
2020-01-03 16:00:00+00:00,40669.0
2020-01-03 16:30:00+00:00,41248.0
2020-01-03 17:00:00+00:00,42895.0
2020-01-03 17:30:00+00:00,44550.0
2020-01-03 18:00:00+00:00,44921.0
2020-01-03 18:30:00+00:00,44459.0
2020-01-03 19:00:00+00:00,43864.0
2020-01-03 19:30:00+00:00,43227.0
2020-01-03 20:00:00+00:00,42230.0
2020-01-03 20:30:00+00:00,41023.0
2020-01-03 21:00:00+00:00,39627.0
2020-01-03 21:30:00+00:00,38012.0
2020-01-03 22:00:00+00:00,36344.0
2020-01-03 22:30:00+00:00,34528.0
2020-01-03 23:00:00+00:00,32947.0
2020-01-03 23:30:00+00:00,31418.0
2020-01-04 00:00:00+00:00,29953.0
2020-01-04 00:30:00+00:00,28837.0
2020-01-04 01:00:00+00:00,29159.0
2020-01-04 01:30:00+00:00,29152.0
2020-01-04 02:00:00+00:00,28496.0
2020-01-04 02:30:00+00:00,27684.0
2020-01-04 03:00:00+00:00,27187.0
2020-01-04 03:30:00+00:00,26610.0
2020-01-04 04:00:00+00:00,25872.0
2020-01-04 04:30:00+00:00,25345.0
2020-01-04 05:00:00+00:00,25086.0
2020-01-04 05:30:00+00:00,25104.0
2020-01-04 06:00:00+00:00,25255.0
2020-01-04 06:30:00+00:00,26169.0
2020-01-04 07:00:00+00:00,27532.0
2020-01-04 07:30:00+00:00,28890.0
2020-01-04 08:00:00+00:00,30402.0
2020-01-04 08:30:00+00:00,32105.0
2020-01-04 09:00:00+00:00,34089.0
2020-01-04 09:30:00+00:00,36035.0
2020-01-04 10:00:00+00:00,37648.0
2020-01-04 10:30:00+00:00,38834.0
2020-01-04 11:00:00+00:00,39678.0
2020-01-04 11:30:00+00:00,40121.0
2020-01-04 12:00:00+00:00,40478.0
2020-01-04 12:30:00+00:00,40739.0
2020-01-04 13:00:00+00:00,40751.0
2020-01-04 13:30:00+00:00,40465.0
2020-01-04 14:00:00+00:00,39951.0
2020-01-04 14:30:00+00:00,39381.0
2020-01-04 15:00:00+00:00,38881.0
2020-01-04 15:30:00+00:00,38712.0
2020-01-04 16:00:00+00:00,38909.0
2020-01-04 16:30:00+00:00,39817.0
2020-01-04 17:00:00+00:00,41728.0
2020-01-04 17:30:00+00:00,43284.0
2020-01-04 18:00:00+00:00,44050.0
2020-01-04 18:30:00+00:00,44074.0
2020-01-04 19:00:00+00:00,43480.0
2020-01-04 19:30:00+00:00,42419.0
2020-01-04 20:00:00+00:00,40901.0
2020-01-04 20:30:00+00:00,39397.0
2020-01-04 21:00:00+00:00,38003.0
2020-01-04 21:30:00+00:00,36506.0
2020-01-04 22:00:00+00:00,34997.0
2020-01-04 22:30:00+00:00,33274.0
2020-01-04 23:00:00+00:00,31791.0
2020-01-04 23:30:00+00:00,30309.0
2020-01-05 00:00:00+00:00,28777.0
2020-01-05 00:30:00+00:00,27951.0
2020-01-05 01:00:00+00:00,27744.0
2020-01-05 01:30:00+00:00,27604.0
2020-01-05 02:00:00+00:00,26765.0
2020-01-05 02:30:00+00:00,25858.0
2020-01-05 03:00:00+00:00,25328.0
2020-01-05 03:30:00+00:00,24876.0
2020-01-05 04:00:00+00:00,24381.0
2020-01-05 04:30:00+00:00,23952.0
2020-01-05 05:00:00+00:00,23652.0
2020-01-05 05:30:00+00:00,23495.0
2020-01-05 06:00:00+00:00,23453.0
2020-01-05 06:30:00+00:00,23942.0
2020-01-05 07:00:00+00:00,24595.0
2020-01-05 07:30:00+00:00,25407.0
2020-01-05 08:00:00+00:00,26336.0
2020-01-05 08:30:00+00:00,27439.0
2020-01-05 09:00:00+00:00,29049.0
2020-01-05 09:30:00+00:00,30914.0
2020-01-05 10:00:00+00:00,32632.0
2020-01-05 10:30:00+00:00,33992.0
2020-01-05 11:00:00+00:00,35013.0
2020-01-05 11:30:00+00:00,35550.0
2020-01-05 12:00:00+00:00,36107.0
2020-01-05 12:30:00+00:00,36630.0
2020-01-05 13:00:00+00:00,36937.0
2020-01-05 13:30:00+00:00,37088.0
2020-01-05 14:00:00+00:00,36913.0
2020-01-05 14:30:00+00:00,36843.0
2020-01-05 15:00:00+00:00,36906.0
2020-01-05 15:30:00+00:00,36906.0
2020-01-05 16:00:00+00:00,37260.0
2020-01-05 16:30:00+00:00,38155.0
2020-01-05 17:00:00+00:00,40247.0
2020-01-05 17:30:00+00:00,41889.0
2020-01-05 18:00:00+00:00,42257.0
2020-01-05 18:30:00+00:00,41930.0
2020-01-05 19:00:00+00:00,41065.0
2020-01-05 19:30:00+00:00,40271.0
2020-01-05 20:00:00+00:00,39343.0
2020-01-05 20:30:00+00:00,38252.0
2020-01-05 21:00:00+00:00,36906.0
2020-01-05 21:30:00+00:00,35434.0
2020-01-05 22:00:00+00:00,33753.0
2020-01-05 22:30:00+00:00,31778.0
2020-01-05 23:00:00+00:00,30010.0
2020-01-05 23:30:00+00:00,28415.0
2020-01-06 00:00:00+00:00,27026.0
2020-01-06 00:30:00+00:00,26233.0
2020-01-06 01:00:00+00:00,26504.0
2020-01-06 01:30:00+00:00,26745.0
2020-01-06 02:00:00+00:00,26407.0
2020-01-06 02:30:00+00:00,25842.0
2020-01-06 03:00:00+00:00,25551.0
2020-01-06 03:30:00+00:00,25418.0
2020-01-06 04:00:00+00:00,24990.0
2020-01-06 04:30:00+00:00,24590.0
2020-01-06 05:00:00+00:00,24559.0
2020-01-06 05:30:00+00:00,25004.0
2020-01-06 06:00:00+00:00,25880.0
2020-01-06 06:30:00+00:00,28266.0
2020-01-06 07:00:00+00:00,31713.0
2020-01-06 07:30:00+00:00,35111.0
2020-01-06 08:00:00+00:00,37944.0
2020-01-06 08:30:00+00:00,39638.0
2020-01-06 09:00:00+00:00,40558.0
2020-01-06 09:30:00+00:00,41196.0
2020-01-06 10:00:00+00:00,41821.0
2020-01-06 10:30:00+00:00,42200.0
2020-01-06 11:00:00+00:00,42881.0
2020-01-06 11:30:00+00:00,43391.0
2020-01-06 12:00:00+00:00,43326.0
2020-01-06 12:30:00+00:00,43337.0
2020-01-06 13:00:00+00:00,43390.0
2020-01-06 13:30:00+00:00,43334.0
2020-01-06 14:00:00+00:00,43258.0
2020-01-06 14:30:00+00:00,43149.0
2020-01-06 15:00:00+00:00,42755.0
2020-01-06 15:30:00+00:00,42431.0
2020-01-06 16:00:00+00:00,42843.0
2020-01-06 16:30:00+00:00,44028.0
2020-01-06 17:00:00+00:00,45652.0
2020-01-06 17:30:00+00:00,46643.0
2020-01-06 18:00:00+00:00,46739.0
2020-01-06 18:30:00+00:00,46378.0
2020-01-06 19:00:00+00:00,45844.0
2020-01-06 19:30:00+00:00,45010.0
2020-01-06 20:00:00+00:00,43847.0
2020-01-06 20:30:00+00:00,42486.0
2020-01-06 21:00:00+00:00,40921.0
2020-01-06 21:30:00+00:00,38950.0
2020-01-06 22:00:00+00:00,36798.0
2020-01-06 22:30:00+00:00,34593.0
2020-01-06 23:00:00+00:00,32449.0
2020-01-06 23:30:00+00:00,30356.0
2020-01-07 00:00:00+00:00,28598.0
2020-01-07 00:30:00+00:00,27761.0
2020-01-07 01:00:00+00:00,28052.0
2020-01-07 01:30:00+00:00,28053.0
2020-01-07 02:00:00+00:00,27587.0
2020-01-07 02:30:00+00:00,27132.0
2020-01-07 03:00:00+00:00,27001.0
2020-01-07 03:30:00+00:00,26769.0
2020-01-07 04:00:00+00:00,26367.0
2020-01-07 04:30:00+00:00,26136.0
2020-01-07 05:00:00+00:00,26157.0
2020-01-07 05:30:00+00:00,26494.0
2020-01-07 06:00:00+00:00,27417.0
2020-01-07 06:30:00+00:00,29811.0
2020-01-07 07:00:00+00:00,33127.0
2020-01-07 07:30:00+00:00,36636.0
2020-01-07 08:00:00+00:00,39493.0
2020-01-07 08:30:00+00:00,40717.0
2020-01-07 09:00:00+00:00,40924.0
2020-01-07 09:30:00+00:00,40944.0
2020-01-07 10:00:00+00:00,41509.0
2020-01-07 10:30:00+00:00,41924.0
2020-01-07 11:00:00+00:00,42743.0
2020-01-07 11:30:00+00:00,43166.0
2020-01-07 12:00:00+00:00,42849.0
2020-01-07 12:30:00+00:00,42938.0
2020-01-07 13:00:00+00:00,42849.0
2020-01-07 13:30:00+00:00,42590.0
2020-01-07 14:00:00+00:00,42308.0
2020-01-07 14:30:00+00:00,42147.0
2020-01-07 15:00:00+00:00,42103.0
2020-01-07 15:30:00+00:00,42058.0
2020-01-07 16:00:00+00:00,42326.0
2020-01-07 16:30:00+00:00,43463.0
2020-01-07 17:00:00+00:00,45094.0
2020-01-07 17:30:00+00:00,46120.0
2020-01-07 18:00:00+00:00,46339.0
2020-01-07 18:30:00+00:00,46105.0
2020-01-07 19:00:00+00:00,45617.0
2020-01-07 19:30:00+00:00,44718.0
2020-01-07 20:00:00+00:00,43326.0
2020-01-07 20:30:00+00:00,41749.0
2020-01-07 21:00:00+00:00,40182.0
2020-01-07 21:30:00+00:00,38395.0
2020-01-07 22:00:00+00:00,36064.0
2020-01-07 22:30:00+00:00,33736.0
2020-01-07 23:00:00+00:00,31557.0
2020-01-07 23:30:00+00:00,29469.0
2020-01-08 00:00:00+00:00,27636.0
2020-01-08 00:30:00+00:00,26842.0
2020-01-08 01:00:00+00:00,27781.0
2020-01-08 01:30:00+00:00,27721.0
2020-01-08 02:00:00+00:00,27045.0
2020-01-08 02:30:00+00:00,26420.0
2020-01-08 03:00:00+00:00,26093.0
2020-01-08 03:30:00+00:00,25709.0
2020-01-08 04:00:00+00:00,25152.0
2020-01-08 04:30:00+00:00,24743.0
2020-01-08 05:00:00+00:00,24736.0
2020-01-08 05:30:00+00:00,25179.0
2020-01-08 06:00:00+00:00,26140.0
2020-01-08 06:30:00+00:00,28511.0
2020-01-08 07:00:00+00:00,31781.0
2020-01-08 07:30:00+00:00,35302.0
2020-01-08 08:00:00+00:00,38243.0
2020-01-08 08:30:00+00:00,39641.0
2020-01-08 09:00:00+00:00,40090.0
2020-01-08 09:30:00+00:00,40308.0
2020-01-08 10:00:00+00:00,40811.0
2020-01-08 10:30:00+00:00,41126.0
2020-01-08 11:00:00+00:00,41485.0
2020-01-08 11:30:00+00:00,41657.0
2020-01-08 12:00:00+00:00,41700.0
2020-01-08 12:30:00+00:00,42119.0
2020-01-08 13:00:00+00:00,42378.0
2020-01-08 13:30:00+00:00,42363.0
2020-01-08 14:00:00+00:00,42101.0
2020-01-08 14:30:00+00:00,41901.0
2020-01-08 15:00:00+00:00,41876.0
2020-01-08 15:30:00+00:00,41898.0
2020-01-08 16:00:00+00:00,42246.0
2020-01-08 16:30:00+00:00,43503.0
2020-01-08 17:00:00+00:00,45362.0
2020-01-08 17:30:00+00:00,46617.0
2020-01-08 18:00:00+00:00,46964.0
2020-01-08 18:30:00+00:00,46781.0
2020-01-08 19:00:00+00:00,46350.0
2020-01-08 19:30:00+00:00,45484.0
2020-01-08 20:00:00+00:00,44128.0
2020-01-08 20:30:00+00:00,42570.0
2020-01-08 21:00:00+00:00,41072.0
2020-01-08 21:30:00+00:00,39290.0
2020-01-08 22:00:00+00:00,36998.0
2020-01-08 22:30:00+00:00,34691.0
2020-01-08 23:00:00+00:00,32557.0
2020-01-08 23:30:00+00:00,30519.0
2020-01-09 00:00:00+00:00,28744.0
2020-01-09 00:30:00+00:00,27908.0
2020-01-09 01:00:00+00:00,27327.0
2020-01-09 01:30:00+00:00,27093.0
2020-01-09 02:00:00+00:00,26498.0
2020-01-09 02:30:00+00:00,25915.0
2020-01-09 03:00:00+00:00,25655.0
2020-01-09 03:30:00+00:00,25298.0
2020-01-09 04:00:00+00:00,24764.0
2020-01-09 04:30:00+00:00,24377.0
2020-01-09 05:00:00+00:00,24402.0
2020-01-09 05:30:00+00:00,24919.0
2020-01-09 06:00:00+00:00,25936.0
2020-01-09 06:30:00+00:00,28356.0
2020-01-09 07:00:00+00:00,31674.0
2020-01-09 07:30:00+00:00,35235.0
2020-01-09 08:00:00+00:00,38204.0
2020-01-09 08:30:00+00:00,39653.0
2020-01-09 09:00:00+00:00,40141.0
2020-01-09 09:30:00+00:00,40445.0
2020-01-09 10:00:00+00:00,41107.0
2020-01-09 10:30:00+00:00,41546.0
2020-01-09 11:00:00+00:00,41778.0
2020-01-09 11:30:00+00:00,41839.0
