Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,246,99,,363,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,142,
2023-01-01 01:00:00+00:00,71,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,247,99,,351,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,146,
2023-01-01 02:00:00+00:00,71,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,246,99,,337,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,146,
2023-01-01 03:00:00+00:00,72,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,247,99,,335,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,147,
2023-01-01 04:00:00+00:00,72,,n/e,n/e,n/e,n/e,216,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,246,89,,336,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,151,
2023-01-01 05:00:00+00:00,72,,n/e,n/e,n/e,n/e,217,,143,,0,,n/e,n/e,n/e,n/e,5.0,,0,147,87,,323,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,152,
2023-01-01 06:00:00+00:00,71,,n/e,n/e,n/e,n/e,218,,143,,0,,n/e,n/e,n/e,n/e,5.0,,0,7,112,,325,,n/e,n/e,n/e,n/e,n/e,n/e,30,,1,,6,,n/e,n/e,158,
2023-01-01 07:00:00+00:00,70,,n/e,n/e,n/e,n/e,217,,143,,0,,n/e,n/e,n/e,n/e,5.0,,0,7,119,,362,,n/e,n/e,n/e,n/e,n/e,n/e,30,,5,,6,,n/e,n/e,155,
2023-01-01 08:00:00+00:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5.0,,0,7,119,,355,,n/e,n/e,n/e,n/e,n/e,n/e,30,,10,,6,,n/e,n/e,156,
2023-01-01 09:00:00+00:00,71,,n/e,n/e,n/e,n/e,216,,143,,0,,n/e,n/e,n/e,n/e,5.0,,0,7,119,,368,,n/e,n/e,n/e,n/e,n/e,n/e,30,,17,,6,,n/e,n/e,151,
2023-01-01 10:00:00+00:00,71,,n/e,n/e,n/e,n/e,215,,141,,0,,n/e,n/e,n/e,n/e,5.0,,0,7,121,,369,,n/e,n/e,n/e,n/e,n/e,n/e,30,,21,,6,,n/e,n/e,150,
2023-01-01 11:00:00+00:00,71,,n/e,n/e,n/e,n/e,215,,141,,0,,n/e,n/e,n/e,n/e,4.0,,0,7,151,,349,,n/e,n/e,n/e,n/e,n/e,n/e,30,,21,,6,,n/e,n/e,150,
2023-01-01 12:00:00+00:00,71,,n/e,n/e,n/e,n/e,215,,142,,0,,n/e,n/e,n/e,n/e,4.0,,0,7,151,,366,,n/e,n/e,n/e,n/e,n/e,n/e,29,,17,,6,,n/e,n/e,151,
2023-01-01 13:00:00+00:00,71,,n/e,n/e,n/e,n/e,216,,140,,0,,n/e,n/e,n/e,n/e,4.0,,0,6,151,,345,,n/e,n/e,n/e,n/e,n/e,n/e,30,,10,,6,,n/e,n/e,149,
2023-01-01 14:00:00+00:00,71,,n/e,n/e,n/e,n/e,217,,140,,0,,n/e,n/e,n/e,n/e,5.0,,0,6,169,,458,,n/e,n/e,n/e,n/e,n/e,n/e,30,,3,,6,,n/e,n/e,141,
