00:00 - 01:00,60,,n/e,n/e,n/e,n/e,208,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,210,,647,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,3,,n/e,n/e,289,
01:00 - 02:00,59,,n/e,n/e,n/e,n/e,203,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,183,,651,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,367,
02:00 - 03:00,59,,n/e,n/e,n/e,n/e,202,,0,,10,,n/e,n/e,n/e,n/e,10,,0,91,183,,694,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,354,
03:00 - 04:00,59,,n/e,n/e,n/e,n/e,202,,0,,10,,n/e,n/e,n/e,n/e,10,,0,132,167,,691,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,352,
04:00 - 05:00,59,,n/e,n/e,n/e,n/e,201,,0,,10,,n/e,n/e,n/e,n/e,10,,0,131,165,,661,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,351,
05:00 - 06:00,59,,n/e,n/e,n/e,n/e,204,,0,,10,,n/e,n/e,n/e,n/e,10,,0,132,166,,654,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,357,
06:00 - 07:00,59,,n/e,n/e,n/e,n/e,208,,0,,10,,n/e,n/e,n/e,n/e,10,,0,132,169,,668,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,352,
07:00 - 08:00,59,,n/e,n/e,n/e,n/e,208,,0,,10,,n/e,n/e,n/e,n/e,10,,0,98,169,,692,,n/e,n/e,n/e,n/e,n/e,n/e,43,,0,,3,,n/e,n/e,344,
08:00 - 09:00,59,,n/e,n/e,n/e,n/e,209,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,180,,696,,n/e,n/e,n/e,n/e,n/e,n/e,42,,0,,3,,n/e,n/e,309,
09:00 - 10:00,58,,n/e,n/e,n/e,n/e,209,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,197,,642,,n/e,n/e,n/e,n/e,n/e,n/e,43,,3,,3,,n/e,n/e,318,
10:00 - 11:00,59,,n/e,n/e,n/e,n/e,209,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,216,,775,,n/e,n/e,n/e,n/e,n/e,n/e,43,,9,,3,,n/e,n/e,332,
11:00 - 12:00,59,,n/e,n/e,n/e,n/e,209,,0,,9,,n/e,n/e,n/e,n/e,10,,0,7,190,,823,,n/e,n/e,n/e,n/e,n/e,n/e,43,,16,,3,,n/e,n/e,301,
12:00 - 13:00,59,,n/e,n/e,n/e,n/e,209,,0,,9,,n/e,n/e,n/e,n/e,10,,0,7,188,,841,,n/e,n/e,n/e,n/e,n/e,n/e,43,,19,,3,,n/e,n/e,350,
13:00 - 14:00,59,,n/e,n/e,n/e,n/e,208,,0,,9,,n/e,n/e,n/e,n/e,10,,0,7,187,,801,,n/e,n/e,n/e,n/e,n/e,n/e,43,,18,,3,,n/e,n/e,381,
14:00 - 15:00,59,,n/e,n/e,n/e,n/e,207,,0,,10,,n/e,n/e,n/e,n/e,10,,0,7,177,,818,,n/e,n/e,n/e,n/e,n/e,n/e,43,,14,,3,,n/e,n/e,328,
15:00 - 16:00,59,,n/e,n/e,n/e,n/e,207,,0,,9,,n/e,n/e,n/e,n/e,10,,0,7,177,,810,,n/e,n/e,n/e,n/e,n/e,n/e,43,,8,,3,,n/e,n/e,339,
16:00 - 17:00,59,,n/e,n/e,n/e,n/e,207,,0,,8,,n/e,n/e,n/e,n/e,10,,0,7,178,,796,,n/e,n/e,n/e,n/e,n/e,n/e,43,,3,,3,,n/e,n/e,339,
17:00 - 18:00,59,,n/e,n/e,n/e,n/e,207,,0,,9,,n/e,n/e,n/e,n/e,10,,0,8,198,,827,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,3,,n/e,n/e,314,
18:00 - 19:00,59,,n/e,n/e,n/e,n/e,208,,0,,10,,n/e,n/e,n/e,n/e,10,,0,8,218,,873,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,3,,n/e,n/e,325,
19:00 - 20:00,59,,n/e,n/e,n/e,n/e,208,,0,,10,,n/e,n/e,n/e,n/e,10,,0,8,218,,867,,n/e,n/e,n/e,n/e,n/e,n/e,44,,0,,3,,n/e,n/e,342,
