index,CZ -> AT,CZ -> SK,CZ -> DE,CZ -> PL
2022-01-01 03:00:00+0000,2340.0,1834.0,962.0,0.0
2022-01-01 04:00:00+0000,2370.0,1771.0,920.0,0.0
2022-01-01 05:00:00+0000,2402.0,1844.0,902.0,0.0
2022-01-01 06:00:00+0000,2438.0,1793.0,906.0,0.0
2022-01-01 07:00:00+0000,2242.0,1202.0,1043.0,0.0
2022-01-01 08:00:00+0000,2114.0,1170.0,820.0,0.0
2022-01-01 09:00:00+0000,2008.0,1194.0,698.0,0.0
2022-01-01 10:00:00+0000,1978.0,1147.0,730.0,0.0
2022-01-01 11:00:00+0000,1935.0,1157.0,969.0,0.0
2022-01-01 12:00:00+0000,1856.0,1181.0,793.0,0.0
2022-01-01 13:00:00+0000,1935.0,1513.0,582.0,0.0
2022-01-01 14:00:00+0000,1981.0,1658.0,266.0,0.0
2022-01-01 15:00:00+0000,1999.0,1808.0,124.0,0.0
2022-01-01 16:00:00+0000,1899.0,1661.0,181.0,0.0
2022-01-01 17:00:00+0000,1910.0,1593.0,159.0,0.0
2022-01-01 18:00:00+0000,1860.0,1682.0,204.0,0.0
2022-01-01 19:00:00+0000,1838.0,1713.0,109.0,0.0
2022-01-01 20:00:00+0000,1665.0,1397.0,25.0,0.0
2022-01-01 21:00:00+0000,1687.0,1161.0,172.0,0.0
2022-01-01 22:00:00+0000,1708.0,1149.0,380.0,0.0
2022-01-01 23:00:00+0000,1928.0,1417.0,759.0,0.0
2022-01-02 00:00:00+0000,1899.0,1205.0,1058.0,0.0
2022-01-02 01:00:00+0000,1918.0,1010.0,1246.0,0.0
2022-01-02 02:00:00+0000,1933.0,964.0,1208.0,0.0
2022-01-02 03:00:00+0000,1827.0,1177.0,728.0,0.0
2022-01-02 04:00:00+0000,1904.0,1321.0,790.0,0.0
2022-01-02 05:00:00+0000,1909.0,1478.0,394.0,0.0
2022-01-02 06:00:00+0000,1922.0,1514.0,445.0,0.0
2022-01-02 07:00:00+0000,1970.0,1604.0,525.0,0.0
2022-01-02 08:00:00+0000,1870.0,1478.0,399.0,0.0
2022-01-02 09:00:00+0000,1843.0,1377.0,389.0,0.0
2022-01-02 10:00:00+0000,1771.0,1424.0,322.0,0.0
2022-01-02 11:00:00+0000,1738.0,1578.0,338.0,0.0
2022-01-02 12:00:00+0000,1683.0,1561.0,278.0,0.0
2022-01-02 13:00:00+0000,1890.0,1828.0,312.0,0.0
2022-01-02 14:00:00+0000,1957.0,1960.0,276.0,0.0
2022-01-02 15:00:00+0000,2124.0,1977.0,552.0,0.0
2022-01-02 16:00:00+0000,2143.0,2046.0,577.0,0.0
2022-01-02 17:00:00+0000,2120.0,1968.0,728.0,0.0
2022-01-02 18:00:00+0000,2010.0,1866.0,701.0,0.0
2022-01-02 19:00:00+0000,1998.0,1881.0,969.0,0.0
2022-01-02 20:00:00+0000,2122.0,1948.0,1030.0,0.0
2022-01-02 21:00:00+0000,2184.0,2047.0,948.0,0.0
2022-01-02 22:00:00+0000,2326.0,1976.0,1274.0,0.0
2022-01-02 23:00:00+0000,2396.0,1778.0,1560.0,0.0
2022-01-03 00:00:00+0000,2269.0,1606.0,1599.0,0.0
2022-01-03 01:00:00+0000,2042.0,1305.0,1471.0,0.0
2022-01-03 02:00:00+0000,1958.0,1272.0,1365.0,0.0
2022-01-03 03:00:00+0000,2032.0,1488.0,1286.0,0.0
2022-01-03 04:00:00+0000,2255.0,1809.0,1159.0,0.0
2022-01-03 05:00:00+0000,2150.0,2123.0,617.0,0.0
2022-01-03 06:00:00+0000,2027.0,1987.0,715.0,0.0
2022-01-03 07:00:00+0000,1727.0,1753.0,742.0,0.0
2022-01-03 08:00:00+0000,1853.0,1683.0,801.0,0.0
2022-01-03 09:00:00+0000,1915.0,1660.0,882.0,0.0
2022-01-03 10:00:00+0000,2017.0,1860.0,846.0,0.0
2022-01-03 11:00:00+0000,1898.0,1900.0,577.0,0.0
2022-01-03 12:00:00+0000,1770.0,1854.0,375.0,0.0
2022-01-03 13:00:00+0000,1892.0,2130.0,315.0,0.0
2022-01-03 14:00:00+0000,1979.0,2218.0,323.0,0.0
2022-01-03 15:00:00+0000,2062.0,2262.0,344.0,0.0
2022-01-03 16:00:00+0000,2065.0,1962.0,447.0,0.0
2022-01-03 17:00:00+0000,2050.0,1970.0,542.0,0.0
2022-01-03 18:00:00+0000,2018.0,2104.0,483.0,0.0
2022-01-03 19:00:00+0000,2080.0,2205.0,399.0,0.0
2022-01-03 20:00:00+0000,2147.0,2207.0,488.0,0.0
2022-01-03 21:00:00+0000,2281.0,2082.0,663.0,0.0
2022-01-03 22:00:00+0000,2238.0,1953.0,661.0,0.0
2022-01-03 23:00:00+0000,1976.0,1804.0,573.0,0.0
2022-01-04 00:00:00+0000,1844.0,1648.0,340.0,0.0
2022-01-04 01:00:00+0000,1721.0,1536.0,190.0,0.0
2022-01-04 02:00:00+0000,1741.0,1543.0,176.0,0.0
2022-01-04 03:00:00+0000,1855.0,1714.0,194.0,0.0
2022-01-04 04:00:00+0000,2120.0,2049.0,245.0,0.0
2022-01-04 05:00:00+0000,2115.0,2149.0,180.0,0.0
2022-01-04 06:00:00+0000,2143.0,2163.0,162.0,0.0
2022-01-04 07:00:00+0000,2108.0,2109.0,143.0,0.0
2022-01-04 08:00:00+0000,2064.0,2067.0,177.0,0.0
2022-01-04 09:00:00+0000,2029.0,1939.0,367.0,0.0
2022-01-04 10:00:00+0000,1973.0,1849.0,438.0,0.0
2022-01-04 11:00:00+0000,2000.0,1844.0,522.0,0.0
2022-01-04 12:00:00+0000,1784.0,1615.0,439.0,0.0
2022-01-04 13:00:00+0000,1799.0,1679.0,499.0,0.0
2022-01-04 14:00:00+0000,1766.0,1619.0,538.0,0.0
2022-01-04 15:00:00+0000,1847.0,1765.0,563.0,0.0
2022-01-04 16:00:00+0000,2079.0,2067.0,521.0,0.0
2022-01-04 17:00:00+0000,1951.0,1847.0,612.0,0.0
2022-01-04 18:00:00+0000,1896.0,2130.0,708.0,0.0
2022-01-04 19:00:00+0000,1909.0,2012.0,815.0,0.0
2022-01-04 20:00:00+0000,1882.0,1992.0,899.0,0.0
2022-01-04 21:00:00+0000,2044.0,2103.0,928.0,0.0
2022-01-04 22:00:00+0000,2079.0,2328.0,798.0,0.0
2022-01-04 23:00:00+0000,2040.0,1942.0,1074.0,0.0
2022-01-05 00:00:00+0000,1767.0,1763.0,868.0,0.0
2022-01-05 01:00:00+0000,1734.0,1695.0,910.0,0.0
2022-01-05 02:00:00+0000,1678.0,1501.0,964.0,0.0
2022-01-05 03:00:00+0000,1653.0,1602.0,852.0,0.0
2022-01-05 04:00:00+0000,2021.0,1935.0,776.0,0.0
2022-01-05 05:00:00+0000,1901.0,1827.0,786.0,0.0
2022-01-05 06:00:00+0000,1755.0,1820.0,863.0,0.0
2022-01-05 07:00:00+0000,1604.0,1748.0,960.0,0.0
2022-01-05 08:00:00+0000,1735.0,1834.0,932.0,0.0
2022-01-05 09:00:00+0000,1700.0,1784.0,951.0,0.0
2022-01-05 10:00:00+0000,1745.0,1875.0,939.0,0.0
2022-01-05 11:00:00+0000,1703.0,1854.0,790.0,0.0
2022-01-05 12:00:00+0000,1586.0,1762.0,729.0,0.0
2022-01-05 13:00:00+0000,1404.0,1673.0,729.0,0.0
2022-01-05 14:00:00+0000,1410.0,1676.0,762.0,0.0
2022-01-05 15:00:00+0000,1157.0,1472.0,719.0,0.0
2022-01-05 16:00:00+0000,1064.0,1163.0,768.0,0.0
2022-01-05 17:00:00+0000,1080.0,1055.0,864.0,0.0
2022-01-05 18:00:00+0000,1021.0,1014.0,889.0,0.0
2022-01-05 19:00:00+0000,970.0,991.0,1046.0,0.0
2022-01-05 20:00:00+0000,996.0,1065.0,795.0,0.0
2022-01-05 21:00:00+0000,1138.0,1026.0,835.0,0.0
2022-01-05 22:00:00+0000,1211.0,1067.0,926.0,0.0
2022-01-05 23:00:00+0000,1449.0,1196.0,1032.0,0.0
2022-01-06 00:00:00+0000,1296.0,872.0,891.0,0.0
2022-01-06 01:00:00+0000,1411.0,1005.0,622.0,0.0
2022-01-06 02:00:00+0000,1374.0,970.0,400.0,0.0
2022-01-06 03:00:00+0000,1521.0,1272.0,183.0,0.0
2022-01-06 04:00:00+0000,1749.0,1541.0,108.0,0.0
2022-01-06 05:00:00+0000,1942.0,1750.0,218.0,0.0
2022-01-06 06:00:00+0000,1921.0,1564.0,309.0,0.0
2022-01-06 07:00:00+0000,1851.0,1323.0,519.0,0.0
2022-01-06 08:00:00+0000,1753.0,1189.0,490.0,0.0
2022-01-06 09:00:00+0000,1761.0,1351.0,393.0,0.0
2022-01-06 10:00:00+0000,1752.0,1358.0,357.0,0.0
2022-01-06 11:00:00+0000,1750.0,1420.0,390.0,0.0
2022-01-06 12:00:00+0000,1884.0,1538.0,438.0,0.0
2022-01-06 13:00:00+0000,1970.0,1828.0,562.0,0.0
2022-01-06 14:00:00+0000,2021.0,2153.0,469.0,0.0
2022-01-06 15:00:00+0000,2131.0,2380.0,514.0,0.0
