Year,Month,Day,Hour,Minute,MTU,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023,,,0,0,00:00 - 01:00,698,,n/e,n/e,830,,7384,,2932,,728,,n/e,n/e,n/e,n/e,622,,0.0,25.0,1517,,208,,n/e,n/e,n/e,n/e,1722,,n/e,n/e,0,,44,,0,,171,
2023,,,1,0,01:00 - 02:00,700,,n/e,n/e,829,,6568,,2921,,723,,n/e,n/e,n/e,n/e,622,,0.0,31.0,1484,,205,,n/e,n/e,n/e,n/e,1592,,n/e,n/e,0,,44,,0,,178,
2023,,,2,0,02:00 - 03:00,699,,n/e,n/e,829,,6099,,2820,,726,,n/e,n/e,n/e,n/e,622,,0.0,28.0,1478,,205,,n/e,n/e,n/e,n/e,1542,,n/e,n/e,0,,45,,0,,193,
2023,,,3,0,03:00 - 04:00,698,,n/e,n/e,830,,5906,,2764,,723,,n/e,n/e,n/e,n/e,622,,0.0,32.0,1442,,202,,n/e,n/e,n/e,n/e,1555,,n/e,n/e,0,,45,,0,,225,
2023,,,4,0,04:00 - 05:00,697,,n/e,n/e,830,,5997,,2785,,725,,n/e,n/e,n/e,n/e,622,,0.0,27.0,1464,,185,,n/e,n/e,n/e,n/e,1566,,n/e,n/e,0,,44,,0,,251,
2023,,,5,0,05:00 - 06:00,699,,n/e,n/e,829,,6155,,2760,,722,,n/e,n/e,n/e,n/e,622,,0.0,33.0,1554,,184,,n/e,n/e,n/e,n/e,1546,,n/e,n/e,0,,45,,0,,240,
2023,,,6,0,06:00 - 07:00,699,,n/e,n/e,830,,6381,,2771,,724,,n/e,n/e,n/e,n/e,622,,0.0,31.0,1630,,199,,n/e,n/e,n/e,n/e,1547,,n/e,n/e,58,,46,,0,,220,
2023,,,7,0,07:00 - 08:00,690,,n/e,n/e,830,,5909,,2788,,726,,n/e,n/e,n/e,n/e,622,,24.0,1.0,1956,,219,,n/e,n/e,n/e,n/e,1517,,n/e,n/e,1178,,45,,0,,210,
2023,,,8,0,08:00 - 09:00,694,,n/e,n/e,831,,5047,,2783,,727,,n/e,n/e,n/e,n/e,622,,0.0,461.0,1877,,140,,n/e,n/e,n/e,n/e,1580,,n/e,n/e,3288,,44,,0,,164,
2023,,,9,0,09:00 - 10:00,694,,n/e,n/e,829,,5301,,2834,,730,,n/e,n/e,n/e,n/e,621,,0.0,1259.0,1681,,89,,n/e,n/e,n/e,n/e,1690,,n/e,n/e,4384,,41,,0,,149,
2023,,,10,0,10:00 - 11:00,696,,n/e,n/e,826,,5593,,2820,,728,,n/e,n/e,n/e,n/e,621,,0.0,1149.0,1611,,79,,n/e,n/e,n/e,n/e,1869,,n/e,n/e,5075,,42,,0,,145,
2023,,,11,0,11:00 - 12:00,686,,n/e,n/e,827,,5868,,2792,,727,,n/e,n/e,n/e,n/e,622,,51.0,870.0,1511,,105,,n/e,n/e,n/e,n/e,1967,,n/e,n/e,4780,,44,,0,,201,
2023,,,12,0,12:00 - 13:00,680,,n/e,n/e,831,,5987,,2791,,726,,n/e,n/e,n/e,n/e,621,,51.0,870.0,1487,,107,,n/e,n/e,n/e,n/e,1831,,n/e,n/e,4503,,45,,0,,221,
2023,,,13,0,13:00 - 14:00,681,,n/e,n/e,832,,5799,,2792,,724,,n/e,n/e,n/e,n/e,622,,51.0,134.0,1491,,122,,n/e,n/e,n/e,n/e,1701,,n/e,n/e,3378,,43,,0,,235,
2023,,,14,0,14:00 - 15:00,684,,n/e,n/e,830,,7192,,2782,,724,,n/e,n/e,n/e,n/e,623,,103.0,253.0,1596,,222,,n/e,n/e,n/e,n/e,1789,,n/e,n/e,1709,,41,,0,,234,
2023,,,15,0,15:00 - 16:00,681,,n/e,n/e,832,,9331,,2798,,724,,n/e,n/e,n/e,n/e,623,,1.0,176.0,1801,,299,,n/e,n/e,n/e,n/e,1833,,n/e,n/e,205,,40,,0,,266,
2023,,,16,0,16:00 - 17:00,679,,n/e,n/e,832,,10732,,2763,,721,,n/e,n/e,n/e,n/e,625,,334.0,1.0,2687,,413,,n/e,n/e,n/e,n/e,1898,,n/e,n/e,0,,39,,0,,261,
2023,,,17,0,17:00 - 18:00,676,,n/e,n/e,833,,11127,,2793,,734,,n/e,n/e,n/e,n/e,622,,268.0,,2948,,507,,n/e,n/e,n/e,n/e,1820,,n/e,n/e,0,,37,,0,,268,
2023,,,18,0,18:00 - 19:00,680,,n/e,n/e,832,,11172,,2777,,733,,n/e,n/e,n/e,n/e,622,,690.0,,2684,,655,,n/e,n/e,n/e,n/e,1848,,n/e,n/e,0,,38,,0,,311,
2023,,,19,0,19:00 - 20:00,681,,n/e,n/e,833,,11198,,2819,,735,,n/e,n/e,n/e,n/e,620,,302.0,1.0,2476,,522,,n/e,n/e,n/e,n/e,1796,,n/e,n/e,0,,38,,0,,344,
2023,,,20,0,20:00 - 21:00,681,,n/e,n/e,832,,11148,,2843,,725,,n/e,n/e,n/e,n/e,621,,117.0,1.0,1767,,318,,n/e,n/e,n/e,n/e,1772,,n/e,n/e,0,,39,,0,,368,
2023,,,21,0,21:00 - 22:00,684,,n/e,n/e,830,,9884,,2879,,724,,n/e,n/e,n/e,n/e,621,,103.0,23.0,1558,,257,,n/e,n/e,n/e,n/e,1800,,n/e,n/e,0,,40,,0,,444,
2023,,,22,0,22:00 - 23:00,687,,n/e,n/e,830,,8223,,2898,,719,,n/e,n/e,n/e,n/e,621,,1.0,24.0,1460,,227,,n/e,n/e,n/e,n/e,1622,,n/e,n/e,0,,40,,0,,440,
2023,,,23,0,23:00 - 00:00,682,,n/e,n/e,832,,6520,,2953,,723,,n/e,n/e,n/e,n/e,622,,0.0,19.0,1329,,167,,n/e,n/e,n/e,n/e,1796,,n/e,n/e,0,,36,,0,,464,
2023,,,0,0,00:00 - 01:00,681,,n/e,n/e,831,,6267,,2953,,724,,n/e,n/e,n/e,n/e,622,,0.0,27.0,1294,,166,,n/e,n/e,n/e,n/e,1753,,n/e,n/e,0,,34,,0,,543,
2023,,,1,0,01:00 - 02:00,678,,n/e,n/e,832,,6537,,2950,,723,,n/e,n/e,n/e,n/e,621,,0.0,943.0,1279,,93,,n/e,n/e,n/e,n/e,1694,,n/e,n/e,0,,34,,0,,641,
2023,,,2,0,02:00 - 03:00,661,,n/e,n/e,831,,6597,,2949,,724,,n/e,n/e,n/e,n/e,621,,0.0,979.0,1259,,92,,n/e,n/e,n/e,n/e,1607,,n/e,n/e,0,,34,,0,,633,
2023,,,3,0,03:00 - 04:00,657,,n/e,n/e,831,,6376,,2954,,717,,n/e,n/e,n/e,n/e,620,,0.0,327.0,1299,,173,,n/e,n/e,n/e,n/e,1610,,n/e,n/e,0,,34,,0,,600,
2023,,,4,0,04:00 - 05:00,660,,n/e,n/e,833,,7065,,2958,,724,,n/e,n/e,n/e,n/e,619,,0.0,20.0,1346,,195,,n/e,n/e,n/e,n/e,1657,,n/e,n/e,0,,32,,0,,585,
2023,,,5,0,05:00 - 06:00,672,,n/e,n/e,831,,9315,,2951,,722,,n/e,n/e,n/e,n/e,619,,0.0,21.0,1466,,250,,n/e,n/e,n/e,n/e,1784,,n/e,n/e,0,,32,,0,,638,
2023,,,6,0,06:00 - 07:00,671,,n/e,n/e,830,,11641,,2973,,723,,n/e,n/e,n/e,n/e,620,,0.0,2.0,1928,,287,,n/e,n/e,n/e,n/e,2157,,n/e,n/e,63,,31,,0,,750,
2023,,,7,0,07:00 - 08:00,660,,n/e,n/e,832,,12776,,3035,,733,,n/e,n/e,n/e,n/e,619,,0.0,2.0,2591,,469,,n/e,n/e,n/e,n/e,2256,,n/e,n/e,802,,33,,0,,885,
2023,,,8,0,08:00 - 09:00,659,,n/e,n/e,831,,13270,,3044,,724,,n/e,n/e,n/e,n/e,610,,20.0,1.0,2556,,401,,n/e,n/e,n/e,n/e,2317,,n/e,n/e,2199,,30,,0,,912,
