avail_qty,end,nominal_power,production_resource_name,start
0.0,2023-01-01 00:00:00+01:00,30.9,Pécsi Erőmű,2022-11-24 00:00:00+01:00
0.0,2023-01-01 00:00:00+01:00,25.0,Dunamenti Erőmű,2022-03-19 00:00:00+01:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-03-19 00:00:00+01:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-03-19 00:00:00+01:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,55.0,Oroszlányi Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,55.0,Oroszlányi Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,55.0,Oroszlányi Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,55.0,Oroszlányi Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,216.0,Tiszai Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,25.0,Dunamenti Erőmű,2022-06-02 00:00:00+02:00
0.0,2023-01-01 00:00:00+01:00,57.0,Bakonyi Gázturbinás Erőmű,2022-12-10 00:00:00+01:00
0.0,2023-01-01 00:00:00+01:00,48.0,SARFPV2uz,2022-12-01 00:00:00+01:00
0.0,2023-01-02 00:00:00+01:00,20.9,BUZSPVuz,2023-01-01 00:00:00+01:00
0.0,2023-01-02 00:00:00+01:00,48.0,SARFPV2uz,2023-01-01 00:00:00+01:00
0.0,2023-01-02 00:00:00+01:00,48.0,SARFPV1uz,2023-01-01 00:00:00+01:00
0.0,2023-01-02 00:00:00+01:00,207.0,Mátrai Erőmű,2023-01-01 00:00:00+01:00
0.0,2023-01-03 00:00:00+01:00,48.0,SARFPV2uz,2023-01-02 00:00:00+01:00
0.0,2023-01-03 00:00:00+01:00,20.9,BUZSPVuz,2023-01-02 00:00:00+01:00
0.0,2023-01-03 00:00:00+01:00,48.0,SARFPV1uz,2023-01-02 00:00:00+01:00
0.0,2023-01-03 00:00:00+01:00,207.0,Mátrai Erőmű,2023-01-02 00:00:00+01:00
0.0,2023-01-04 00:00:00+01:00,48.0,SARFPV1uz,2023-01-03 00:00:00+01:00
0.0,2023-01-04 00:00:00+01:00,48.0,SARFPV2uz,2023-01-03 00:00:00+01:00
0.0,2023-01-04 00:00:00+01:00,20.9,BUZSPVuz,2023-01-03 00:00:00+01:00
