Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,DOEL 4,1039.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0033044316,0.0033044316,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,TIHANGE 3,1038.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0033044316,0.0033044316,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,COO II T,690.0,1.0,BE,,,HPHS,WAT,0.86,0.0,0.0,0.4347826087,0.4347826087,0.0,,0.0,0.0,0.86,0.0,0.0,,,,,,,,,2963.917525773196,0.0,690.0,0.86,,,,,,,,
,TIHANGE 1N,481.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0071309771,0.0071309771,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,TIHANGE 1S,481.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0071309771,0.0071309771,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,HERDERSBRUG STEG,480.0,1.0,BE,,,COMC,GAS,0.55,5.0,1.0,0.024495614,0.024495614,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,COO I T,474.0,1.0,BE,,,HPHS,WAT,0.86,0.0,0.0,0.6329113924,0.6329113924,0.0,,0.0,0.0,0.86,0.0,0.0,,,,,,,,,2036.082474226804,0.0,474.0,0.86,,,,,,,,
,DROGENBOS TGV,465.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0240215054,0.0240215054,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,Amercoeur 1 R TGV,451.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.024767184,0.024767184,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,DOEL 1,433.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0079214781,0.0079214781,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,DOEL 2,433.0,1.0,BE,,,STUR,NUC,0.405,24.0,24.0,0.0079214781,0.0079214781,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,T-power Beringen,420.0,1.0,BE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,Marcinelle Energie (Carsid),413.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0270460048,0.0270460048,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Zandvliet Power,386.0,1.0,BE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,SAINT-GHISLAIN STEG,350.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0319142857,0.0319142857,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,RINGVAART STEG,365.0,1.0,BE,,,COMC,GAS,0.57,2.0,4.0,0.03,0.03,,0.0,0.0,0.36,0.57,1.0,0.42,,,,,,,,,,,,,,,,,,,,
,Zelzate 2 Knippegroen,315.0,1.0,BE,,,COMC,GAS,0.525,5.0,1.0,0.0354603175,0.0354603175,112542.12,,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,RODENHUIZE 4,268.0,1.0,BE,,,STUR,BIO,0.45,8.0,6.0,0.0186567164,0.0186567164,2000.0,,0.0,0.2,0.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Northwind,216.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.6542056075,0.6542056075,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Thorntonbank - C-Power - Area SW,178.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.7865168539,0.7865168539,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Belwind Phase 1,171.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.8187134503,0.8187134503,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Nobelwind Offshore Windpark,165.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.8187134503,0.8187134503,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,Thorntonbank - C-Power - Area NE,148.0,1.0,BE,,,WTOF,WIN,1.0,0.0,0.0,0.9333333333,0.9333333333,0.0,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
