Year,Month,Day,Hour,Minute,MTU,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023,,,0,0,00:00 - 01:00,762,,n/e,n/e,n/e,n/e,140,,467,,1,,n/e,n/e,248,,n/e,n/e,n/e,n/e,516,,n/e,n/e,n/e,n/e,4372,,66,,2,,0,,7,,n/e,n/e,3559,
2023,,,1,0,01:00 - 02:00,775,,n/e,n/e,n/e,n/e,141,,465,,1,,n/e,n/e,250,,n/e,n/e,n/e,n/e,540,,n/e,n/e,n/e,n/e,4373,,66,,2,,0,,7,,n/e,n/e,3634,
2023,,,2,0,02:00 - 03:00,790,,n/e,n/e,n/e,n/e,129,,463,,1,,n/e,n/e,249,,n/e,n/e,n/e,n/e,524,,n/e,n/e,n/e,n/e,4373,,67,,2,,0,,7,,n/e,n/e,3628,
2023,,,3,0,03:00 - 04:00,790,,n/e,n/e,n/e,n/e,140,,466,,1,,n/e,n/e,250,,n/e,n/e,n/e,n/e,560,,n/e,n/e,n/e,n/e,4373,,69,,2,,0,,7,,n/e,n/e,3500,
2023,,,4,0,04:00 - 05:00,803,,n/e,n/e,n/e,n/e,127,,464,,1,,n/e,n/e,250,,n/e,n/e,n/e,n/e,542,,n/e,n/e,n/e,n/e,4371,,69,,2,,0,,7,,n/e,n/e,3353,
2023,,,5,0,05:00 - 06:00,821,,n/e,n/e,n/e,n/e,129,,463,,1,,n/e,n/e,254,,n/e,n/e,n/e,n/e,616,,n/e,n/e,n/e,n/e,4372,,69,,2,,0,,7,,n/e,n/e,3391,
2023,,,6,0,06:00 - 07:00,814,,n/e,n/e,n/e,n/e,129,,464,,1,,n/e,n/e,256,,n/e,n/e,n/e,n/e,677,,n/e,n/e,n/e,n/e,4372,,71,,2,,0,,7,,n/e,n/e,3233,
2023,,,7,0,07:00 - 08:00,828,,n/e,n/e,n/e,n/e,123,,465,,1,,n/e,n/e,255,,n/e,n/e,n/e,n/e,674,,n/e,n/e,n/e,n/e,4372,,77,,2,,3,,7,,n/e,n/e,3214,
2023,,,8,0,08:00 - 09:00,818,,n/e,n/e,n/e,n/e,133,,464,,1,,n/e,n/e,259,,n/e,n/e,n/e,n/e,685,,n/e,n/e,n/e,n/e,4371,,76,,2,,15,,7,,n/e,n/e,3213,
2023,,,9,0,09:00 - 10:00,822,,n/e,n/e,n/e,n/e,134,,461,,1,,n/e,n/e,263,,n/e,n/e,n/e,n/e,699,,n/e,n/e,n/e,n/e,4372,,74,,2,,29,,7,,n/e,n/e,3249,
2023,,,10,0,10:00 - 11:00,822,,n/e,n/e,n/e,n/e,160,,461,,1,,n/e,n/e,262,,n/e,n/e,n/e,n/e,752,,n/e,n/e,n/e,n/e,4372,,76,,2,,32,,7,,n/e,n/e,3416,
2023,,,11,0,11:00 - 12:00,817,,n/e,n/e,n/e,n/e,140,,461,,1,,n/e,n/e,270,,n/e,n/e,n/e,n/e,775,,n/e,n/e,n/e,n/e,4368,,66,,2,,18,,7,,n/e,n/e,3416,
2023,,,12,0,12:00 - 13:00,814,,n/e,n/e,n/e,n/e,130,,461,,1,,n/e,n/e,274,,n/e,n/e,n/e,n/e,804,,n/e,n/e,n/e,n/e,4360,,69,,2,,3,,7,,n/e,n/e,3255,
2023,,,13,0,13:00 - 14:00,814,,n/e,n/e,n/e,n/e,128,,459,,1,,n/e,n/e,272,,n/e,n/e,n/e,n/e,874,,n/e,n/e,n/e,n/e,4300,,76,,2,,0,,7,,n/e,n/e,3490,
2023,,,14,0,14:00 - 15:00,828,,n/e,n/e,n/e,n/e,130,,460,,1,,n/e,n/e,287,,n/e,n/e,n/e,n/e,947,,n/e,n/e,n/e,n/e,4298,,80,,2,,0,,8,,n/e,n/e,3600,
2023,,,15,0,15:00 - 16:00,824,,n/e,n/e,n/e,n/e,140,,507,,1,,n/e,n/e,304,,n/e,n/e,n/e,n/e,1073,,n/e,n/e,n/e,n/e,4361,,82,,2,,0,,17,,n/e,n/e,3503,
2023,,,16,0,16:00 - 17:00,830,,n/e,n/e,n/e,n/e,139,,534,,1,,n/e,n/e,320,,n/e,n/e,n/e,n/e,1186,,n/e,n/e,n/e,n/e,4362,,86,,2,,0,,24,,n/e,n/e,3541,
2023,,,17,0,17:00 - 18:00,831,,n/e,n/e,n/e,n/e,128,,554,,1,,n/e,n/e,333,,n/e,n/e,n/e,n/e,1148,,n/e,n/e,n/e,n/e,4361,,91,,2,,0,,25,,n/e,n/e,3620,
2023,,,18,0,18:00 - 19:00,832,,n/e,n/e,n/e,n/e,132,,571,,1,,n/e,n/e,323,,n/e,n/e,n/e,n/e,1034,,n/e,n/e,n/e,n/e,4360,,94,,2,,0,,25,,n/e,n/e,3676,
2023,,,19,0,19:00 - 20:00,835,,n/e,n/e,n/e,n/e,139,,577,,1,,n/e,n/e,322,,n/e,n/e,n/e,n/e,920,,n/e,n/e,n/e,n/e,4360,,97,,2,,0,,25,,n/e,n/e,3604,
2023,,,20,0,20:00 - 21:00,823,,n/e,n/e,n/e,n/e,136,,567,,1,,n/e,n/e,319,,n/e,n/e,n/e,n/e,899,,n/e,n/e,n/e,n/e,4365,,98,,2,,0,,25,,n/e,n/e,3335,
2023,,,21,0,21:00 - 22:00,835,,n/e,n/e,n/e,n/e,135,,589,,1,,n/e,n/e,318,,n/e,n/e,n/e,n/e,739,,n/e,n/e,n/e,n/e,4370,,100,,2,,0,,25,,n/e,n/e,3298,
2023,,,22,0,22:00 - 23:00,833,,n/e,n/e,n/e,n/e,139,,596,,1,,n/e,n/e,326,,n/e,n/e,n/e,n/e,668,,n/e,n/e,n/e,n/e,4370,,100,,2,,0,,23,,n/e,n/e,3263,
2023,,,23,0,23:00 - 00:00,834,,n/e,n/e,n/e,n/e,145,,595,,1,,n/e,n/e,338,,n/e,n/e,n/e,n/e,627,,n/e,n/e,n/e,n/e,4371,,101,,2,,0,,24,,n/e,n/e,3264,
