00:00 - 01:00,592,,n/e,n/e,n/e,n/e,103,,414,,13,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,177,,1068,,2181,
01:00 - 02:00,594,,n/e,n/e,n/e,n/e,104,,426,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,177,,1157,,1879,
02:00 - 03:00,739,,n/e,n/e,n/e,n/e,95,,510,,12,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,174,,1141,,1651,
03:00 - 04:00,697,,n/e,n/e,n/e,n/e,86,,491,,12,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,168,,1133,,1494,
04:00 - 05:00,682,,n/e,n/e,n/e,n/e,89,,440,,13,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,902,,1376,
05:00 - 06:00,711,,n/e,n/e,n/e,n/e,115,,493,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,189,,735,,1259,
06:00 - 07:00,662,,n/e,n/e,n/e,n/e,121,,433,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,192,,796,,1150,
07:00 - 08:00,609,,n/e,n/e,n/e,n/e,130,,569,,16,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,191,,804,,1076,
08:00 - 09:00,595,,n/e,n/e,n/e,n/e,145,,678,,21,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2,,192,,779,,963,
09:00 - 10:00,611,,n/e,n/e,n/e,n/e,140,,661,,18,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12,,195,,772,,843,
10:00 - 11:00,657,,n/e,n/e,n/e,n/e,151,,679,,20,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,24,,196,,762,,756,
11:00 - 12:00,664,,n/e,n/e,n/e,n/e,162,,712,,20,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,32,,200,,771,,664,
12:00 - 13:00,697,,n/e,n/e,n/e,n/e,157,,723,,17,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,34,,201,,744,,586,
13:00 - 14:00,711,,n/e,n/e,n/e,n/e,158,,863,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,20,,199,,660,,553,
14:00 - 15:00,720,,n/e,n/e,n/e,n/e,170,,983,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4,,197,,468,,518,
15:00 - 16:00,673,,n/e,n/e,n/e,n/e,229,,1140,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,194,,457,,512,
16:00 - 17:00,714,,n/e,n/e,n/e,n/e,241,,1066,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,193,,386,,435,
17:00 - 18:00,774,,n/e,n/e,n/e,n/e,232,,1051,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,198,,346,,389,
18:00 - 19:00,755,,n/e,n/e,n/e,n/e,217,,982,,17,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,198,,405,,380,
19:00 - 20:00,747,,n/e,n/e,n/e,n/e,197,,925,,13,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,198,,526,,494,
20:00 - 21:00,715,,n/e,n/e,n/e,n/e,189,,772,,12,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,198,,605,,605,
21:00 - 22:00,679,,n/e,n/e,n/e,n/e,180,,736,,9,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,195,,689,,656,
22:00 - 23:00,689,,n/e,n/e,n/e,n/e,179,,694,,4,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,188,,704,,664,
23:00 - 00:00,627,,n/e,n/e,n/e,n/e,174,,665,,5,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,183,,692,,732,
00:00 - 01:00,647,,n/e,n/e,n/e,n/e,170,,596,,10,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,165,,640,,720,
01:00 - 02:00,722,,n/e,n/e,n/e,n/e,179,,631,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,174,,606,,734,
02:00 - 03:00,771,,n/e,n/e,n/e,n/e,175,,617,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,171,,730,,677,
03:00 - 04:00,766,,n/e,n/e,n/e,n/e,193,,611,,20,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,177,,559,,574,
04:00 - 05:00,824,,n/e,n/e,n/e,n/e,212,,643,,22,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,178,,594,,484,
05:00 - 06:00,776,,n/e,n/e,n/e,n/e,290,,764,,14,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,176,,435,,412,
06:00 - 07:00,721,,n/e,n/e,n/e,n/e,484,,884,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,,176,,442,,358,
07:00 - 08:00,849,,n/e,n/e,n/e,n/e,539,,930,,17,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,178,,482,,343,
08:00 - 09:00,757,,n/e,n/e,n/e,n/e,543,,1142,,18,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,22,,179,,654,,353,
09:00 - 10:00,744,,n/e,n/e,n/e,n/e,547,,1144,,16,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,86,,178,,657,,435,
10:00 - 11:00,683,,n/e,n/e,n/e,n/e,550,,1101,,19,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,157,,176,,603,,547,
11:00 - 12:00,804,,n/e,n/e,n/e,n/e,547,,1044,,18,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,184,,180,,480,,602,
12:00 - 13:00,788,,n/e,n/e,n/e,n/e,540,,926,,17,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,155,,178,,405,,607,
13:00 - 14:00,716,,n/e,n/e,n/e,n/e,553,,966,,15,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,82,,179,,466,,515,
