Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,KW Simmering,1272.0,1.0,AT,,,COMC,GAS,0.525,5.0,1.0,0.0087814465,0.0087814465,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,GDK-Mellach,838.0,1.0,AT,,,COMC,GAS,0.525,5.0,1.0,0.0133293556,0.0133293556,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Malta-Hauptstufe,730.0,1.0,AT,,,HPHS,WAT,0.86,0.0,0.0,0.4109589041,0.4109589041,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,16100.0,,,,,,,,,,,
,Kraftwerk Theiß,765.0,1.0,AT,,,COMC,GAS,0.525,5.0,1.0,0.0146013072,0.0146013072,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Limberg II,480.0,1.0,AT,,,HPHS,WAT,0.86,0.0,0.0,0.625,0.625,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,388128.087831656,,,,,,,,,,,
,Kraftwerk Timelkam Gesamtanlage,400.0,1.0,AT,,,COMC,GAS,0.525,5.0,1.0,0.027925,0.027925,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,KW Donaustadt,395.0,1.0,AT,,,COMC,GAS,0.525,5.0,1.0,0.028278481,0.028278481,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,Häusling,360.0,1.0,AT,,,HPHS,WAT,0.86,0.0,0.0,0.8333333333,0.8333333333,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,134690.0,,,,,,,,,,,
,Mayrhofen,355.0,1.0,AT,,,HDAM,WAT,0.85,0.0,0.0,0.2521008403,0.2521008403,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,7400.0,,,,,,,,,,,
,Altenwörth,328.0,1.0,AT,,,HROR,WAT,1.0,0.0,0.0,0.6707317073,0.6707317073,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,Greifenstein,293.0,1.0,AT,,,HROR,WAT,1.0,0.0,0.0,0.7508532423,0.7508532423,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,Aschach,287.0,1.0,AT,,,HROR,WAT,1.0,0.0,0.0,0.7665505226,0.7665505226,0.0,,0.0,0.0,1.0,0.3,0.0,,,,,,,,,,,,,,,,,,,,
,Kaprun-Hauptstufe,260.0,1.0,AT,,,HDAM,WAT,0.85,0.0,0.0,0.3488372093,0.3488372093,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,210236.04757548033,,,,,,,,,,,
