index,Actual Load
2016-01-01 00:00:00+00:00,34393.0
2016-01-01 00:30:00+00:00,35357.0
2016-01-01 01:00:00+00:00,34782.0
2016-01-01 01:30:00+00:00,33372.0
2016-01-01 02:00:00+00:00,32229.0
2016-01-01 02:30:00+00:00,31621.0
2016-01-01 03:00:00+00:00,30084.0
2016-01-01 03:30:00+00:00,28580.0
2016-01-01 04:00:00+00:00,27999.0
2016-01-01 04:30:00+00:00,27553.0
2016-01-01 05:00:00+00:00,27535.0
2016-01-01 05:30:00+00:00,27283.0
2016-01-01 06:00:00+00:00,28114.0
2016-01-01 06:30:00+00:00,28800.0
2016-01-01 07:00:00+00:00,28990.0
2016-01-01 07:30:00+00:00,29358.0
2016-01-01 08:00:00+00:00,30942.0
2016-01-01 08:30:00+00:00,31962.0
2016-01-01 09:00:00+00:00,34777.0
2016-01-01 09:30:00+00:00,36071.0
2016-01-01 10:00:00+00:00,37564.0
2016-01-01 10:30:00+00:00,38578.0
2016-01-01 11:00:00+00:00,39579.0
2016-01-01 11:30:00+00:00,40395.0
2016-01-01 12:00:00+00:00,41241.0
2016-01-01 12:30:00+00:00,41475.0
2016-01-01 13:00:00+00:00,41428.0
2016-01-01 13:30:00+00:00,41441.0
2016-01-01 14:00:00+00:00,41591.0
2016-01-01 14:30:00+00:00,41708.0
2016-01-01 15:00:00+00:00,42084.0
2016-01-01 15:30:00+00:00,42703.0
2016-01-01 16:00:00+00:00,44383.0
2016-01-01 16:30:00+00:00,45801.0
2016-01-01 17:00:00+00:00,46247.0
2016-01-01 17:30:00+00:00,45849.0
2016-01-01 18:00:00+00:00,44950.0
2016-01-01 18:30:00+00:00,43993.0
2016-01-01 19:00:00+00:00,43034.0
2016-01-01 19:30:00+00:00,41986.0
2016-01-01 20:00:00+00:00,41083.0
2016-01-01 20:30:00+00:00,40072.0
2016-01-01 21:00:00+00:00,39039.0
2016-01-01 21:30:00+00:00,38091.0
2016-01-01 22:00:00+00:00,36505.0
2016-01-01 22:30:00+00:00,35343.0
2016-01-01 23:00:00+00:00,33109.0
2016-01-01 23:30:00+00:00,31764.0
2016-01-02 00:00:00+00:00,31653.0
2016-01-02 00:30:00+00:00,31425.0
2016-01-02 01:00:00+00:00,30148.0
2016-01-02 01:30:00+00:00,28936.0
2016-01-02 02:00:00+00:00,27859.0
2016-01-02 02:30:00+00:00,27165.0
2016-01-02 03:00:00+00:00,26146.0
2016-01-02 03:30:00+00:00,25456.0
2016-01-02 04:00:00+00:00,25110.0
2016-01-02 04:30:00+00:00,25075.0
2016-01-02 05:00:00+00:00,25249.0
2016-01-02 05:30:00+00:00,26036.0
2016-01-02 06:00:00+00:00,28220.0
2016-01-02 06:30:00+00:00,29733.0
2016-01-02 07:00:00+00:00,30890.0
2016-01-02 07:30:00+00:00,31817.0
2016-01-02 08:00:00+00:00,33357.0
2016-01-02 08:30:00+00:00,35032.0
2016-01-02 09:00:00+00:00,37720.0
2016-01-02 09:30:00+00:00,39112.0
2016-01-02 10:00:00+00:00,40287.0
2016-01-02 10:30:00+00:00,41131.0
2016-01-02 11:00:00+00:00,41726.0
2016-01-02 11:30:00+00:00,42183.0
2016-01-02 12:00:00+00:00,42667.0
2016-01-02 12:30:00+00:00,42874.0
2016-01-02 13:00:00+00:00,42871.0
2016-01-02 13:30:00+00:00,42897.0
2016-01-02 14:00:00+00:00,42901.0
2016-01-02 14:30:00+00:00,42630.0
2016-01-02 15:00:00+00:00,42848.0
2016-01-02 15:30:00+00:00,43503.0
2016-01-02 16:00:00+00:00,43501.0
2016-01-02 16:30:00+00:00,47467.0
2016-01-02 17:00:00+00:00,48779.0
2016-01-02 17:30:00+00:00,48767.0
2016-01-02 18:00:00+00:00,48194.0
2016-01-02 18:30:00+00:00,47158.0
2016-01-02 19:00:00+00:00,45970.0
2016-01-02 19:30:00+00:00,44843.0
2016-01-02 20:00:00+00:00,43766.0
2016-01-02 20:30:00+00:00,42207.0
2016-01-02 21:00:00+00:00,40940.0
2016-01-02 21:30:00+00:00,39318.0
2016-01-02 22:00:00+00:00,37990.0
2016-01-02 22:30:00+00:00,36921.0
2016-01-02 23:00:00+00:00,34675.0
2016-01-02 23:30:00+00:00,33507.0
2016-01-03 00:00:00+00:00,33453.0
2016-01-03 00:30:00+00:00,32729.0
2016-01-03 01:00:00+00:00,31635.0
2016-01-03 01:30:00+00:00,30284.0
2016-01-03 02:00:00+00:00,28859.0
2016-01-03 02:30:00+00:00,28403.0
2016-01-03 03:00:00+00:00,27616.0
2016-01-03 03:30:00+00:00,26761.0
2016-01-03 04:00:00+00:00,26381.0
2016-01-03 04:30:00+00:00,26348.0
2016-01-03 05:00:00+00:00,26419.0
2016-01-03 05:30:00+00:00,26690.0
2016-01-03 06:00:00+00:00,27378.0
2016-01-03 06:30:00+00:00,28180.0
2016-01-03 07:00:00+00:00,29804.0
2016-01-03 07:30:00+00:00,31076.0
2016-01-03 08:00:00+00:00,32278.0
2016-01-03 08:30:00+00:00,33709.0
2016-01-03 09:00:00+00:00,36458.0
2016-01-03 09:30:00+00:00,38164.0
2016-01-03 10:00:00+00:00,40150.0
2016-01-03 10:30:00+00:00,41601.0
2016-01-03 11:00:00+00:00,42488.0
2016-01-03 11:30:00+00:00,43533.0
2016-01-03 12:00:00+00:00,44429.0
2016-01-03 12:30:00+00:00,44923.0
2016-01-03 13:00:00+00:00,45016.0
2016-01-03 13:30:00+00:00,44919.0
2016-01-03 14:00:00+00:00,44839.0
2016-01-03 14:30:00+00:00,44659.0
2016-01-03 15:00:00+00:00,44800.0
2016-01-03 15:30:00+00:00,45614.0
2016-01-03 16:00:00+00:00,47281.0
2016-01-03 16:30:00+00:00,49431.0
2016-01-03 17:00:00+00:00,50135.0
2016-01-03 17:30:00+00:00,49736.0
2016-01-03 18:00:00+00:00,49205.0
2016-01-03 18:30:00+00:00,48371.0
2016-01-03 19:00:00+00:00,47309.0
2016-01-03 19:30:00+00:00,46011.0
2016-01-03 20:00:00+00:00,45045.0
2016-01-03 20:30:00+00:00,43606.0
2016-01-03 21:00:00+00:00,42350.0
2016-01-03 21:30:00+00:00,40558.0
2016-01-03 22:00:00+00:00,39022.0
2016-01-03 22:30:00+00:00,37376.0
2016-01-03 23:00:00+00:00,34747.0
2016-01-03 23:30:00+00:00,33353.0
2016-01-04 00:00:00+00:00,32733.0
2016-01-04 00:30:00+00:00,32692.0
2016-01-04 01:00:00+00:00,31641.0
2016-01-04 01:30:00+00:00,30344.0
2016-01-04 02:00:00+00:00,29246.0
2016-01-04 02:30:00+00:00,28947.0
2016-01-04 03:00:00+00:00,28475.0
2016-01-04 03:30:00+00:00,27979.0
2016-01-04 04:00:00+00:00,27655.0
2016-01-04 04:30:00+00:00,27805.0
2016-01-04 05:00:00+00:00,28610.0
2016-01-04 05:30:00+00:00,30629.0
2016-01-04 06:00:00+00:00,35158.0
2016-01-04 06:30:00+00:00,38231.0
2016-01-04 07:00:00+00:00,42012.0
2016-01-04 07:30:00+00:00,44077.0
2016-01-04 08:00:00+00:00,45755.0
2016-01-04 08:30:00+00:00,46578.0
2016-01-04 09:00:00+00:00,47368.0
2016-01-04 09:30:00+00:00,47892.0
2016-01-04 10:00:00+00:00,48394.0
2016-01-04 10:30:00+00:00,48517.0
2016-01-04 11:00:00+00:00,48729.0
2016-01-04 11:30:00+00:00,49063.0
2016-01-04 12:00:00+00:00,49586.0
2016-01-04 12:30:00+00:00,49549.0
2016-01-04 13:00:00+00:00,49523.0
2016-01-04 13:30:00+00:00,49381.0
2016-01-04 14:00:00+00:00,49553.0
2016-01-04 14:30:00+00:00,49514.0
2016-01-04 15:00:00+00:00,49061.0
2016-01-04 15:30:00+00:00,49995.0
2016-01-04 16:00:00+00:00,51836.0
2016-01-04 16:30:00+00:00,51779.0
2016-01-04 17:00:00+00:00,53646.0
2016-01-04 17:30:00+00:00,54704.0
2016-01-04 18:00:00+00:00,54668.0
2016-01-04 18:30:00+00:00,53976.0
2016-01-04 19:00:00+00:00,52784.0
2016-01-04 19:30:00+00:00,51150.0
2016-01-04 20:00:00+00:00,49450.0
2016-01-04 20:30:00+00:00,47588.0
2016-01-04 21:00:00+00:00,45806.0
2016-01-04 21:30:00+00:00,43550.0
2016-01-04 22:00:00+00:00,41617.0
2016-01-04 22:30:00+00:00,39648.0
2016-01-04 23:00:00+00:00,37232.0
2016-01-04 23:30:00+00:00,35752.0
2016-01-05 00:00:00+00:00,34927.0
2016-01-05 00:30:00+00:00,34876.0
2016-01-05 01:00:00+00:00,33709.0
2016-01-05 01:30:00+00:00,32423.0
2016-01-05 02:00:00+00:00,31524.0
2016-01-05 02:30:00+00:00,31342.0
2016-01-05 03:00:00+00:00,30629.0
2016-01-05 03:30:00+00:00,30014.0
2016-01-05 04:00:00+00:00,29756.0
2016-01-05 04:30:00+00:00,29901.0
2016-01-05 05:00:00+00:00,30717.0
2016-01-05 05:30:00+00:00,32533.0
2016-01-05 06:00:00+00:00,37004.0
2016-01-05 06:30:00+00:00,40712.0
2016-01-05 07:00:00+00:00,44610.0
2016-01-05 07:30:00+00:00,46664.0
2016-01-05 08:00:00+00:00,47841.0
2016-01-05 08:30:00+00:00,48048.0
2016-01-05 09:00:00+00:00,48938.0
2016-01-05 09:30:00+00:00,49239.0
2016-01-05 10:00:00+00:00,49291.0
2016-01-05 10:30:00+00:00,49522.0
2016-01-05 11:00:00+00:00,49672.0
2016-01-05 11:30:00+00:00,49901.0
2016-01-05 12:00:00+00:00,50108.0
