00:00 - 01:00,662,,n/e,n/e,n/e,n/e,276,,630,,10,,n/e,n/e,582,,n/e,n/e,n/e,n/e,556,,n/e,n/e,n/e,n/e,2799,,121,,10,,n/e,n/e,35,,n/e,n/e,1539,
01:00 - 02:00,668,,n/e,n/e,n/e,n/e,281,,628,,10,,n/e,n/e,581,,n/e,n/e,n/e,n/e,603,,n/e,n/e,n/e,n/e,2800,,124,,10,,n/e,n/e,35,,n/e,n/e,1591,
02:00 - 03:00,677,,n/e,n/e,n/e,n/e,276,,630,,10,,n/e,n/e,584,,n/e,n/e,n/e,n/e,601,,n/e,n/e,n/e,n/e,2800,,127,,11,,n/e,n/e,35,,n/e,n/e,1749,
03:00 - 04:00,685,,n/e,n/e,n/e,n/e,248,,629,,10,,n/e,n/e,590,,n/e,n/e,n/e,n/e,595,,n/e,n/e,n/e,n/e,2800,,130,,11,,n/e,n/e,36,,n/e,n/e,1807,
04:00 - 05:00,690,,n/e,n/e,n/e,n/e,246,,630,,10,,n/e,n/e,614,,n/e,n/e,n/e,n/e,673,,n/e,n/e,n/e,n/e,2800,,135,,10,,n/e,n/e,35,,n/e,n/e,1899,
05:00 - 06:00,698,,n/e,n/e,n/e,n/e,226,,630,,10,,n/e,n/e,648,,n/e,n/e,n/e,n/e,709,,n/e,n/e,n/e,n/e,2800,,141,,10,,n/e,n/e,35,,n/e,n/e,2014,
06:00 - 07:00,699,,n/e,n/e,n/e,n/e,253,,630,,10,,n/e,n/e,691,,n/e,n/e,n/e,n/e,790,,n/e,n/e,n/e,n/e,2801,,146,,10,,n/e,n/e,35,,n/e,n/e,1990,
07:00 - 08:00,700,,n/e,n/e,n/e,n/e,287,,637,,10,,n/e,n/e,710,,n/e,n/e,n/e,n/e,844,,n/e,n/e,n/e,n/e,2801,,150,,8,,n/e,n/e,35,,n/e,n/e,1976,
08:00 - 09:00,690,,n/e,n/e,n/e,n/e,291,,650,,10,,n/e,n/e,723,,n/e,n/e,n/e,n/e,1009,,n/e,n/e,n/e,n/e,2801,,152,,10,,n/e,n/e,34,,n/e,n/e,1952,
09:00 - 10:00,721,,n/e,n/e,n/e,n/e,281,,654,,10,,n/e,n/e,720,,n/e,n/e,n/e,n/e,1192,,n/e,n/e,n/e,n/e,2801,,125,,9,,n/e,n/e,24,,n/e,n/e,1925,
10:00 - 11:00,736,,n/e,n/e,n/e,n/e,280,,654,,10,,n/e,n/e,719,,n/e,n/e,n/e,n/e,1282,,n/e,n/e,n/e,n/e,2801,,119,,10,,n/e,n/e,17,,n/e,n/e,1802,
11:00 - 12:00,731,,n/e,n/e,n/e,n/e,281,,652,,10,,n/e,n/e,712,,n/e,n/e,n/e,n/e,1291,,n/e,n/e,n/e,n/e,2801,,118,,9,,n/e,n/e,17,,n/e,n/e,1812,
12:00 - 13:00,713,,n/e,n/e,n/e,n/e,279,,668,,10,,n/e,n/e,709,,n/e,n/e,n/e,n/e,1261,,n/e,n/e,n/e,n/e,2801,,138,,11,,n/e,n/e,17,,n/e,n/e,1936,
13:00 - 14:00,717,,n/e,n/e,n/e,n/e,281,,680,,10,,n/e,n/e,713,,n/e,n/e,n/e,n/e,1352,,n/e,n/e,n/e,n/e,2801,,154,,10,,n/e,n/e,17,,n/e,n/e,1875,
14:00 - 15:00,727,,n/e,n/e,n/e,n/e,277,,681,,10,,n/e,n/e,732,,n/e,n/e,n/e,n/e,1498,,n/e,n/e,n/e,n/e,2801,,159,,9,,n/e,n/e,17,,n/e,n/e,1808,
15:00 - 16:00,728,,n/e,n/e,n/e,n/e,281,,679,,10,,n/e,n/e,761,,n/e,n/e,n/e,n/e,1769,,n/e,n/e,n/e,n/e,2801,,161,,10,,n/e,n/e,17,,n/e,n/e,1697,
16:00 - 17:00,722,,n/e,n/e,n/e,n/e,282,,685,,10,,n/e,n/e,776,,n/e,n/e,n/e,n/e,1883,,n/e,n/e,n/e,n/e,2801,,164,,9,,n/e,n/e,17,,n/e,n/e,1573,
17:00 - 18:00,722,,n/e,n/e,n/e,n/e,277,,690,,10,,n/e,n/e,759,,n/e,n/e,n/e,n/e,1915,,n/e,n/e,n/e,n/e,2801,,164,,10,,n/e,n/e,17,,n/e,n/e,1428,
18:00 - 19:00,721,,n/e,n/e,n/e,n/e,278,,691,,10,,n/e,n/e,730,,n/e,n/e,n/e,n/e,1714,,n/e,n/e,n/e,n/e,2801,,166,,10,,n/e,n/e,16,,n/e,n/e,1219,
19:00 - 20:00,713,,n/e,n/e,n/e,n/e,276,,696,,10,,n/e,n/e,734,,n/e,n/e,n/e,n/e,1443,,n/e,n/e,n/e,n/e,2800,,170,,10,,n/e,n/e,15,,n/e,n/e,1020,
20:00 - 21:00,721,,n/e,n/e,n/e,n/e,279,,698,,10,,n/e,n/e,741,,n/e,n/e,n/e,n/e,1536,,n/e,n/e,n/e,n/e,2801,,176,,10,,n/e,n/e,19,,n/e,n/e,878,
