,PHOT,WTOF,WTON
2016-01-01 00:00:00,0.0,0.0,0.0
2016-01-01 00:15:00,0.0,0.0,0.0
2016-01-01 00:30:00,0.0,0.0,0.0
2016-01-01 00:45:00,0.0,0.0,0.0
2016-01-01 01:00:00,0.0,0.0,0.0
2016-01-01 01:15:00,0.0,0.0,0.0
2016-01-01 01:30:00,0.0,0.0,0.0
2016-01-01 01:45:00,0.0,0.0,0.0
2016-01-01 02:00:00,0.0,0.0,0.0
2016-01-01 02:15:00,0.0,0.0,0.0
2016-01-01 02:30:00,0.0,0.0,0.0
2016-01-01 02:45:00,0.0,0.0,0.0
2016-01-01 03:00:00,0.0,0.0,0.0
2016-01-01 03:15:00,0.0,0.0,0.0
2016-01-01 03:30:00,0.0,0.0,0.0
2016-01-01 03:45:00,0.0,0.0,0.0
2016-01-01 04:00:00,0.0,0.0,0.0
2016-01-01 04:15:00,0.0,0.0,0.0
2016-01-01 04:30:00,0.0,0.0,0.0
2016-01-01 04:45:00,0.0,0.0,0.0
2016-01-01 05:00:00,0.0,0.0,0.0
2016-01-01 05:15:00,0.008,0.0,0.0
2016-01-01 05:30:00,0.016,0.0,0.0
2016-01-01 05:45:00,0.024,0.0,0.0
2016-01-01 06:00:00,0.032,0.0,0.0
2016-01-01 06:15:00,0.07975,0.0,0.0
2016-01-01 06:30:00,0.1275,0.0,0.0
2016-01-01 06:45:00,0.17525000000000002,0.0,0.0
2016-01-01 07:00:00,0.223,0.0,0.0
2016-01-01 07:15:00,0.2645,0.0,0.0
2016-01-01 07:30:00,0.306,0.0,0.0
2016-01-01 07:45:00,0.34750000000000003,0.0,0.0
2016-01-01 08:00:00,0.389,0.0,0.0
2016-01-01 08:15:00,0.41400000000000003,0.0,0.0
2016-01-01 08:30:00,0.439,0.0,0.0
2016-01-01 08:45:00,0.46399999999999997,0.0,0.0
2016-01-01 09:00:00,0.489,0.0,0.0
2016-01-01 09:15:00,0.498,0.0,0.0
2016-01-01 09:30:00,0.507,0.0,0.0
2016-01-01 09:45:00,0.516,0.0,0.0
2016-01-01 10:00:00,0.525,0.0,0.0
2016-01-01 10:15:00,0.51825,0.0,0.0
2016-01-01 10:30:00,0.5115000000000001,0.0,0.0
2016-01-01 10:45:00,0.50475,0.0,0.0
2016-01-01 11:00:00,0.498,0.0,0.0
2016-01-01 11:15:00,0.47,0.0,0.0
2016-01-01 11:30:00,0.442,0.0,0.0
2016-01-01 11:45:00,0.41400000000000003,0.0,0.0
2016-01-01 12:00:00,0.386,0.0,0.0
2016-01-01 12:15:00,0.33475,0.0,0.0
2016-01-01 12:30:00,0.2835,0.0,0.0
2016-01-01 12:45:00,0.23224999999999998,0.0,0.0
2016-01-01 13:00:00,0.181,0.0,0.0
2016-01-01 13:15:00,0.145,0.0,0.0
2016-01-01 13:30:00,0.109,0.0,0.0
2016-01-01 13:45:00,0.073,0.0,0.0
2016-01-01 14:00:00,0.037,0.0,0.0
2016-01-01 14:15:00,0.027749999999999997,0.0,0.0
2016-01-01 14:30:00,0.0185,0.0,0.0
2016-01-01 14:45:00,0.009249999999999998,0.0,0.0
2016-01-01 15:00:00,0.0,0.0,0.0
2016-01-01 15:15:00,0.0,0.0,0.0
2016-01-01 15:30:00,0.0,0.0,0.0
2016-01-01 15:45:00,0.0,0.0,0.0
2016-01-01 16:00:00,0.0,0.0,0.0
2016-01-01 16:15:00,0.0,0.0,0.0
2016-01-01 16:30:00,0.0,0.0,0.0
2016-01-01 16:45:00,0.0,0.0,0.0
2016-01-01 17:00:00,0.0,0.0,0.0
2016-01-01 17:15:00,0.0,0.0,0.0
2016-01-01 17:30:00,0.0,0.0,0.0
2016-01-01 17:45:00,0.0,0.0,0.0
2016-01-01 18:00:00,0.0,0.0,0.0
2016-01-01 18:15:00,0.0,0.0,0.0
2016-01-01 18:30:00,0.0,0.0,0.0
2016-01-01 18:45:00,0.0,0.0,0.0
2016-01-01 19:00:00,0.0,0.0,0.0
2016-01-01 19:15:00,0.0,0.0,0.0
2016-01-01 19:30:00,0.0,0.0,0.0
2016-01-01 19:45:00,0.0,0.0,0.0
2016-01-01 20:00:00,0.0,0.0,0.0
2016-01-01 20:15:00,0.0,0.0,0.0
2016-01-01 20:30:00,0.0,0.0,0.0
2016-01-01 20:45:00,0.0,0.0,0.0
2016-01-01 21:00:00,0.0,0.0,0.0
2016-01-01 21:15:00,0.0,0.0,0.0
2016-01-01 21:30:00,0.0,0.0,0.0
2016-01-01 21:45:00,0.0,0.0,0.0
2016-01-01 22:00:00,0.0,0.0,0.0
2016-01-01 22:15:00,0.0,0.0,0.0
2016-01-01 22:30:00,0.0,0.0,0.0
2016-01-01 22:45:00,0.0,0.0,0.0
2016-01-01 23:00:00,0.0,0.0,0.0
2016-01-01 23:15:00,0.0,0.0,0.0
2016-01-01 23:30:00,0.0,0.0,0.0
2016-01-01 23:45:00,0.0,0.0,0.0
2016-01-02 00:00:00,0.0,0.0,0.0
2016-01-02 00:15:00,0.0,0.0,0.0
2016-01-02 00:30:00,0.0,0.0,0.0
2016-01-02 00:45:00,0.0,0.0,0.0
2016-01-02 01:00:00,0.0,0.0,0.0
2016-01-02 01:15:00,0.0,0.0,0.0
2016-01-02 01:30:00,0.0,0.0,0.0
2016-01-02 01:45:00,0.0,0.0,0.0
2016-01-02 02:00:00,0.0,0.0,0.0
2016-01-02 02:15:00,0.0,0.0,0.0
2016-01-02 02:30:00,0.0,0.0,0.0
2016-01-02 02:45:00,0.0,0.0,0.0
2016-01-02 03:00:00,0.0,0.0,0.0
2016-01-02 03:15:00,0.0,0.0,0.0
2016-01-02 03:30:00,0.0,0.0,0.0
2016-01-02 03:45:00,0.0,0.0,0.0
2016-01-02 04:00:00,0.0,0.0,0.0
2016-01-02 04:15:00,0.0,0.0,0.0
2016-01-02 04:30:00,0.0,0.0,0.0
2016-01-02 04:45:00,0.0,0.0,0.0
2016-01-02 05:00:00,0.0,0.0,0.0
2016-01-02 05:15:00,0.01,0.0,0.0
2016-01-02 05:30:00,0.02,0.0,0.0
2016-01-02 05:45:00,0.030000000000000002,0.0,0.0
2016-01-02 06:00:00,0.04,0.0,0.0
2016-01-02 06:15:00,0.0915,0.0,0.0
2016-01-02 06:30:00,0.143,0.0,0.0
2016-01-02 06:45:00,0.1945,0.0,0.0
2016-01-02 07:00:00,0.246,0.0,0.0
2016-01-02 07:15:00,0.28274999999999995,0.0,0.0
2016-01-02 07:30:00,0.31949999999999995,0.0,0.0
2016-01-02 07:45:00,0.35624999999999996,0.0,0.0
2016-01-02 08:00:00,0.3929999999999999,0.0,0.0
2016-01-02 08:15:00,0.4064999999999999,0.0,0.0
2016-01-02 08:30:00,0.41999999999999993,0.0,0.0
2016-01-02 08:45:00,0.4335,0.0,0.0
2016-01-02 09:00:00,0.447,0.0,0.0
2016-01-02 09:15:00,0.4405,0.0,0.0
2016-01-02 09:30:00,0.434,0.0,0.0
2016-01-02 09:45:00,0.4275,0.0,0.0
2016-01-02 10:00:00,0.421,0.0,0.0
2016-01-02 10:15:00,0.408,0.0,0.0
2016-01-02 10:30:00,0.39499999999999996,0.0,0.0
2016-01-02 10:45:00,0.382,0.0,0.0
2016-01-02 11:00:00,0.369,0.0,0.0
2016-01-02 11:15:00,0.34475,0.0,0.0
2016-01-02 11:30:00,0.3205,0.0,0.0
2016-01-02 11:45:00,0.29625,0.0,0.0
2016-01-02 12:00:00,0.272,0.0,0.0
2016-01-02 12:15:00,0.24025000000000002,0.0,0.0
2016-01-02 12:30:00,0.20850000000000002,0.0,0.0
2016-01-02 12:45:00,0.17675,0.0,0.0
2016-01-02 13:00:00,0.145,0.0,0.0
2016-01-02 13:15:00,0.11699999999999999,0.0,0.0
2016-01-02 13:30:00,0.089,0.0,0.0
2016-01-02 13:45:00,0.061,0.0,0.0
2016-01-02 14:00:00,0.033,0.0,0.0
2016-01-02 14:15:00,0.02475,0.0,0.0
2016-01-02 14:30:00,0.0165,0.0,0.0
2016-01-02 14:45:00,0.00825,0.0,0.0
2016-01-02 15:00:00,0.0,0.0,0.0
2016-01-02 15:15:00,0.0,0.0,0.0
2016-01-02 15:30:00,0.0,0.0,0.0
2016-01-02 15:45:00,0.0,0.0,0.0
2016-01-02 16:00:00,0.0,0.0,0.0
2016-01-02 16:15:00,0.0,0.0,0.0
2016-01-02 16:30:00,0.0,0.0,0.0
2016-01-02 16:45:00,0.0,0.0,0.0
2016-01-02 17:00:00,0.0,0.0,0.0
2016-01-02 17:15:00,0.0,0.0,0.0
2016-01-02 17:30:00,0.0,0.0,0.0
2016-01-02 17:45:00,0.0,0.0,0.0
2016-01-02 18:00:00,0.0,0.0,0.0
2016-01-02 18:15:00,0.0,0.0,0.0
2016-01-02 18:30:00,0.0,0.0,0.0
2016-01-02 18:45:00,0.0,0.0,0.0
2016-01-02 19:00:00,0.0,0.0,0.0
2016-01-02 19:15:00,0.0,0.0,0.0
2016-01-02 19:30:00,0.0,0.0,0.0
2016-01-02 19:45:00,0.0,0.0,0.0
2016-01-02 20:00:00,0.0,0.0,0.0
2016-01-02 20:15:00,0.0,0.0,0.0
2016-01-02 20:30:00,0.0,0.0,0.0
2016-01-02 20:45:00,0.0,0.0,0.0
2016-01-02 21:00:00,0.0,0.0,0.0
2016-01-02 21:15:00,0.0,0.0,0.0
2016-01-02 21:30:00,0.0,0.0,0.0
2016-01-02 21:45:00,0.0,0.0,0.0
2016-01-02 22:00:00,0.0,0.0,0.0
2016-01-02 22:15:00,0.0,0.0,0.0
2016-01-02 22:30:00,0.0,0.0,0.0
2016-01-02 22:45:00,0.0,0.0,0.0
2016-01-02 23:00:00,0.0,0.0,0.0
2016-01-02 23:15:00,0.0,0.0,0.0
2016-01-02 23:30:00,0.0,0.0,0.0
2016-01-02 23:45:00,0.0,0.0,0.0
2016-01-03 00:00:00,0.0,0.0,0.0
2016-01-03 00:15:00,0.0,0.0,0.0
2016-01-03 00:30:00,0.0,0.0,0.0
2016-01-03 00:45:00,0.0,0.0,0.0
2016-01-03 01:00:00,0.0,0.0,0.0
2016-01-03 01:15:00,0.0,0.0,0.0
2016-01-03 01:30:00,0.0,0.0,0.0
2016-01-03 01:45:00,0.0,0.0,0.0
2016-01-03 02:00:00,0.0,0.0,0.0
2016-01-03 02:15:00,0.0,0.0,0.0
2016-01-03 02:30:00,0.0,0.0,0.0
2016-01-03 02:45:00,0.0,0.0,0.0
2016-01-03 03:00:00,0.0,0.0,0.0
2016-01-03 03:15:00,0.0,0.0,0.0
2016-01-03 03:30:00,0.0,0.0,0.0
2016-01-03 03:45:00,0.0,0.0,0.0
2016-01-03 04:00:00,0.0,0.0,0.0
2016-01-03 04:15:00,0.0,0.0,0.0
2016-01-03 04:30:00,0.0,0.0,0.0
2016-01-03 04:45:00,0.0,0.0,0.0
2016-01-03 05:00:00,0.0,0.0,0.0
2016-01-03 05:15:00,0.0,0.0,0.0
2016-01-03 05:30:00,0.0,0.0,0.0
2016-01-03 05:45:00,0.0,0.0,0.0
2016-01-03 06:00:00,0.0,0.0,0.0
2016-01-03 06:15:00,0.0025,0.0,0.0
2016-01-03 06:30:00,0.005,0.0,0.0
2016-01-03 06:45:00,0.007500000000000001,0.0,0.0
2016-01-03 07:00:00,0.01,0.0,0.0
2016-01-03 07:15:00,0.014,0.0,0.0
2016-01-03 07:30:00,0.018000000000000002,0.0,0.0
2016-01-03 07:45:00,0.022,0.0,0.0
2016-01-03 08:00:00,0.026,0.0,0.0
2016-01-03 08:15:00,0.028999999999999998,0.0,0.0
2016-01-03 08:30:00,0.032,0.0,0.0
2016-01-03 08:45:00,0.035,0.0,0.0
2016-01-03 09:00:00,0.038,0.0,0.0
2016-01-03 09:15:00,0.03825,0.0,0.0
2016-01-03 09:30:00,0.0385,0.0,0.0
2016-01-03 09:45:00,0.03875,0.0,0.0
2016-01-03 10:00:00,0.039,0.0,0.0
2016-01-03 10:15:00,0.03949999999999997,0.0,0.0
2016-01-03 10:30:00,0.03999999999999995,0.0,0.0
2016-01-03 10:45:00,0.040499999999999925,0.0,0.0
2016-01-03 11:00:00,0.0409999999999999,0.0,0.0
2016-01-03 11:15:00,0.041499999999999926,0.0,0.0
2016-01-03 11:30:00,0.04199999999999995,0.0,0.0
2016-01-03 11:45:00,0.04249999999999997,0.0,0.0
2016-01-03 12:00:00,0.043,0.0,0.0
2016-01-03 12:15:00,0.03924999999999997,0.0,0.0
2016-01-03 12:30:00,0.03549999999999995,0.0,0.0
2016-01-03 12:45:00,0.031749999999999924,0.0,0.0
2016-01-03 13:00:00,0.0279999999999999,0.0,0.0
2016-01-03 13:15:00,0.022999999999999923,0.0,0.0
2016-01-03 13:30:00,0.01799999999999995,0.0,0.0
2016-01-03 13:45:00,0.012999999999999975,0.0,0.0
2016-01-03 14:00:00,0.008,0.0,0.0
2016-01-03 14:15:00,0.006,0.0,0.0
2016-01-03 14:30:00,0.004,0.0,0.0
2016-01-03 14:45:00,0.002,0.0,0.0
2016-01-03 15:00:00,0.0,0.0,0.0
2016-01-03 15:15:00,0.0,0.0,0.0
2016-01-03 15:30:00,0.0,0.0,0.0
2016-01-03 15:45:00,0.0,0.0,0.0
2016-01-03 16:00:00,0.0,0.0,0.0
2016-01-03 16:15:00,0.0,0.0,0.0
2016-01-03 16:30:00,0.0,0.0,0.0
2016-01-03 16:45:00,0.0,0.0,0.0
2016-01-03 17:00:00,0.0,0.0,0.0
2016-01-03 17:15:00,0.0,0.0,0.0
2016-01-03 17:30:00,0.0,0.0,0.0
2016-01-03 17:45:00,0.0,0.0,0.0
2016-01-03 18:00:00,0.0,0.0,0.0
2016-01-03 18:15:00,0.0,0.0,0.0
2016-01-03 18:30:00,0.0,0.0,0.0
2016-01-03 18:45:00,0.0,0.0,0.0
2016-01-03 19:00:00,0.0,0.0,0.0
2016-01-03 19:15:00,0.0,0.0,0.0
2016-01-03 19:30:00,0.0,0.0,0.0
2016-01-03 19:45:00,0.0,0.0,0.0
2016-01-03 20:00:00,0.0,0.0,0.0
2016-01-03 20:15:00,0.0,0.0,0.0
2016-01-03 20:30:00,0.0,0.0,0.0
2016-01-03 20:45:00,0.0,0.0,0.0
2016-01-03 21:00:00,0.0,0.0,0.0
2016-01-03 21:15:00,0.0,0.0,0.0
2016-01-03 21:30:00,0.0,0.0,0.0
2016-01-03 21:45:00,0.0,0.0,0.0
2016-01-03 22:00:00,0.0,0.0,0.0
2016-01-03 22:15:00,0.0,0.0,0.0
2016-01-03 22:30:00,0.0,0.0,0.0
2016-01-03 22:45:00,0.0,0.0,0.0
2016-01-03 23:00:00,0.0,0.0,0.0
2016-01-03 23:15:00,0.0,0.0,0.0
2016-01-03 23:30:00,0.0,0.0,0.0
2016-01-03 23:45:00,0.0,0.0,0.0
2016-01-04 00:00:00,0.0,0.0,0.0
2016-01-04 00:15:00,0.0,0.0,0.0
2016-01-04 00:30:00,0.0,0.0,0.0
2016-01-04 00:45:00,0.0,0.0,0.0
2016-01-04 01:00:00,0.0,0.0,0.0
2016-01-04 01:15:00,0.0,0.0,0.0
2016-01-04 01:30:00,0.0,0.0,0.0
2016-01-04 01:45:00,0.0,0.0,0.0
2016-01-04 02:00:00,0.0,0.0,0.0
2016-01-04 02:15:00,0.0,0.0,0.0
2016-01-04 02:30:00,0.0,0.0,0.0
2016-01-04 02:45:00,0.0,0.0,0.0
2016-01-04 03:00:00,0.0,0.0,0.0
2016-01-04 03:15:00,0.0,0.0,0.0
2016-01-04 03:30:00,0.0,0.0,0.0
2016-01-04 03:45:00,0.0,0.0,0.0
2016-01-04 04:00:00,0.0,0.0,0.0
2016-01-04 04:15:00,0.0,0.0,0.0
2016-01-04 04:30:00,0.0,0.0,0.0
2016-01-04 04:45:00,0.0,0.0,0.0
2016-01-04 05:00:00,0.0,0.0,0.0
2016-01-04 05:15:00,0.00025,0.0,0.0
2016-01-04 05:30:00,0.0005,0.0,0.0
2016-01-04 05:45:00,0.00075,0.0,0.0
2016-01-04 06:00:00,0.001,0.0,0.0
2016-01-04 06:15:00,0.004249999999999974,0.0,0.0
2016-01-04 06:30:00,0.007499999999999949,0.0,0.0
2016-01-04 06:45:00,0.010749999999999926,0.0,0.0
2016-01-04 07:00:00,0.0139999999999999,0.0,0.0
2016-01-04 07:15:00,0.020249999999999924,0.0,0.0
2016-01-04 07:30:00,0.026499999999999947,0.0,0.0
2016-01-04 07:45:00,0.032749999999999974,0.0,0.0
2016-01-04 08:00:00,0.039,0.0,0.0
2016-01-04 08:15:00,0.044,0.0,0.0
2016-01-04 08:30:00,0.049,0.0,0.0
2016-01-04 08:45:00,0.054,0.0,0.0
2016-01-04 09:00:00,0.059,0.0,0.0
2016-01-04 09:15:00,0.061,0.0,0.0
2016-01-04 09:30:00,0.063,0.0,0.0
2016-01-04 09:45:00,0.065,0.0,0.0
2016-01-04 10:00:00,0.067,0.0,0.0
2016-01-04 10:15:00,0.06525,0.0,0.0
2016-01-04 10:30:00,0.0635,0.0,0.0
2016-01-04 10:45:00,0.06175,0.0,0.0
2016-01-04 11:00:00,0.06,0.0,0.0
2016-01-04 11:15:00,0.054,0.0,0.0
2016-01-04 11:30:00,0.048,0.0,0.0
2016-01-04 11:45:00,0.041999999999999996,0.0,0.0
2016-01-04 12:00:00,0.036,0.0,0.0
2016-01-04 12:15:00,0.031,0.0,0.0
2016-01-04 12:30:00,0.026,0.0,0.0
2016-01-04 12:45:00,0.020999999999999998,0.0,0.0
2016-01-04 13:00:00,0.016,0.0,0.0
2016-01-04 13:15:00,0.012750000000000001,0.0,0.0
2016-01-04 13:30:00,0.0095,0.0,0.0
2016-01-04 13:45:00,0.006249999999999999,0.0,0.0
2016-01-04 14:00:00,0.003,0.0,0.0
2016-01-04 14:15:00,0.0022500000000000003,0.0,0.0
2016-01-04 14:30:00,0.0015,0.0,0.0
2016-01-04 14:45:00,0.0007499999999999998,0.0,0.0
2016-01-04 15:00:00,0.0,0.0,0.0
2016-01-04 15:15:00,0.0,0.0,0.0
2016-01-04 15:30:00,0.0,0.0,0.0
2016-01-04 15:45:00,0.0,0.0,0.0
2016-01-04 16:00:00,0.0,0.0,0.0
2016-01-04 16:15:00,0.0,0.0,0.0
2016-01-04 16:30:00,0.0,0.0,0.0
2016-01-04 16:45:00,0.0,0.0,0.0
2016-01-04 17:00:00,0.0,0.0,0.0
2016-01-04 17:15:00,0.0,0.0,0.0
2016-01-04 17:30:00,0.0,0.0,0.0
2016-01-04 17:45:00,0.0,0.0,0.0
2016-01-04 18:00:00,0.0,0.0,0.0
2016-01-04 18:15:00,0.0,0.0,0.0
2016-01-04 18:30:00,0.0,0.0,0.0
2016-01-04 18:45:00,0.0,0.0,0.0
2016-01-04 19:00:00,0.0,0.0,0.0
2016-01-04 19:15:00,0.0,0.0,0.0
2016-01-04 19:30:00,0.0,0.0,0.0
2016-01-04 19:45:00,0.0,0.0,0.0
2016-01-04 20:00:00,0.0,0.0,0.0
2016-01-04 20:15:00,0.0,0.0,0.0
2016-01-04 20:30:00,0.0,0.0,0.0
2016-01-04 20:45:00,0.0,0.0,0.0
2016-01-04 21:00:00,0.0,0.0,0.0
2016-01-04 21:15:00,0.0,0.0,0.0
2016-01-04 21:30:00,0.0,0.0,0.0
2016-01-04 21:45:00,0.0,0.0,0.0
2016-01-04 22:00:00,0.0,0.0,0.0
2016-01-04 22:15:00,0.0,0.0,0.0
2016-01-04 22:30:00,0.0,0.0,0.0
2016-01-04 22:45:00,0.0,0.0,0.0
