index,BG -> RoW,RoW -> BG,EE -> RoW,RoW -> EE,EL -> RoW,RoW -> EL,FI -> RoW,RoW -> FI,HR -> RoW,RoW -> HR,HU -> RoW,RoW -> HU,IT -> RoW,RoW -> IT,LT -> RoW,RoW -> LT,LV -> RoW,RoW -> LV,PL -> RoW,RoW -> PL,RO -> RoW,RoW -> RO,SK -> RoW,RoW -> SK
2021-01-01 00:00:00+00:00,570.0,0.0,0.0,44.0,0.0,0.0,0.0,1458.0,0.0,121.0,0.0,337.0,0.0,0.0,0.0,338.0,0.0,17.0,0.0,0.0,13.0,52.0,0.0,0.0
2021-01-01 01:00:00+00:00,516.0,0.0,0.0,50.0,0.0,0.0,0.0,1458.0,0.0,163.0,0.0,376.0,0.0,0.0,0.0,338.0,0.0,9.0,0.0,0.0,71.0,12.0,0.0,0.0
2021-01-01 02:00:00+00:00,451.0,0.0,0.0,59.0,0.0,0.0,0.0,1458.0,0.0,214.0,0.0,415.0,0.0,0.0,0.0,338.0,0.0,9.0,0.0,0.0,203.0,0.0,0.0,0.0
2021-01-01 03:00:00+00:00,453.0,0.0,0.0,48.0,0.0,0.0,0.0,1457.0,0.0,223.0,0.0,448.0,0.0,0.0,0.0,309.0,0.0,4.0,0.0,0.0,243.0,0.0,0.0,0.0
2021-01-01 04:00:00+00:00,475.0,0.0,0.0,49.0,0.0,0.0,0.0,1457.0,0.0,231.0,0.0,494.0,0.0,0.0,0.0,302.0,0.0,3.0,0.0,0.0,264.0,0.0,0.0,0.0
2021-01-01 05:00:00+00:00,516.0,0.0,117.0,0.0,0.0,0.0,0.0,1457.0,0.0,299.0,0.0,568.0,0.0,0.0,0.0,296.0,0.0,13.0,0.0,0.0,541.0,0.0,0.0,6.0
2021-01-01 06:00:00+00:00,557.0,0.0,182.0,0.0,0.0,0.0,0.0,1458.0,0.0,342.0,0.0,581.0,0.0,0.0,0.0,174.0,0.0,8.0,0.0,0.0,507.0,0.0,0.0,11.0
2021-01-01 07:00:00+00:00,760.0,0.0,50.0,0.0,0.0,0.0,0.0,1459.0,0.0,367.0,0.0,597.0,0.0,0.0,0.0,223.0,0.0,28.0,0.0,0.0,510.0,0.0,0.0,33.0
2021-01-01 08:00:00+00:00,725.0,0.0,0.0,60.0,0.0,0.0,0.0,1458.0,0.0,415.0,0.0,565.0,0.0,0.0,0.0,331.0,0.0,29.0,0.0,0.0,620.0,0.0,0.0,110.0
2021-01-01 09:00:00+00:00,820.0,0.0,66.0,0.0,9.0,0.0,0.0,1458.0,0.0,423.0,0.0,576.0,0.0,0.0,0.0,426.0,0.0,59.0,0.0,0.0,642.0,0.0,0.0,118.0
2021-01-01 10:00:00+00:00,913.0,0.0,64.0,0.0,39.0,0.0,0.0,1458.0,0.0,447.0,0.0,637.0,0.0,0.0,0.0,437.0,0.0,61.0,0.0,0.0,667.0,0.0,0.0,275.0
2021-01-01 11:00:00+00:00,951.0,0.0,62.0,0.0,8.0,0.0,0.0,1457.0,0.0,409.0,0.0,581.0,0.0,0.0,0.0,448.0,0.0,56.0,0.0,0.0,632.0,0.0,0.0,207.0
2021-01-01 12:00:00+00:00,877.0,0.0,52.0,0.0,10.0,0.0,0.0,1443.0,0.0,417.0,0.0,614.0,0.0,0.0,0.0,444.0,0.0,52.0,0.0,0.0,630.0,0.0,0.0,184.0
2021-01-01 13:00:00+00:00,780.0,0.0,46.0,0.0,0.0,0.0,0.0,1454.0,0.0,404.0,0.0,650.0,0.0,0.0,0.0,442.0,0.0,48.0,0.0,0.0,601.0,0.0,0.0,100.0
