index,Actual Load
2023-01-01 00:00:00+00:00,13595.0
2023-01-01 01:00:00+00:00,13802.0
2023-01-01 02:00:00+00:00,13819.0
2023-01-01 03:00:00+00:00,13890.0
2023-01-01 04:00:00+00:00,13441.0
2023-01-01 05:00:00+00:00,13488.0
2023-01-01 06:00:00+00:00,13904.0
2023-01-01 07:00:00+00:00,14255.0
2023-01-01 08:00:00+00:00,14338.0
2023-01-01 09:00:00+00:00,14623.0
2023-01-01 10:00:00+00:00,14895.0
2023-01-01 11:00:00+00:00,15275.0
2023-01-01 12:00:00+00:00,15431.0
2023-01-01 13:00:00+00:00,15729.0
2023-01-01 14:00:00+00:00,16421.0
2023-01-01 15:00:00+00:00,17173.0
2023-01-01 16:00:00+00:00,17502.0
2023-01-01 17:00:00+00:00,17565.0
2023-01-01 18:00:00+00:00,17047.0
2023-01-01 19:00:00+00:00,16587.0
2023-01-01 20:00:00+00:00,16145.0
2023-01-01 21:00:00+00:00,15869.0
2023-01-01 22:00:00+00:00,15143.0
2023-01-01 23:00:00+00:00,14697.0
2023-01-02 00:00:00+00:00,14783.0
2023-01-02 01:00:00+00:00,14677.0
2023-01-02 02:00:00+00:00,14495.0
2023-01-02 03:00:00+00:00,14784.0
2023-01-02 04:00:00+00:00,15267.0
2023-01-02 05:00:00+00:00,16163.0
2023-01-02 06:00:00+00:00,17608.0
2023-01-02 07:00:00+00:00,18126.0
2023-01-02 08:00:00+00:00,18348.0
2023-01-02 09:00:00+00:00,18434.0
2023-01-02 10:00:00+00:00,18415.0
2023-01-02 11:00:00+00:00,18854.0
2023-01-02 12:00:00+00:00,18827.0
2023-01-02 13:00:00+00:00,18905.0
2023-01-02 14:00:00+00:00,19178.0
2023-01-02 15:00:00+00:00,19256.0
2023-01-02 16:00:00+00:00,19194.0
2023-01-02 17:00:00+00:00,18906.0
2023-01-02 18:00:00+00:00,18100.0
2023-01-02 19:00:00+00:00,17590.0
2023-01-02 20:00:00+00:00,16984.0
2023-01-02 21:00:00+00:00,16325.0
2023-01-02 22:00:00+00:00,16252.0
2023-01-02 23:00:00+00:00,15914.0
2023-01-03 00:00:00+00:00,15388.0
2023-01-03 01:00:00+00:00,15230.0
2023-01-03 02:00:00+00:00,15189.0
2023-01-03 03:00:00+00:00,15487.0
2023-01-03 04:00:00+00:00,16115.0
2023-01-03 05:00:00+00:00,17264.0
2023-01-03 06:00:00+00:00,18274.0
2023-01-03 07:00:00+00:00,18802.0
2023-01-03 08:00:00+00:00,19102.0
