Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Kvilldal,1444.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,3.9130434783,3.9130434783,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,2733238.990249003,0.0,0.0,0.0,,,,,,,,
,Tonstad,1130.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,3.9130434783,3.9130434783,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,2138892.007604829,0.0,0.0,0.0,,,,,,,,
,Aurland1,904.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1711113.6060838632,0.0,0.0,0.0,,,,,,,,
,Svartisen,780.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1476403.3326829795,0.0,0.0,0.0,,,,,,,,
,Sy-Sima,720.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1362833.8455535197,0.0,0.0,0.0,,,,,,,,
,Saurdal,674.0,1.0,NO,,,HPHS,WAT,0.86,0.0,0.0,0.4347826087,0.4347826087,0.0,,0.0,0.0,0.86,0.0,0.0,,,,,,,,,1275763.9054209336,0.0,674.0,0.86,,,,,,,,
,Lang Sima,580.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1097838.3755847795,0.0,0.0,0.0,,,,,,,,
,Rana,570.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,1078910.1277298694,0.0,0.0,0.0,,,,,,,,
,Tokke,480.0,1.0,NO,,,HDAM,WAT,0.85,0.0,0.0,0.18,0.18,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,908555.8970356795,0.0,0.0,0.0,,,,,,,,
,Naturkraft CCPP,520.0,1.0,NO,,,COMC,GAS,0.47,4.0,4.0,0.021484375,0.021484375,97478.30877,,0.0,0.453125,0.44,0.0,0.439182633,,,,,,,,,,,,,,,,,,,,
