index,NO -> SE,NO -> FI,NO -> DK,NO -> NL
2015-01-01 03:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 04:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 05:00:00+0000,0.0,0.0,0.0,703.0
2015-01-01 06:00:00+0000,0.0,0.0,0.0,650.0
2015-01-01 07:00:00+0000,0.0,0.0,0.0,703.0
2015-01-01 08:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 09:00:00+0000,0.0,0.0,0.0,685.0
2015-01-01 10:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 11:00:00+0000,0.0,0.0,0.0,705.0
2015-01-01 12:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 13:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 14:00:00+0000,0.0,8.0,0.0,704.0
2015-01-01 15:00:00+0000,56.0,8.0,0.0,704.0
2015-01-01 16:00:00+0000,234.0,8.0,0.0,704.0
2015-01-01 17:00:00+0000,0.0,6.0,0.0,704.0
2015-01-01 18:00:00+0000,0.0,2.0,0.0,704.0
2015-01-01 19:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 20:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 21:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 22:00:00+0000,0.0,0.0,0.0,704.0
2015-01-01 23:00:00+0000,0.0,0.0,0.0,703.0
2015-01-02 00:00:00+0000,0.0,0.0,0.0,655.0
2015-01-02 01:00:00+0000,0.0,0.0,0.0,566.0
2015-01-02 02:00:00+0000,0.0,0.0,0.0,151.0
2015-01-02 03:00:00+0000,0.0,0.0,0.0,0.0
2015-01-02 04:00:00+0000,0.0,0.0,0.0,0.0
2015-01-02 05:00:00+0000,0.0,0.0,0.0,113.0
2015-01-02 06:00:00+0000,116.0,0.0,0.0,678.0
2015-01-02 07:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 08:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 09:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 10:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 11:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 12:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 13:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 14:00:00+0000,23.0,0.0,0.0,704.0
2015-01-02 15:00:00+0000,360.0,0.0,0.0,704.0
2015-01-02 16:00:00+0000,571.0,0.0,0.0,704.0
2015-01-02 17:00:00+0000,426.0,0.0,0.0,704.0
2015-01-02 18:00:00+0000,379.0,0.0,0.0,704.0
2015-01-02 19:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 20:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 21:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 22:00:00+0000,0.0,0.0,0.0,704.0
2015-01-02 23:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 00:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 01:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 02:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 03:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 04:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 05:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 06:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 07:00:00+0000,0.0,0.0,0.0,704.0
2015-01-03 08:00:00+0000,58.0,0.0,0.0,704.0
2015-01-03 09:00:00+0000,417.0,0.0,0.0,704.0
2015-01-03 10:00:00+0000,435.0,0.0,0.0,704.0
2015-01-03 11:00:00+0000,151.0,0.0,0.0,704.0
2015-01-03 12:00:00+0000,231.0,0.0,0.0,704.0
2015-01-03 13:00:00+0000,816.0,0.0,0.0,704.0
2015-01-03 14:00:00+0000,1786.0,0.0,0.0,704.0
2015-01-03 15:00:00+0000,1965.0,0.0,0.0,704.0
2015-01-03 16:00:00+0000,2102.0,0.0,0.0,704.0
2015-01-03 17:00:00+0000,1954.0,0.0,0.0,704.0
2015-01-03 18:00:00+0000,1620.0,0.0,0.0,704.0
2015-01-03 19:00:00+0000,1517.0,0.0,0.0,705.0
2015-01-03 20:00:00+0000,1138.0,0.0,0.0,705.0
2015-01-03 21:00:00+0000,579.0,0.0,0.0,705.0
2015-01-03 22:00:00+0000,49.0,0.0,0.0,704.0
2015-01-03 23:00:00+0000,328.0,0.0,0.0,704.0
2015-01-04 00:00:00+0000,308.0,0.0,0.0,704.0
2015-01-04 01:00:00+0000,139.0,0.0,0.0,701.0
2015-01-04 02:00:00+0000,170.0,0.0,0.0,519.0
2015-01-04 03:00:00+0000,163.0,0.0,0.0,505.0
2015-01-04 04:00:00+0000,306.0,0.0,0.0,364.0
2015-01-04 05:00:00+0000,205.0,0.0,0.0,399.0
2015-01-04 06:00:00+0000,624.0,0.0,0.0,0.0
2015-01-04 07:00:00+0000,659.0,0.0,0.0,193.0
2015-01-04 08:00:00+0000,1087.0,0.0,0.0,643.0
2015-01-04 09:00:00+0000,1553.0,0.0,0.0,703.0
2015-01-04 10:00:00+0000,1576.0,0.0,0.0,704.0
2015-01-04 11:00:00+0000,1323.0,0.0,0.0,703.0
2015-01-04 12:00:00+0000,1546.0,0.0,0.0,631.0
2015-01-04 13:00:00+0000,1738.0,0.0,0.0,641.0
2015-01-04 14:00:00+0000,1782.0,0.0,0.0,703.0
2015-01-04 15:00:00+0000,2038.0,0.0,0.0,704.0
2015-01-04 16:00:00+0000,2099.0,0.0,0.0,704.0
2015-01-04 17:00:00+0000,1947.0,0.0,57.0,704.0
2015-01-04 18:00:00+0000,1881.0,0.0,33.0,704.0
2015-01-04 19:00:00+0000,1661.0,0.0,0.0,704.0
2015-01-04 20:00:00+0000,1789.0,0.0,0.0,704.0
2015-01-04 21:00:00+0000,1570.0,0.0,0.0,704.0
2015-01-04 22:00:00+0000,868.0,0.0,0.0,704.0
2015-01-04 23:00:00+0000,1404.0,0.0,0.0,704.0
2015-01-05 00:00:00+0000,1504.0,0.0,0.0,704.0
2015-01-05 01:00:00+0000,1513.0,0.0,0.0,693.0
2015-01-05 02:00:00+0000,1472.0,0.0,0.0,299.0
2015-01-05 03:00:00+0000,1323.0,0.0,0.0,150.0
2015-01-05 04:00:00+0000,1616.0,0.0,0.0,680.0
2015-01-05 05:00:00+0000,1765.0,0.0,90.0,704.0
2015-01-05 06:00:00+0000,1895.0,0.0,762.0,704.0
2015-01-05 07:00:00+0000,2203.0,0.0,806.0,704.0
2015-01-05 08:00:00+0000,1782.0,0.0,1092.0,704.0
2015-01-05 09:00:00+0000,2177.0,0.0,1037.0,704.0
2015-01-05 10:00:00+0000,2290.0,0.0,1178.0,704.0
2015-01-05 11:00:00+0000,1873.0,0.0,1214.0,704.0
2015-01-05 12:00:00+0000,2119.0,0.0,1235.0,704.0
2015-01-05 13:00:00+0000,2209.0,0.0,1235.0,704.0
2015-01-05 14:00:00+0000,2517.0,0.0,1245.0,633.0
2015-01-05 15:00:00+0000,2346.0,0.0,1246.0,414.0
2015-01-05 16:00:00+0000,2419.0,0.0,1230.0,592.0
2015-01-05 17:00:00+0000,2516.0,0.0,1230.0,702.0
2015-01-05 18:00:00+0000,2554.0,0.0,1230.0,705.0
2015-01-05 19:00:00+0000,2416.0,0.0,1230.0,705.0
2015-01-05 20:00:00+0000,2634.0,0.0,1230.0,705.0
2015-01-05 21:00:00+0000,2582.0,0.0,1230.0,704.0
2015-01-05 22:00:00+0000,2041.0,0.0,1232.0,705.0
2015-01-05 23:00:00+0000,2276.0,0.0,1327.0,704.0
2015-01-06 00:00:00+0000,2556.0,0.0,1330.0,704.0
2015-01-06 01:00:00+0000,2552.0,0.0,1329.0,704.0
2015-01-06 02:00:00+0000,2380.0,0.0,1292.0,704.0
2015-01-06 03:00:00+0000,2468.0,0.0,1263.0,704.0
2015-01-06 04:00:00+0000,2241.0,0.0,1314.0,704.0
2015-01-06 05:00:00+0000,1992.0,0.0,1328.0,704.0
2015-01-06 06:00:00+0000,1965.0,0.0,1258.0,704.0
2015-01-06 07:00:00+0000,1696.0,0.0,1220.0,704.0
2015-01-06 08:00:00+0000,1768.0,0.0,1059.0,704.0
2015-01-06 09:00:00+0000,1812.0,0.0,1155.0,704.0
2015-01-06 10:00:00+0000,1672.0,0.0,1044.0,704.0
2015-01-06 11:00:00+0000,1695.0,0.0,1007.0,704.0
2015-01-06 12:00:00+0000,1525.0,0.0,995.0,704.0
2015-01-06 13:00:00+0000,1731.0,0.0,826.0,704.0
2015-01-06 14:00:00+0000,2076.0,0.0,765.0,704.0
2015-01-06 15:00:00+0000,1935.0,0.0,855.0,704.0
2015-01-06 16:00:00+0000,2331.0,5.0,540.0,704.0
2015-01-06 17:00:00+0000,2075.0,5.0,609.0,704.0
2015-01-06 18:00:00+0000,1872.0,7.0,511.0,704.0
2015-01-06 19:00:00+0000,1786.0,4.0,286.0,704.0
2015-01-06 20:00:00+0000,1705.0,7.0,148.0,704.0
2015-01-06 21:00:00+0000,1443.0,0.0,27.0,704.0
2015-01-06 22:00:00+0000,1408.0,0.0,0.0,704.0
2015-01-06 23:00:00+0000,1654.0,0.0,0.0,704.0
2015-01-07 00:00:00+0000,1338.0,0.0,0.0,704.0
2015-01-07 01:00:00+0000,1217.0,0.0,0.0,704.0
2015-01-07 02:00:00+0000,1092.0,0.0,0.0,704.0
2015-01-07 03:00:00+0000,1601.0,0.0,11.0,704.0
2015-01-07 04:00:00+0000,1930.0,5.0,608.0,704.0
2015-01-07 05:00:00+0000,2416.0,5.0,1241.0,704.0
2015-01-07 06:00:00+0000,3004.0,0.0,1420.0,704.0
2015-01-07 07:00:00+0000,2544.0,0.0,1431.0,704.0
2015-01-07 08:00:00+0000,2794.0,0.0,1431.0,704.0
2015-01-07 09:00:00+0000,2888.0,0.0,1431.0,704.0
2015-01-07 10:00:00+0000,2908.0,0.0,1431.0,704.0
2015-01-07 11:00:00+0000,3077.0,0.0,1430.0,704.0
2015-01-07 12:00:00+0000,2890.0,0.0,1386.0,704.0
2015-01-07 13:00:00+0000,2738.0,0.0,1312.0,704.0
2015-01-07 14:00:00+0000,2675.0,0.0,1262.0,704.0
2015-01-07 15:00:00+0000,2686.0,0.0,1290.0,704.0
2015-01-07 16:00:00+0000,2752.0,0.0,986.0,704.0
2015-01-07 17:00:00+0000,2980.0,0.0,720.0,704.0
2015-01-07 18:00:00+0000,2687.0,0.0,273.0,704.0
2015-01-07 19:00:00+0000,2326.0,0.0,0.0,704.0
2015-01-07 20:00:00+0000,2402.0,0.0,0.0,704.0
2015-01-07 21:00:00+0000,2172.0,0.0,0.0,704.0
2015-01-07 22:00:00+0000,1927.0,0.0,0.0,704.0
2015-01-07 23:00:00+0000,1876.0,0.0,0.0,702.0
2015-01-08 00:00:00+0000,1471.0,0.0,0.0,618.0
2015-01-08 01:00:00+0000,989.0,0.0,0.0,702.0
2015-01-08 02:00:00+0000,762.0,0.0,0.0,667.0
2015-01-08 03:00:00+0000,927.0,0.0,0.0,340.0
2015-01-08 04:00:00+0000,1486.0,0.0,0.0,653.0
2015-01-08 05:00:00+0000,1912.0,0.0,0.0,703.0
2015-01-08 06:00:00+0000,2614.0,0.0,0.0,704.0
2015-01-08 07:00:00+0000,2199.0,0.0,80.0,704.0
2015-01-08 08:00:00+0000,2188.0,0.0,256.0,704.0
2015-01-08 09:00:00+0000,2360.0,0.0,453.0,704.0
2015-01-08 10:00:00+0000,2387.0,0.0,628.0,704.0
2015-01-08 11:00:00+0000,2396.0,0.0,742.0,704.0
2015-01-08 12:00:00+0000,2245.0,0.0,827.0,704.0
2015-01-08 13:00:00+0000,2512.0,0.0,688.0,704.0
2015-01-08 14:00:00+0000,2734.0,0.0,581.0,704.0
2015-01-08 15:00:00+0000,2542.0,0.0,570.0,705.0
2015-01-08 16:00:00+0000,2596.0,0.0,576.0,705.0
