00:00 - 01:00,832,,n/e,n/e,n/e,n/e,559,,726,,1,,n/e,n/e,545,,n/e,n/e,n/e,n/e,606,,n/e,n/e,n/e,n/e,2798,,87,,40,,n/e,n/e,58,,n/e,n/e,1553,
01:00 - 02:00,848,,n/e,n/e,n/e,n/e,548,,711,,1,,n/e,n/e,532,,n/e,n/e,n/e,n/e,595,,n/e,n/e,n/e,n/e,2799,,84,,40,,n/e,n/e,62,,n/e,n/e,1468,
02:00 - 03:00,832,,n/e,n/e,n/e,n/e,571,,707,,1,,n/e,n/e,518,,n/e,n/e,n/e,n/e,566,,n/e,n/e,n/e,n/e,2798,,81,,40,,n/e,n/e,61,,n/e,n/e,1427,
03:00 - 04:00,826,,n/e,n/e,n/e,n/e,549,,709,,1,,n/e,n/e,511,,n/e,n/e,n/e,n/e,520,,n/e,n/e,n/e,n/e,2799,,78,,40,,n/e,n/e,61,,n/e,n/e,1352,
04:00 - 05:00,825,,n/e,n/e,n/e,n/e,531,,706,,1,,n/e,n/e,504,,n/e,n/e,n/e,n/e,539,,n/e,n/e,n/e,n/e,2799,,78,,40,,n/e,n/e,63,,n/e,n/e,1177,
05:00 - 06:00,831,,n/e,n/e,n/e,n/e,536,,705,,1,,n/e,n/e,501,,n/e,n/e,n/e,n/e,568,,n/e,n/e,n/e,n/e,2799,,76,,40,,n/e,n/e,63,,n/e,n/e,1001,
06:00 - 07:00,824,,n/e,n/e,n/e,n/e,546,,710,,1,,n/e,n/e,517,,n/e,n/e,n/e,n/e,595,,n/e,n/e,n/e,n/e,2799,,75,,40,,n/e,n/e,62,,n/e,n/e,826,
07:00 - 08:00,829,,n/e,n/e,n/e,n/e,608,,728,,1,,n/e,n/e,539,,n/e,n/e,n/e,n/e,606,,n/e,n/e,n/e,n/e,2799,,75,,41,,n/e,n/e,62,,n/e,n/e,642,
08:00 - 09:00,821,,n/e,n/e,n/e,n/e,651,,764,,1,,n/e,n/e,545,,n/e,n/e,n/e,n/e,734,,n/e,n/e,n/e,n/e,2799,,75,,42,,n/e,n/e,62,,n/e,n/e,423,
09:00 - 10:00,810,,n/e,n/e,n/e,n/e,641,,777,,1,,n/e,n/e,543,,n/e,n/e,n/e,n/e,931,,n/e,n/e,n/e,n/e,2799,,75,,42,,n/e,n/e,61,,n/e,n/e,284,
10:00 - 11:00,816,,n/e,n/e,n/e,n/e,600,,779,,1,,n/e,n/e,540,,n/e,n/e,n/e,n/e,899,,n/e,n/e,n/e,n/e,2799,,75,,42,,n/e,n/e,61,,n/e,n/e,247,
11:00 - 12:00,824,,n/e,n/e,n/e,n/e,604,,770,,1,,n/e,n/e,546,,n/e,n/e,n/e,n/e,969,,n/e,n/e,n/e,n/e,2800,,75,,42,,n/e,n/e,62,,n/e,n/e,259,
12:00 - 13:00,826,,n/e,n/e,n/e,n/e,600,,771,,1,,n/e,n/e,549,,n/e,n/e,n/e,n/e,1068,,n/e,n/e,n/e,n/e,2798,,75,,42,,n/e,n/e,62,,n/e,n/e,346,
13:00 - 14:00,822,,n/e,n/e,n/e,n/e,597,,770,,1,,n/e,n/e,552,,n/e,n/e,n/e,n/e,1029,,n/e,n/e,n/e,n/e,2800,,75,,42,,n/e,n/e,62,,n/e,n/e,596,
