00:00 - 01:00,925,,n/e,n/e,n/e,n/e,552,,830,,5,,n/e,n/e,436,,n/e,n/e,n/e,n/e,608,,n/e,n/e,n/e,n/e,2716,,83,,47,,n/e,n/e,32,,n/e,n/e,589,
01:00 - 02:00,926,,n/e,n/e,n/e,n/e,653,,742,,5,,n/e,n/e,435,,n/e,n/e,n/e,n/e,566,,n/e,n/e,n/e,n/e,2715,,83,,47,,n/e,n/e,29,,n/e,n/e,566,
02:00 - 03:00,926,,n/e,n/e,n/e,n/e,745,,746,,5,,n/e,n/e,454,,n/e,n/e,n/e,n/e,524,,n/e,n/e,n/e,n/e,2716,,85,,47,,n/e,n/e,29,,n/e,n/e,469,
03:00 - 04:00,928,,n/e,n/e,n/e,n/e,777,,753,,5,,n/e,n/e,463,,n/e,n/e,n/e,n/e,549,,n/e,n/e,n/e,n/e,2716,,87,,47,,n/e,n/e,32,,n/e,n/e,383,
04:00 - 05:00,936,,n/e,n/e,n/e,n/e,767,,759,,5,,n/e,n/e,476,,n/e,n/e,n/e,n/e,554,,n/e,n/e,n/e,n/e,2716,,92,,47,,n/e,n/e,29,,n/e,n/e,295,
05:00 - 06:00,942,,n/e,n/e,n/e,n/e,766,,761,,5,,n/e,n/e,485,,n/e,n/e,n/e,n/e,661,,n/e,n/e,n/e,n/e,2716,,98,,47,,n/e,n/e,22,,n/e,n/e,227,
06:00 - 07:00,958,,n/e,n/e,n/e,n/e,764,,788,,5,,n/e,n/e,499,,n/e,n/e,n/e,n/e,732,,n/e,n/e,n/e,n/e,2716,,105,,47,,n/e,n/e,23,,n/e,n/e,163,
07:00 - 08:00,961,,n/e,n/e,n/e,n/e,750,,806,,5,,n/e,n/e,504,,n/e,n/e,n/e,n/e,767,,n/e,n/e,n/e,n/e,2716,,108,,48,,n/e,n/e,24,,n/e,n/e,133,
08:00 - 09:00,963,,n/e,n/e,n/e,n/e,745,,820,,5,,n/e,n/e,503,,n/e,n/e,n/e,n/e,870,,n/e,n/e,n/e,n/e,2716,,110,,47,,n/e,n/e,24,,n/e,n/e,137,
09:00 - 10:00,964,,n/e,n/e,n/e,n/e,757,,824,,5,,n/e,n/e,499,,n/e,n/e,n/e,n/e,948,,n/e,n/e,n/e,n/e,2716,,110,,48,,n/e,n/e,21,,n/e,n/e,101,
10:00 - 11:00,952,,n/e,n/e,n/e,n/e,790,,854,,5,,n/e,n/e,506,,n/e,n/e,n/e,n/e,998,,n/e,n/e,n/e,n/e,2715,,109,,48,,n/e,n/e,18,,n/e,n/e,117,
11:00 - 12:00,953,,n/e,n/e,n/e,n/e,820,,848,,5,,n/e,n/e,508,,n/e,n/e,n/e,n/e,1108,,n/e,n/e,n/e,n/e,2715,,108,,48,,n/e,n/e,12,,n/e,n/e,125,
12:00 - 13:00,958,,n/e,n/e,n/e,n/e,800,,858,,5,,n/e,n/e,503,,n/e,n/e,n/e,n/e,1225,,n/e,n/e,n/e,n/e,2715,,109,,47,,n/e,n/e,11,,n/e,n/e,127,
