index,Forecasted Load
2019-01-01 00:00:00+00:00,23066.0
2019-01-01 01:00:00+00:00,22159.0
2019-01-01 02:00:00+00:00,20935.0
2019-01-01 03:00:00+00:00,19927.0
2019-01-01 04:00:00+00:00,19302.0
2019-01-01 05:00:00+00:00,19453.0
2019-01-01 06:00:00+00:00,20328.0
2019-01-01 07:00:00+00:00,20967.0
2019-01-01 08:00:00+00:00,21031.0
2019-01-01 09:00:00+00:00,22294.0
2019-01-01 10:00:00+00:00,23884.0
2019-01-01 11:00:00+00:00,25183.0
2019-01-01 12:00:00+00:00,25549.0
2019-01-01 13:00:00+00:00,24288.0
2019-01-01 14:00:00+00:00,23602.0
2019-01-01 15:00:00+00:00,24089.0
2019-01-01 16:00:00+00:00,25316.0
2019-01-01 17:00:00+00:00,28205.0
2019-01-01 18:00:00+00:00,29902.0
2019-01-01 19:00:00+00:00,30651.0
2019-01-01 20:00:00+00:00,30492.0
2019-01-01 21:00:00+00:00,29111.0
2019-01-01 22:00:00+00:00,26974.0
2019-01-01 23:00:00+00:00,24262.0
2019-01-02 00:00:00+00:00,21637.0
2019-01-02 01:00:00+00:00,19795.0
2019-01-02 02:00:00+00:00,18909.0
2019-01-02 03:00:00+00:00,18606.0
2019-01-02 04:00:00+00:00,18834.0
2019-01-02 05:00:00+00:00,20145.0
2019-01-02 06:00:00+00:00,24063.0
2019-01-02 07:00:00+00:00,28977.0
2019-01-02 08:00:00+00:00,33966.0
2019-01-02 09:00:00+00:00,37529.0
2019-01-02 10:00:00+00:00,38100.0
2019-01-02 11:00:00+00:00,37717.0
2019-01-02 12:00:00+00:00,35144.0
2019-01-02 13:00:00+00:00,34021.0
2019-01-02 14:00:00+00:00,35092.0
2019-01-02 15:00:00+00:00,36132.0
2019-01-02 16:00:00+00:00,38738.0
2019-01-02 17:00:00+00:00,41490.0
2019-01-02 18:00:00+00:00,41033.0
2019-01-02 19:00:00+00:00,40412.0
2019-01-02 20:00:00+00:00,37659.0
2019-01-02 21:00:00+00:00,34588.0
2019-01-02 22:00:00+00:00,31058.0
2019-01-02 23:00:00+00:00,27537.0
2019-01-03 00:00:00+00:00,24985.0
2019-01-03 01:00:00+00:00,22990.0
2019-01-03 02:00:00+00:00,21860.0
2019-01-03 03:00:00+00:00,21262.0
2019-01-03 04:00:00+00:00,21218.0
2019-01-03 05:00:00+00:00,22505.0
2019-01-03 06:00:00+00:00,25884.0
2019-01-03 07:00:00+00:00,30625.0
2019-01-03 08:00:00+00:00,35005.0
2019-01-03 09:00:00+00:00,37457.0
2019-01-03 10:00:00+00:00,37456.0
2019-01-03 11:00:00+00:00,37119.0
2019-01-03 12:00:00+00:00,37026.0
2019-01-03 13:00:00+00:00,35956.0
2019-01-03 14:00:00+00:00,35182.0
2019-01-03 15:00:00+00:00,35801.0
2019-01-03 16:00:00+00:00,36662.0
2019-01-03 17:00:00+00:00,40499.0
2019-01-03 18:00:00+00:00,41678.0
2019-01-03 19:00:00+00:00,41408.0
2019-01-03 20:00:00+00:00,38637.0
2019-01-03 21:00:00+00:00,35718.0
2019-01-03 22:00:00+00:00,32543.0
2019-01-03 23:00:00+00:00,28896.0
2019-01-04 00:00:00+00:00,26439.0
2019-01-04 01:00:00+00:00,24273.0
2019-01-04 02:00:00+00:00,23055.0
2019-01-04 03:00:00+00:00,22789.0
2019-01-04 04:00:00+00:00,23094.0
2019-01-04 05:00:00+00:00,24242.0
2019-01-04 06:00:00+00:00,27767.0
2019-01-04 07:00:00+00:00,32499.0
2019-01-04 08:00:00+00:00,36845.0
2019-01-04 09:00:00+00:00,39631.0
2019-01-04 10:00:00+00:00,40030.0
2019-01-04 11:00:00+00:00,39495.0
2019-01-04 12:00:00+00:00,38098.0
2019-01-04 13:00:00+00:00,37337.0
2019-01-04 14:00:00+00:00,37977.0
2019-01-04 15:00:00+00:00,38779.0
2019-01-04 16:00:00+00:00,40053.0
2019-01-04 17:00:00+00:00,42773.0
2019-01-04 18:00:00+00:00,43497.0
2019-01-04 19:00:00+00:00,42916.0
2019-01-04 20:00:00+00:00,40528.0
2019-01-04 21:00:00+00:00,37510.0
2019-01-04 22:00:00+00:00,34160.0
2019-01-04 23:00:00+00:00,30381.0
2019-01-05 00:00:00+00:00,26580.0
2019-01-05 01:00:00+00:00,24685.0
2019-01-05 02:00:00+00:00,23488.0
2019-01-05 03:00:00+00:00,22691.0
2019-01-05 04:00:00+00:00,22470.0
2019-01-05 05:00:00+00:00,23131.0
2019-01-05 06:00:00+00:00,24932.0
2019-01-05 07:00:00+00:00,28285.0
2019-01-05 08:00:00+00:00,31290.0
2019-01-05 09:00:00+00:00,34242.0
2019-01-05 10:00:00+00:00,35098.0
2019-01-05 11:00:00+00:00,34914.0
2019-01-05 12:00:00+00:00,33296.0
2019-01-05 13:00:00+00:00,31710.0
2019-01-05 14:00:00+00:00,31896.0
2019-01-05 15:00:00+00:00,32519.0
2019-01-05 16:00:00+00:00,33960.0
2019-01-05 17:00:00+00:00,37565.0
2019-01-05 18:00:00+00:00,39331.0
2019-01-05 19:00:00+00:00,39402.0
2019-01-05 20:00:00+00:00,37186.0
2019-01-05 21:00:00+00:00,34310.0
2019-01-05 22:00:00+00:00,31813.0
2019-01-05 23:00:00+00:00,29340.0
2019-01-06 00:00:00+00:00,25475.0
