index,SE -> NO,SE -> LT,SE -> FI,SE -> DE,SE -> DK,SE -> PL
2017-01-01 03:00:00+0000,1784.0,11.0,1432.0,0.0,0.0,0.0
2017-01-01 04:00:00+0000,1610.0,72.0,1376.0,0.0,4.0,0.0
2017-01-01 05:00:00+0000,1310.0,469.0,1339.0,0.0,0.0,0.0
2017-01-01 06:00:00+0000,1442.0,351.0,1499.0,0.0,0.0,0.0
2017-01-01 07:00:00+0000,1365.0,348.0,1424.0,0.0,0.0,0.0
2017-01-01 08:00:00+0000,1298.0,1.0,1170.0,0.0,249.0,0.0
2017-01-01 09:00:00+0000,659.0,0.0,1315.0,0.0,587.0,0.0
2017-01-01 10:00:00+0000,406.0,0.0,1316.0,0.0,737.0,0.0
2017-01-01 11:00:00+0000,224.0,0.0,1171.0,0.0,1173.0,0.0
2017-01-01 12:00:00+0000,239.0,0.0,1024.0,0.0,1272.0,0.0
2017-01-01 13:00:00+0000,0.0,0.0,1284.0,0.0,1345.0,0.0
2017-01-01 14:00:00+0000,0.0,193.0,1710.0,87.0,972.0,0.0
2017-01-01 15:00:00+0000,0.0,132.0,1823.0,284.0,715.0,0.0
2017-01-01 16:00:00+0000,0.0,122.0,1728.0,423.0,918.0,0.0
2017-01-01 17:00:00+0000,0.0,96.0,1659.0,481.0,893.0,0.0
2017-01-01 18:00:00+0000,0.0,256.0,1379.0,533.0,1036.0,0.0
2017-01-01 19:00:00+0000,0.0,184.0,1202.0,533.0,864.0,0.0
2017-01-01 20:00:00+0000,73.0,46.0,1486.0,478.0,701.0,0.0
2017-01-01 21:00:00+0000,405.0,0.0,1463.0,405.0,614.0,0.0
2017-01-01 22:00:00+0000,679.0,0.0,1144.0,312.0,467.0,0.0
2017-01-01 23:00:00+0000,1220.0,0.0,825.0,82.0,294.0,0.0
2017-01-02 00:00:00+0000,1585.0,0.0,650.0,0.0,354.0,0.0
2017-01-02 01:00:00+0000,1523.0,0.0,650.0,0.0,482.0,0.0
2017-01-02 02:00:00+0000,1651.0,0.0,646.0,0.0,201.0,0.0
2017-01-02 03:00:00+0000,1328.0,0.0,1029.0,0.0,217.0,0.0
2017-01-02 04:00:00+0000,0.0,0.0,1701.0,152.0,468.0,0.0
2017-01-02 05:00:00+0000,0.0,331.0,1931.0,294.0,778.0,0.0
2017-01-02 06:00:00+0000,0.0,419.0,1996.0,405.0,734.0,0.0
2017-01-02 07:00:00+0000,0.0,406.0,1811.0,497.0,846.0,5.0
2017-01-02 08:00:00+0000,0.0,0.0,2007.0,605.0,815.0,432.0
2017-01-02 09:00:00+0000,0.0,87.0,2073.0,608.0,850.0,460.0
2017-01-02 10:00:00+0000,0.0,0.0,2191.0,608.0,851.0,460.0
2017-01-02 11:00:00+0000,0.0,115.0,2194.0,608.0,783.0,460.0
2017-01-02 12:00:00+0000,0.0,266.0,2087.0,578.0,764.0,466.0
2017-01-02 13:00:00+0000,0.0,236.0,2231.0,543.0,756.0,598.0
2017-01-02 14:00:00+0000,0.0,145.0,2249.0,515.0,799.0,598.0
2017-01-02 15:00:00+0000,0.0,0.0,2102.0,499.0,922.0,592.0
2017-01-02 16:00:00+0000,0.0,0.0,2050.0,554.0,1092.0,437.0
2017-01-02 17:00:00+0000,0.0,0.0,2003.0,566.0,1044.0,516.0
2017-01-02 18:00:00+0000,0.0,3.0,1927.0,566.0,901.0,598.0
2017-01-02 19:00:00+0000,0.0,0.0,1790.0,554.0,715.0,598.0
