Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links urban central gas CHP_NL_3,25.337479040367956,1,NL,,,STUR,GAS,0.46,4.0,6.0,0.02,0.02,,,1.3,0.35,0.35,1.0,0.0,back-pressure,1.5,0.0,16.89165269357864,,,,,,,,,,,,,,,,
,links urban central gas CHP_NL_4,12.668739520183978,1,NL,,,ICEN,GAS,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918,back-pressure,2.0,0.0,6.334369760091989,,,,,,,,,,,,,,,,
,links urban central gas CHP CC_NL,0.8458688789867029,1,NL,,,COMC,GAS,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,back-pressure,1.0,0.0,0.8458688789867029,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_NL_1,0.05033142802198807,1,NL,,,STUR,BIO,0.38,1.0,1.0,0.33366435,0.33366435,1.108186813,42.68538462,0.0,0.49652433,0.39,0.0,0.0,back-pressure,1.5,0.0,0.03355428534799205,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_NL_2,0.025165714010994034,1,NL,,,ICEN,BIO,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,back-pressure,2.0,0.0,0.012582857005497017,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_NL_1,4325.221825369104,1,NL,,,STUR,BIO,0.395,8.0,6.0,0.0011953144,0.0011953144,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,back-pressure,1.5,0.0,2883.4812169127363,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP CC_NL_2,2162.610912684552,1,NL,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,back-pressure,2.0,0.0,1081.305456342276,,,,,,,,,,,,,,,,
,links CCGT_NL_1,8981.344200612633,1,NL,,,COMC,GAS,0.525,5.0,1.0,0.0012681653,0.0012681653,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_NL_3,997.9271334014037,1,NL,,,COMC,BIO,0.525,5.0,1.0,0.01117,0.01117,112542.12,0.0,0.0,0.4000000000000001,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_1,28.281233102264395,1,NL,,,GTUR,GAS,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_3,3.3272038943840467,1,NL,,,GTUR,OIL,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links OCGT_NL_5,1.6636019471920234,1,NL,,,GTUR,BIO,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links coal_NL_1_1,277.1428571428571,1,NL,,,STUR,HRD,0.395,8.0,6.0,0.0180505415,0.0180505415,117242.17,0.0,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,links coal_NL_2_1,138.57142857142856,1,NL,,,COMC,HRD,0.525,5.0,1.0,0.080942029,0.080942029,112542.12,0.0,0.0,0.4,0.525,0.0,0.45,,,,,,,,,,,,,,,,,,,,
,links coal_NL_3_1,69.28571428571428,1,NL,,,GTUR,HRD,0.27,1.0,1.0,0.111111111,0.111111111,6917.330385,1499.446209,0.0,0.375,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
