index,UA -> PL,UA -> RO,UA -> SK,UA -> HU
2017-09-22 02:00:00+0000,0.0,,,446.0
2017-09-22 03:00:00+0000,0.0,,,438.0
2017-09-22 04:00:00+0000,0.0,,,439.0
2017-09-22 05:00:00+0000,0.0,,,415.0
2017-09-22 06:00:00+0000,0.0,,,429.0
2017-09-22 07:00:00+0000,0.0,,,423.0
2017-09-22 08:00:00+0000,0.0,,,448.0
2017-09-22 09:00:00+0000,0.0,,,483.0
2017-09-22 10:00:00+0000,0.0,,,516.0
2017-09-22 11:00:00+0000,0.0,,,547.0
2017-09-22 12:00:00+0000,0.0,,,531.0
2017-09-22 13:00:00+0000,0.0,0.0,0.0,517.0
2017-09-22 14:00:00+0000,0.0,0.0,0.0,484.0
2017-09-22 15:00:00+0000,0.0,0.0,0.0,426.0
2017-09-22 16:00:00+0000,0.0,39.0,0.0,406.0
2017-09-22 17:00:00+0000,0.0,49.0,0.0,448.0
2017-09-22 18:00:00+0000,0.0,70.0,0.0,455.0
2017-09-22 19:00:00+0000,0.0,74.0,0.0,492.0
2017-09-22 20:00:00+0000,0.0,115.0,0.0,539.0
2017-09-22 21:00:00+0000,0.0,87.0,0.0,563.0
2017-09-22 22:00:00+0000,0.0,91.0,0.0,516.0
2017-09-22 23:00:00+0000,0.0,48.0,11.0,497.0
2017-09-23 00:00:00+0000,0.0,32.0,51.0,470.0
2017-09-23 01:00:00+0000,0.0,3.0,91.0,459.0
2017-09-23 02:00:00+0000,0.0,0.0,113.0,458.0
2017-09-23 03:00:00+0000,0.0,44.0,0.0,437.0
2017-09-23 04:00:00+0000,0.0,69.0,0.0,408.0
2017-09-23 05:00:00+0000,0.0,0.0,0.0,447.0
2017-09-23 06:00:00+0000,0.0,0.0,0.0,520.0
2017-09-23 07:00:00+0000,0.0,0.0,0.0,506.0
2017-09-23 08:00:00+0000,0.0,0.0,0.0,500.0
2017-09-23 09:00:00+0000,0.0,0.0,0.0,525.0
2017-09-23 10:00:00+0000,0.0,0.0,0.0,540.0
2017-09-23 11:00:00+0000,0.0,0.0,0.0,533.0
2017-09-23 12:00:00+0000,0.0,0.0,0.0,520.0
2017-09-23 13:00:00+0000,0.0,0.0,0.0,508.0
2017-09-23 14:00:00+0000,0.0,0.0,0.0,499.0
2017-09-23 15:00:00+0000,0.0,302.0,0.0,374.0
2017-09-23 16:00:00+0000,0.0,355.0,0.0,332.0
2017-09-23 17:00:00+0000,0.0,333.0,0.0,338.0
2017-09-23 18:00:00+0000,0.0,398.0,0.0,354.0
2017-09-23 19:00:00+0000,0.0,368.0,0.0,432.0
2017-09-23 20:00:00+0000,0.0,256.0,0.0,466.0
2017-09-23 21:00:00+0000,0.0,209.0,0.0,469.0
2017-09-23 22:00:00+0000,0.0,196.0,0.0,447.0
2017-09-23 23:00:00+0000,0.0,132.0,0.0,445.0
2017-09-24 00:00:00+0000,0.0,66.0,15.0,430.0
2017-09-24 01:00:00+0000,0.0,8.0,67.0,435.0
2017-09-24 02:00:00+0000,0.0,0.0,84.0,427.0
2017-09-24 03:00:00+0000,0.0,2.0,56.0,413.0
2017-09-24 04:00:00+0000,0.0,0.0,53.0,424.0
2017-09-24 05:00:00+0000,0.0,65.0,0.0,396.0
2017-09-24 06:00:00+0000,0.0,196.0,0.0,397.0
2017-09-24 07:00:00+0000,0.0,202.0,0.0,408.0
2017-09-24 08:00:00+0000,0.0,155.0,0.0,421.0
2017-09-24 09:00:00+0000,0.0,120.0,0.0,421.0
2017-09-24 10:00:00+0000,0.0,167.0,0.0,412.0
2017-09-24 11:00:00+0000,0.0,222.0,0.0,402.0
2017-09-24 12:00:00+0000,0.0,233.0,0.0,395.0
2017-09-24 13:00:00+0000,0.0,268.0,0.0,372.0
2017-09-24 14:00:00+0000,0.0,282.0,0.0,358.0
2017-09-24 15:00:00+0000,0.0,338.0,0.0,332.0
2017-09-24 16:00:00+0000,0.0,336.0,0.0,334.0
2017-09-24 17:00:00+0000,0.0,230.0,0.0,383.0
2017-09-24 18:00:00+0000,0.0,269.0,0.0,390.0
2017-09-24 19:00:00+0000,0.0,376.0,0.0,437.0
2017-09-24 20:00:00+0000,0.0,325.0,0.0,458.0
2017-09-24 21:00:00+0000,0.0,272.0,0.0,485.0
2017-09-24 22:00:00+0000,0.0,193.0,0.0,456.0
2017-09-24 23:00:00+0000,0.0,163.0,17.0,456.0
2017-09-25 00:00:00+0000,0.0,126.0,71.0,437.0
2017-09-25 01:00:00+0000,0.0,121.0,98.0,414.0
2017-09-25 02:00:00+0000,0.0,183.0,13.0,443.0
2017-09-25 03:00:00+0000,0.0,250.0,0.0,450.0
2017-09-25 04:00:00+0000,0.0,268.0,0.0,503.0
2017-09-25 05:00:00+0000,0.0,18.0,0.0,565.0
2017-09-25 06:00:00+0000,0.0,0.0,0.0,605.0
2017-09-25 07:00:00+0000,0.0,0.0,0.0,605.0
2017-09-25 08:00:00+0000,0.0,0.0,0.0,615.0
2017-09-25 09:00:00+0000,0.0,0.0,0.0,606.0
