00:00 - 01:00,256,,2073,,70,,505,,139,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,313,126,,15,,n/e,n/e,3443,,0,,255,,0,,21,,n/e,n/e,201,
01:00 - 02:00,257,,2077,,70,,504,,138,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,939,125,,15,,n/e,n/e,3444,,0,,254,,0,,21,,n/e,n/e,194,
02:00 - 03:00,256,,2057,,70,,506,,136,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,1044,128,,14,,n/e,n/e,3447,,0,,253,,0,,21,,n/e,n/e,180,
03:00 - 04:00,257,,2050,,74,,502,,133,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,1098,130,,13,,n/e,n/e,3446,,0,,253,,0,,21,,n/e,n/e,192,
04:00 - 05:00,257,,2078,,8,,514,,133,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,1089,129,,14,,n/e,n/e,3446,,0,,255,,0,,21,,n/e,n/e,169,
05:00 - 06:00,263,,2144,,5,,529,,134,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,750,127,,18,,n/e,n/e,3447,,0,,265,,0,,21,,n/e,n/e,165,
06:00 - 07:00,261,,2070,,5,,529,,132,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,23,124,,31,,n/e,n/e,3445,,0,,265,,2,,21,,n/e,n/e,145,
07:00 - 08:00,259,,2016,,5,,519,,131,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,122,,57,,n/e,n/e,3441,,0,,264,,18,,21,,n/e,n/e,160,
08:00 - 09:00,264,,2153,,9,,524,,133,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,5,123,,56,,n/e,n/e,3445,,0,,263,,104,,21,,n/e,n/e,145,
09:00 - 10:00,266,,2174,,10,,527,,134,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,6,123,,65,,n/e,n/e,3445,,0,,265,,230,,21,,n/e,n/e,159,
10:00 - 11:00,265,,2198,,10,,530,,135,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,2,124,,48,,n/e,n/e,3444,,0,,265,,262,,21,,n/e,n/e,162,
11:00 - 12:00,268,,2194,,10,,533,,140,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,125,,65,,n/e,n/e,3443,,0,,266,,193,,21,,n/e,n/e,164,
12:00 - 13:00,266,,2159,,10,,530,,138,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,125,,70,,n/e,n/e,3444,,0,,266,,119,,21,,n/e,n/e,164,
13:00 - 14:00,267,,2162,,10,,527,,137,,0,,n/e,n/e,n/e,n/e,n/e,n/e,0,0,121,,118,,n/e,n/e,3446,,0,,264,,55,,21,,n/e,n/e,147,
14:00 - 15:00,266,,2160,,10,,528,,139,,0,,n/e,n/e,n/e,n/e,n/e,n/e,15,0,122,,77,,n/e,n/e,3446,,0,,266,,14,,21,,n/e,n/e,92,
15:00 - 16:00,269,,2303,,10,,534,,145,,0,,n/e,n/e,n/e,n/e,n/e,n/e,717,0,124,,53,,n/e,n/e,3449,,0,,270,,2,,21,,n/e,n/e,43,
16:00 - 17:00,268,,2400,,10,,539,,147,,0,,n/e,n/e,n/e,n/e,n/e,n/e,876,0,126,,102,,n/e,n/e,3450,,0,,270,,0,,21,,n/e,n/e,31,
