index,DE -> SE,DE -> CZ,DE -> FR,DE -> AT,DE -> DK,DE -> LU,DE -> CH,DE -> PL,DE -> NL
2017-01-01 03:00:00+0000,1.0,760.0,1127.0,2449.0,772.0,,3859.0,844.0,1679.0
2017-01-01 04:00:00+0000,73.0,748.0,1087.0,2464.0,770.0,,3687.0,842.0,1840.0
2017-01-01 05:00:00+0000,75.0,849.0,1076.0,2565.0,747.0,,3503.0,786.0,2137.0
2017-01-01 06:00:00+0000,75.0,831.0,994.0,2734.0,1249.0,,3685.0,897.0,2191.0
2017-01-01 07:00:00+0000,75.0,737.0,941.0,2643.0,1374.0,,4113.0,669.0,2165.0
2017-01-01 08:00:00+0000,2.0,870.0,1214.0,2883.0,1298.0,,4303.0,906.0,1700.0
2017-01-01 09:00:00+0000,2.0,717.0,1481.0,2833.0,1364.0,,4222.0,791.0,1570.0
2017-01-01 10:00:00+0000,2.0,589.0,1713.0,2793.0,1352.0,,3659.0,779.0,1782.0
2017-01-01 11:00:00+0000,3.0,498.0,1965.0,2553.0,909.0,,3482.0,780.0,2045.0
2017-01-01 12:00:00+0000,3.0,484.0,1857.0,2461.0,360.0,,3388.0,840.0,2152.0
2017-01-01 13:00:00+0000,3.0,460.0,1532.0,2203.0,56.0,,3305.0,802.0,2250.0
2017-01-01 14:00:00+0000,0.0,411.0,1381.0,1643.0,48.0,,3292.0,710.0,1832.0
2017-01-01 15:00:00+0000,0.0,232.0,931.0,420.0,41.0,,3082.0,515.0,1446.0
2017-01-01 16:00:00+0000,0.0,320.0,1168.0,521.0,48.0,,3418.0,496.0,1445.0
2017-01-01 17:00:00+0000,0.0,157.0,1803.0,30.0,44.0,,3078.0,419.0,1736.0
2017-01-01 18:00:00+0000,0.0,175.0,2222.0,152.0,59.0,,2860.0,440.0,1988.0
2017-01-01 19:00:00+0000,0.0,338.0,2090.0,942.0,58.0,,3171.0,554.0,1868.0
2017-01-01 20:00:00+0000,0.0,502.0,1871.0,1254.0,51.0,,3249.0,655.0,1815.0
2017-01-01 21:00:00+0000,0.0,478.0,1995.0,1110.0,46.0,,3095.0,622.0,1864.0
2017-01-01 22:00:00+0000,0.0,473.0,2072.0,1438.0,41.0,,3407.0,604.0,1573.0
2017-01-01 23:00:00+0000,0.0,560.0,586.0,1564.0,39.0,,2476.0,554.0,1480.0
2017-01-02 00:00:00+0000,2.0,707.0,175.0,2004.0,188.0,,2936.0,649.0,1579.0
2017-01-02 01:00:00+0000,2.0,724.0,167.0,2234.0,249.0,,2989.0,700.0,1668.0
2017-01-02 02:00:00+0000,2.0,677.0,0.0,2359.0,169.0,,3109.0,712.0,1514.0
2017-01-02 03:00:00+0000,2.0,794.0,0.0,2350.0,736.0,,3241.0,785.0,1399.0
2017-01-02 04:00:00+0000,0.0,964.0,0.0,2287.0,81.0,,3223.0,958.0,1477.0
2017-01-02 05:00:00+0000,0.0,1028.0,128.0,1872.0,48.0,,3088.0,1105.0,618.0
2017-01-02 06:00:00+0000,0.0,1011.0,725.0,1457.0,69.0,,2706.0,1052.0,323.0
2017-01-02 07:00:00+0000,0.0,817.0,1032.0,959.0,82.0,,2633.0,1133.0,852.0
2017-01-02 08:00:00+0000,0.0,798.0,1285.0,1026.0,77.0,,2903.0,729.0,1097.0
2017-01-02 09:00:00+0000,0.0,756.0,1410.0,481.0,63.0,,2699.0,668.0,1391.0
2017-01-02 10:00:00+0000,0.0,679.0,1342.0,226.0,40.0,,2404.0,629.0,1266.0
2017-01-02 11:00:00+0000,0.0,770.0,1522.0,160.0,50.0,,2366.0,960.0,1357.0
2017-01-02 12:00:00+0000,0.0,780.0,1207.0,0.0,75.0,,1888.0,979.0,1369.0
2017-01-02 13:00:00+0000,0.0,751.0,1239.0,0.0,85.0,,2249.0,797.0,1529.0
2017-01-02 14:00:00+0000,0.0,841.0,958.0,31.0,80.0,,2662.0,937.0,1461.0
2017-01-02 15:00:00+0000,0.0,908.0,880.0,277.0,72.0,,2773.0,962.0,1521.0
2017-01-02 16:00:00+0000,0.0,831.0,560.0,0.0,80.0,,2053.0,923.0,1680.0
2017-01-02 17:00:00+0000,0.0,781.0,1094.0,0.0,102.0,,1874.0,867.0,2031.0
2017-01-02 18:00:00+0000,0.0,724.0,1237.0,302.0,357.0,,2296.0,863.0,1916.0
