00:00 - 01:00,71,,n/e,n/e,n/e,n/e,217,,141,,0,,n/e,n/e,n/e,n/e,5,,0,227,126,,335,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,149,
01:00 - 02:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,0,246,99,,363,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,142,
02:00 - 03:00,71,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5,,0,247,99,,351,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,146,
03:00 - 04:00,71,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5,,0,246,99,,337,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,146,
04:00 - 05:00,72,,n/e,n/e,n/e,n/e,218,,142,,0,,n/e,n/e,n/e,n/e,5,,0,247,99,,335,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,147,
05:00 - 06:00,72,,n/e,n/e,n/e,n/e,216,,142,,0,,n/e,n/e,n/e,n/e,5,,0,246,89,,336,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,151,
06:00 - 07:00,72,,n/e,n/e,n/e,n/e,217,,143,,0,,n/e,n/e,n/e,n/e,5,,0,147,87,,323,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,152,
07:00 - 08:00,71,,n/e,n/e,n/e,n/e,218,,143,,0,,n/e,n/e,n/e,n/e,5,,0,7,112,,325,,n/e,n/e,n/e,n/e,n/e,n/e,30,,1,,6,,n/e,n/e,158,
08:00 - 09:00,70,,n/e,n/e,n/e,n/e,217,,143,,0,,n/e,n/e,n/e,n/e,5,,0,7,119,,362,,n/e,n/e,n/e,n/e,n/e,n/e,30,,5,,6,,n/e,n/e,155,
09:00 - 10:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,0,7,119,,355,,n/e,n/e,n/e,n/e,n/e,n/e,30,,10,,6,,n/e,n/e,156,
10:00 - 11:00,71,,n/e,n/e,n/e,n/e,216,,143,,0,,n/e,n/e,n/e,n/e,5,,0,7,119,,368,,n/e,n/e,n/e,n/e,n/e,n/e,30,,17,,6,,n/e,n/e,151,
11:00 - 12:00,71,,n/e,n/e,n/e,n/e,215,,141,,0,,n/e,n/e,n/e,n/e,5,,0,7,121,,369,,n/e,n/e,n/e,n/e,n/e,n/e,30,,21,,6,,n/e,n/e,150,
12:00 - 13:00,71,,n/e,n/e,n/e,n/e,215,,141,,0,,n/e,n/e,n/e,n/e,4,,0,7,151,,349,,n/e,n/e,n/e,n/e,n/e,n/e,30,,21,,6,,n/e,n/e,150,
13:00 - 14:00,71,,n/e,n/e,n/e,n/e,215,,142,,0,,n/e,n/e,n/e,n/e,4,,0,7,151,,366,,n/e,n/e,n/e,n/e,n/e,n/e,29,,17,,6,,n/e,n/e,151,
14:00 - 15:00,71,,n/e,n/e,n/e,n/e,216,,140,,0,,n/e,n/e,n/e,n/e,4,,0,6,151,,345,,n/e,n/e,n/e,n/e,n/e,n/e,30,,10,,6,,n/e,n/e,149,
15:00 - 16:00,71,,n/e,n/e,n/e,n/e,217,,140,,0,,n/e,n/e,n/e,n/e,5,,0,6,169,,458,,n/e,n/e,n/e,n/e,n/e,n/e,30,,3,,6,,n/e,n/e,141,
16:00 - 17:00,71,,n/e,n/e,n/e,n/e,217,,140,,0,,n/e,n/e,n/e,n/e,5,,4,5,189,,596,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,125,
17:00 - 18:00,71,,n/e,n/e,n/e,n/e,218,,140,,0,,n/e,n/e,n/e,n/e,5,,186,0,208,,584,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,104,
18:00 - 19:00,71,,n/e,n/e,n/e,n/e,216,,140,,0,,n/e,n/e,n/e,n/e,5,,201,0,207,,573,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,98,
19:00 - 20:00,72,,n/e,n/e,n/e,n/e,217,,141,,0,,n/e,n/e,n/e,n/e,5,,259,0,206,,570,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,99,
20:00 - 21:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,259,0,200,,461,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,93,
21:00 - 22:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,259,0,186,,459,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,94,
22:00 - 23:00,71,,n/e,n/e,n/e,n/e,217,,141,,0,,n/e,n/e,n/e,n/e,5,,210,2,169,,460,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,100,
23:00 - 00:00,71,,n/e,n/e,n/e,n/e,216,,140,,0,,n/e,n/e,n/e,n/e,5,,0,7,149,,447,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,115,
00:00 - 01:00,72,,n/e,n/e,n/e,n/e,217,,141,,0,,n/e,n/e,n/e,n/e,5,,0,207,95,,321,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,115,
01:00 - 02:00,72,,n/e,n/e,n/e,n/e,217,,140,,0,,n/e,n/e,n/e,n/e,5,,0,246,90,,322,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,127,
02:00 - 03:00,72,,n/e,n/e,n/e,n/e,217,,141,,0,,n/e,n/e,n/e,n/e,5,,0,246,90,,327,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,126,
03:00 - 04:00,71,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,0,246,90,,328,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,122,
04:00 - 05:00,72,,n/e,n/e,n/e,n/e,217,,142,,0,,n/e,n/e,n/e,n/e,5,,0,245,90,,328,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,116,
05:00 - 06:00,72,,n/e,n/e,n/e,n/e,216,,142,,0,,n/e,n/e,n/e,n/e,5,,0,245,90,,310,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,122,
06:00 - 07:00,72,,n/e,n/e,n/e,n/e,216,,166,,0,,n/e,n/e,n/e,n/e,5,,0,153,110,,318,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,120,
07:00 - 08:00,71,,n/e,n/e,n/e,n/e,216,,185,,0,,n/e,n/e,n/e,n/e,5,,0,6,141,,462,,n/e,n/e,n/e,n/e,n/e,n/e,30,,1,,6,,n/e,n/e,114,
08:00 - 09:00,70,,n/e,n/e,n/e,n/e,216,,198,,0,,n/e,n/e,n/e,n/e,5,,0,6,163,,493,,n/e,n/e,n/e,n/e,n/e,n/e,30,,5,,6,,n/e,n/e,108,
09:00 - 10:00,71,,n/e,n/e,n/e,n/e,215,,197,,0,,n/e,n/e,n/e,n/e,5,,82,3,162,,504,,n/e,n/e,n/e,n/e,n/e,n/e,30,,12,,6,,n/e,n/e,111,
10:00 - 11:00,71,,n/e,n/e,n/e,n/e,214,,196,,0,,n/e,n/e,n/e,n/e,5,,82,3,162,,506,,n/e,n/e,n/e,n/e,n/e,n/e,30,,19,,6,,n/e,n/e,117,
11:00 - 12:00,71,,n/e,n/e,n/e,n/e,213,,199,,0,,n/e,n/e,n/e,n/e,5,,82,1,141,,485,,n/e,n/e,n/e,n/e,n/e,n/e,30,,22,,6,,n/e,n/e,124,
12:00 - 13:00,71,,n/e,n/e,n/e,n/e,211,,200,,0,,n/e,n/e,n/e,n/e,5,,81,4,141,,492,,n/e,n/e,n/e,n/e,n/e,n/e,30,,21,,6,,n/e,n/e,129,
13:00 - 14:00,72,,n/e,n/e,n/e,n/e,212,,199,,0,,n/e,n/e,n/e,n/e,5,,130,3,141,,499,,n/e,n/e,n/e,n/e,n/e,n/e,29,,18,,6,,n/e,n/e,133,
14:00 - 15:00,72,,n/e,n/e,n/e,n/e,213,,199,,0,,n/e,n/e,n/e,n/e,5,,130,3,141,,499,,n/e,n/e,n/e,n/e,n/e,n/e,30,,11,,6,,n/e,n/e,130,
15:00 - 16:00,72,,n/e,n/e,n/e,n/e,213,,199,,0,,n/e,n/e,n/e,n/e,5,,130,3,158,,505,,n/e,n/e,n/e,n/e,n/e,n/e,30,,3,,6,,n/e,n/e,125,
16:00 - 17:00,71,,n/e,n/e,n/e,n/e,215,,199,,0,,n/e,n/e,n/e,n/e,5,,211,0,182,,522,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,117,
17:00 - 18:00,71,,n/e,n/e,n/e,n/e,215,,199,,0,,n/e,n/e,n/e,n/e,5,,231,0,179,,585,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,111,
18:00 - 19:00,71,,n/e,n/e,n/e,n/e,216,,200,,0,,n/e,n/e,n/e,n/e,5,,232,0,179,,586,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,120,
19:00 - 20:00,72,,n/e,n/e,n/e,n/e,219,,200,,0,,n/e,n/e,n/e,n/e,5,,241,0,180,,583,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,131,
20:00 - 21:00,71,,n/e,n/e,n/e,n/e,219,,200,,0,,n/e,n/e,n/e,n/e,5,,205,0,207,,584,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,132,
21:00 - 22:00,71,,n/e,n/e,n/e,n/e,219,,200,,0,,n/e,n/e,n/e,n/e,5,,137,2,188,,501,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,129,
22:00 - 23:00,71,,n/e,n/e,n/e,n/e,218,,199,,0,,n/e,n/e,n/e,n/e,5,,133,3,179,,453,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,128,
23:00 - 00:00,71,,n/e,n/e,n/e,n/e,218,,200,,0,,n/e,n/e,n/e,n/e,5,,133,3,156,,391,,n/e,n/e,n/e,n/e,n/e,n/e,30,,0,,6,,n/e,n/e,115,
00:00 - 01:00,73,,n/e,n/e,n/e,n/e,218,,200,,0,,n/e,n/e,n/e,n/e,5,,3,176,83,,317,,n/e,n/e,n/e,n/e,n/e,n/e,29,,0,,6,,n/e,n/e,106,
01:00 - 02:00,73,,n/e,n/e,n/e,n/e,217,,201,,0,,n/e,n/e,n/e,n/e,5,,0,245,80,,323,,n/e,n/e,n/e,n/e,n/e,n/e,29,,0,,6,,n/e,n/e,96,
