Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,46.6874-7.8935-CH,0.0018,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.6874,7.8935,46.6874/7.8935
,46.9656-7.7421-CH,0.0022,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.9656,7.7421,46.9656/7.7421
,47.4822-7.4576-CH,0.0023,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.4822,7.4576,47.4822/7.4576
,46.6413-6.6332-CH,0.0021,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.6413,6.6332,46.6413/6.6332
,47.1985-7.5884-CH,0.01,1.0,CH,,,HROR,WAT,1.0,0.0,0.0,0.15,1.0,27.98,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Juridical person,47.1985,7.5884,47.1985/7.5884
,47.7012-8.5524-CH,0.0075,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.7012,8.5524,47.7012/8.5524
,47.2705-8.7202-CH,0.0065,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Juridical person,47.2705,8.7202,47.2705/8.7202
,47.1149-7.0801-CH,0.0029,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.1149,7.0801,47.1149/7.0801
,46.8181-7.3421-CH,0.00796,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.8181,7.3421,46.8181/7.3421
,47.3057-8.0514-CH,0.0065,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.3057,8.0514,47.3057/8.0514
,47.4827-7.5498-CH,0.0131,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Juridical person,47.4827,7.5498,47.4827/7.5498
,46.7147-9.4331-CH,0.0088,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.7147,9.4331,46.7147/9.4331
,47.5234-7.5721-CH,0.0024,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.5234,7.5721,47.5234/7.5721
,46.8804-8.6444-CH,0.055,1.0,CH,,,HROR,WAT,1.0,0.0,0.0,0.15,1.0,27.98,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Elektrizitätswerk Altdorf AG (EWA),46.8804,8.6444,46.8804/8.6444
,47.0282-6.9562-CH,0.002,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.0282,6.9562,47.0282/6.9562
,46.7252-7.5353-CH,0.0024,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.7252,7.5353,46.7252/7.5353
,47.6839-8.6299-CH,0.0042,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.6839,8.6299,47.6839/8.6299
,46.0126-8.9435-CH,0.004,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.0126,8.9435,46.0126/8.9435
,47.2141-7.7431-CH,0.0064,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.2141,7.7431,47.2141/7.7431
,47.0861-8.3005-CH,0.0355,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Franz Helfenstein,47.0861,8.3005,47.0861/8.3005
,47.522-8.5405-CH,0.0049,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,47.522,8.5405,47.522/8.5405
,47.4465-9.1417-CH,0.0013,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Juridical person,47.4465,9.1417,47.4465/9.1417
,46.0477-8.8997-CH,0.003,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.0477,8.8997,46.0477/8.8997
,46.2094-7.3579-CH,0.0062,1.0,CH,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,Natural person,46.2094,7.3579,46.2094/7.3579
