Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,DUERO G,3543.0,1.0,ES,,,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,1255896.963465094,0.0,0.0,0.0,,,,,,,,
,TAJO G,2232.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.046728972,0.046728972,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,791183.1844352495,0.0,0.0,0.0,,,,,,,,
,ENH-FEC-GR,1871.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.046728972,0.046728972,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,663218.520644423,0.0,0.0,0.0,,,,,,,,
,SIL G,1531.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,3.9130434783,3.9130434783,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,542697.784664143,0.0,0.0,0.0,,,,,,,,
,MUELA G,634.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,224735.72532793385,0.0,0.0,0.0,,,,,,,,
,MUELA B,570.0,1.0,ES,,,HPHS,WAT,0.86,0.0,0.0,0.46875,0.46875,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,202049.4691434105,0.0,570.0,0.86,,,,,,,,
,DUERO B,1308.0,1.0,ES,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,463650.3607711946,0.0,1308.0,0.8,,,,,,,,
,COFRENTES,1064.0,1.0,ES,,,STUR,NUC,0.405,24.0,24.0,0.0032791587,0.0032791587,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,VANDELLOS,1045.0,1.0,ES,,,STUR,NUC,0.405,24.0,24.0,0.0032791587,0.0032791587,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,ALMARAZ 1,1011.0,1.0,ES,,,STUR,NUC,0.405,24.0,24.0,0.0034027778,0.0034027778,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,ALMARAZ 2,1006.0,1.0,ES,,,STUR,NUC,0.405,24.0,24.0,0.0034095427,0.0034095427,200000.0,,0.0,0.9,0.405,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,TRILLO,1003.0,1.0,ES,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,ASCO 1,996.0,1.0,ES,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,ASCO 2,992.0,1.0,ES,,,STUR,NUC,1.0,24.0,24.0,0.003333333,0.003333333,,0.0,0.0,0.5,1.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,GNF MIÑO,941.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,333558.86046306894,0.0,0.0,0.0,,,,,,,,
,BESOS 5,859.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0129883721,0.0129883721,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,P.G.RODR 5,856.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0129883721,0.0129883721,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,CASTELLO 4,839.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0133293556,0.0133293556,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,ARCOS3,823.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0135722965,0.0135722965,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,ALG3,821.0,1.0,ES,,,COMC,GAS,0.5,5.0,1.0,0.013297619,0.013297619,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,ESC IBER 6,816.0,1.0,ES,,,COMC,GAS,0.5,5.0,1.0,0.013297619,0.013297619,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,ESCAT3,804.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0140326633,0.0140326633,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,CASTELNOU,791.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0140326633,0.0140326633,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,AMBIETA,786.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0142292994,0.0142292994,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,BAHIAB,785.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0142292994,0.0142292994,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,CASTELLO 3,782.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.014247449,0.014247449,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,JUCAR,739.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,261955.36438066728,0.0,0.0,0.0,,,,,,,,
,SIL-BIB-EU,626.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,221899.9433048684,0.0,0.0,0.0,,,,,,,,
,BARRIOS,570.0,1.0,ES,,,STUR,HRD,0.395,8.0,6.0,0.0088652482,0.0088652482,117242.17,,0.0,0.3,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,ABOÑO 2,536.0,1.0,ES,,,STUR,HRD,0.395,8.0,6.0,0.012254902,0.012254902,117242.17,,0.0,0.5,0.395,7.0,0.95,,,,,,,,,,,,,,,,,,,,
,SALLENT G,439.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.2013422819,0.2013422819,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,155613.5385157144,0.0,0.0,0.0,,,,,,,,
,PBCN1,435.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0256781609,0.0256781609,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,PBCN2,431.0,1.0,ES,,,COMC,GAS,0.58,2.0,2.0,0.03235498,0.03235498,15000.0,,0.0,0.451388889,0.435,2.0,0.44,,,,,,,,,,,,,,,,,,,,
,SOTO5,428.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.026159251,0.026159251,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,SOTORIBE 4,426.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0262206573,0.0262206573,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,HC-HIDRAUL,425.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.2137767221,0.2137767221,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,150650.91997534994,0.0,0.0,0.0,,,,,,,,
,CASTEJO1 H,425.0,1.0,ES,,,COMC,GAS,0.525,5.0,1.0,0.0262823529,0.0262823529,112542.12,,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,GUADALQUIV,424.0,1.0,ES,,,HDAM,WAT,0.85,0.0,0.0,0.2137767221,0.2137767221,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,150296.44722246676,0.0,0.0,0.0,,,,,,,,
