index,HR -> SI,HR -> HU,HR -> HR
2023-01-04 01:00:00+01:00,0.0,0.0,0.0
2023-01-04 02:00:00+01:00,67.0,0.0,67.0
2023-01-04 03:00:00+01:00,120.0,0.0,120.0
2023-01-04 04:00:00+01:00,70.0,0.0,70.0
2023-01-04 05:00:00+01:00,0.0,0.0,0.0
2023-01-04 06:00:00+01:00,18.0,0.0,18.0
2023-01-04 07:00:00+01:00,48.0,0.0,48.0
2023-01-04 08:00:00+01:00,95.0,0.0,95.0
2023-01-04 09:00:00+01:00,114.0,0.0,114.0
2023-01-04 10:00:00+01:00,182.0,0.0,182.0
2023-01-04 11:00:00+01:00,54.0,0.0,54.0
2023-01-04 12:00:00+01:00,12.0,0.0,12.0
2023-01-04 13:00:00+01:00,10.0,0.0,10.0
2023-01-04 14:00:00+01:00,0.0,0.0,0.0
2023-01-04 15:00:00+01:00,0.0,0.0,0.0
2023-01-04 16:00:00+01:00,0.0,0.0,0.0
2023-01-04 17:00:00+01:00,0.0,0.0,0.0
2023-01-04 18:00:00+01:00,62.0,0.0,62.0
2023-01-04 19:00:00+01:00,0.0,0.0,0.0
2023-01-04 20:00:00+01:00,0.0,0.0,0.0
2023-01-04 21:00:00+01:00,0.0,0.0,0.0
2023-01-04 22:00:00+01:00,0.0,0.0,0.0
2023-01-04 23:00:00+01:00,0.0,0.0,0.0
2023-01-05 00:00:00+01:00,0.0,0.0,0.0
2023-01-05 01:00:00+01:00,0.0,0.0,0.0
2023-01-05 02:00:00+01:00,0.0,0.0,0.0
2023-01-05 03:00:00+01:00,50.0,0.0,50.0
2023-01-05 04:00:00+01:00,0.0,0.0,0.0
2023-01-05 05:00:00+01:00,0.0,0.0,0.0
2023-01-05 06:00:00+01:00,0.0,0.0,0.0
2023-01-05 07:00:00+01:00,0.0,0.0,0.0
2023-01-05 08:00:00+01:00,66.0,0.0,66.0
2023-01-05 09:00:00+01:00,198.0,0.0,198.0
2023-01-05 10:00:00+01:00,314.0,0.0,314.0
2023-01-05 11:00:00+01:00,321.0,0.0,321.0
2023-01-05 12:00:00+01:00,292.0,0.0,292.0
2023-01-05 13:00:00+01:00,219.0,0.0,219.0
2023-01-05 14:00:00+01:00,93.0,0.0,93.0
2023-01-05 15:00:00+01:00,0.0,0.0,0.0
2023-01-05 16:00:00+01:00,0.0,0.0,0.0
2023-01-05 17:00:00+01:00,0.0,0.0,0.0
2023-01-05 18:00:00+01:00,0.0,0.0,0.0
2023-01-05 19:00:00+01:00,0.0,0.0,0.0
2023-01-05 20:00:00+01:00,0.0,0.0,0.0
2023-01-05 21:00:00+01:00,0.0,0.0,0.0
2023-01-05 22:00:00+01:00,0.0,0.0,0.0
2023-01-05 23:00:00+01:00,58.0,0.0,58.0
2023-01-06 00:00:00+01:00,303.0,0.0,303.0
2023-01-06 01:00:00+01:00,366.0,0.0,366.0
2023-01-06 02:00:00+01:00,229.0,0.0,229.0
2023-01-06 03:00:00+01:00,232.0,0.0,232.0
2023-01-06 04:00:00+01:00,189.0,0.0,189.0
2023-01-06 05:00:00+01:00,125.0,0.0,125.0
2023-01-06 06:00:00+01:00,268.0,0.0,268.0
2023-01-06 07:00:00+01:00,357.0,0.0,357.0
2023-01-06 08:00:00+01:00,381.0,0.0,381.0
2023-01-06 09:00:00+01:00,336.0,0.0,336.0
2023-01-06 10:00:00+01:00,241.0,0.0,241.0
2023-01-06 11:00:00+01:00,260.0,0.0,260.0
2023-01-06 12:00:00+01:00,242.0,0.0,242.0
2023-01-06 13:00:00+01:00,171.0,0.0,171.0
2023-01-06 14:00:00+01:00,129.0,0.0,129.0
2023-01-06 15:00:00+01:00,0.0,0.0,0.0
2023-01-06 16:00:00+01:00,0.0,0.0,0.0
2023-01-06 17:00:00+01:00,0.0,0.0,0.0
2023-01-06 18:00:00+01:00,0.0,0.0,0.0
2023-01-06 19:00:00+01:00,0.0,0.0,0.0
2023-01-06 20:00:00+01:00,0.0,0.0,0.0
2023-01-06 21:00:00+01:00,0.0,0.0,0.0
2023-01-06 22:00:00+01:00,0.0,0.0,0.0
2023-01-06 23:00:00+01:00,0.0,0.0,0.0
2023-01-07 00:00:00+01:00,0.0,0.0,0.0
2023-01-07 01:00:00+01:00,0.0,0.0,0.0
2023-01-07 02:00:00+01:00,0.0,0.0,0.0
2023-01-07 03:00:00+01:00,0.0,0.0,0.0
2023-01-07 04:00:00+01:00,0.0,0.0,0.0
2023-01-07 05:00:00+01:00,0.0,0.0,0.0
2023-01-07 06:00:00+01:00,0.0,0.0,0.0
2023-01-07 07:00:00+01:00,0.0,0.0,0.0
2023-01-07 08:00:00+01:00,70.0,0.0,70.0
2023-01-07 09:00:00+01:00,0.0,0.0,0.0
2023-01-07 10:00:00+01:00,0.0,0.0,0.0
2023-01-07 11:00:00+01:00,0.0,0.0,0.0
2023-01-07 12:00:00+01:00,0.0,0.0,0.0
2023-01-07 13:00:00+01:00,0.0,0.0,0.0
2023-01-07 14:00:00+01:00,0.0,0.0,0.0
2023-01-07 15:00:00+01:00,0.0,0.0,0.0
2023-01-07 16:00:00+01:00,0.0,0.0,0.0
2023-01-07 17:00:00+01:00,0.0,0.0,0.0
2023-01-07 18:00:00+01:00,0.0,0.0,0.0
2023-01-07 19:00:00+01:00,0.0,0.0,0.0
2023-01-07 20:00:00+01:00,0.0,0.0,0.0
2023-01-07 21:00:00+01:00,0.0,0.0,0.0
2023-01-07 22:00:00+01:00,0.0,0.0,0.0
2023-01-07 23:00:00+01:00,0.0,0.0,0.0
2023-01-08 00:00:00+01:00,0.0,0.0,0.0
2023-01-08 01:00:00+01:00,0.0,0.0,0.0
2023-01-08 02:00:00+01:00,151.0,0.0,151.0
2023-01-08 03:00:00+01:00,99.0,0.0,99.0
2023-01-08 04:00:00+01:00,36.0,0.0,36.0
2023-01-08 05:00:00+01:00,0.0,0.0,0.0
2023-01-08 06:00:00+01:00,72.0,0.0,72.0
2023-01-08 07:00:00+01:00,82.0,0.0,82.0
2023-01-08 08:00:00+01:00,147.0,0.0,147.0
2023-01-08 09:00:00+01:00,116.0,0.0,116.0
2023-01-08 10:00:00+01:00,183.0,0.0,183.0
2023-01-08 11:00:00+01:00,67.0,0.0,67.0
2023-01-08 12:00:00+01:00,0.0,0.0,0.0
2023-01-08 13:00:00+01:00,0.0,0.0,0.0
2023-01-08 14:00:00+01:00,0.0,0.0,0.0
2023-01-08 15:00:00+01:00,0.0,0.0,0.0
2023-01-08 16:00:00+01:00,0.0,0.0,0.0
2023-01-08 17:00:00+01:00,0.0,0.0,0.0
2023-01-08 18:00:00+01:00,0.0,0.0,0.0
2023-01-08 19:00:00+01:00,0.0,0.0,0.0
2023-01-08 20:00:00+01:00,0.0,0.0,0.0
2023-01-08 21:00:00+01:00,205.0,0.0,205.0
2023-01-08 22:00:00+01:00,350.0,0.0,350.0
2023-01-08 23:00:00+01:00,343.0,0.0,343.0
2023-01-09 00:00:00+01:00,355.0,0.0,355.0
2023-01-09 01:00:00+01:00,574.0,0.0,574.0
2023-01-09 02:00:00+01:00,738.0,0.0,738.0
2023-01-09 03:00:00+01:00,774.0,0.0,774.0
2023-01-09 04:00:00+01:00,754.0,0.0,754.0
2023-01-09 05:00:00+01:00,594.0,0.0,594.0
2023-01-09 06:00:00+01:00,228.0,0.0,228.0
2023-01-09 07:00:00+01:00,265.0,0.0,265.0
2023-01-09 08:00:00+01:00,298.0,0.0,298.0
2023-01-09 09:00:00+01:00,283.0,0.0,283.0
2023-01-09 10:00:00+01:00,330.0,0.0,330.0
2023-01-09 11:00:00+01:00,332.0,0.0,332.0
2023-01-09 12:00:00+01:00,322.0,0.0,322.0
2023-01-09 13:00:00+01:00,450.0,0.0,450.0
2023-01-09 14:00:00+01:00,269.0,0.0,269.0
2023-01-09 15:00:00+01:00,106.0,0.0,106.0
2023-01-09 16:00:00+01:00,0.0,0.0,0.0
2023-01-09 17:00:00+01:00,0.0,0.0,0.0
2023-01-09 18:00:00+01:00,31.0,0.0,31.0
2023-01-09 19:00:00+01:00,41.0,0.0,41.0
2023-01-09 20:00:00+01:00,245.0,0.0,245.0
2023-01-09 21:00:00+01:00,370.0,0.0,370.0
2023-01-09 22:00:00+01:00,579.0,0.0,579.0
2023-01-09 23:00:00+01:00,1173.0,0.0,1173.0
2023-01-10 00:00:00+01:00,1147.0,7.0,1147.0
2023-01-10 01:00:00+01:00,1324.0,146.0,1324.0
2023-01-10 02:00:00+01:00,1391.0,210.0,1391.0
2023-01-10 03:00:00+01:00,1227.0,208.0,1227.0
2023-01-10 04:00:00+01:00,1221.0,189.0,1221.0
2023-01-10 05:00:00+01:00,988.0,26.0,988.0
2023-01-10 06:00:00+01:00,581.0,0.0,581.0
2023-01-10 07:00:00+01:00,347.0,0.0,347.0
2023-01-10 08:00:00+01:00,438.0,0.0,438.0
2023-01-10 09:00:00+01:00,513.0,0.0,513.0
2023-01-10 10:00:00+01:00,577.0,53.0,577.0
2023-01-10 11:00:00+01:00,544.0,69.0,544.0
2023-01-10 12:00:00+01:00,658.0,57.0,658.0
2023-01-10 13:00:00+01:00,741.0,38.0,741.0
2023-01-10 14:00:00+01:00,669.0,0.0,669.0
2023-01-10 15:00:00+01:00,587.0,0.0,587.0
2023-01-10 16:00:00+01:00,654.0,0.0,654.0
2023-01-10 17:00:00+01:00,646.0,0.0,646.0
2023-01-10 18:00:00+01:00,697.0,0.0,697.0
2023-01-10 19:00:00+01:00,719.0,0.0,719.0
2023-01-10 20:00:00+01:00,730.0,0.0,730.0
2023-01-10 21:00:00+01:00,569.0,0.0,569.0
2023-01-10 22:00:00+01:00,796.0,0.0,796.0
2023-01-10 23:00:00+01:00,983.0,0.0,983.0
2023-01-11 00:00:00+01:00,802.0,0.0,802.0
2023-01-11 01:00:00+01:00,828.0,0.0,828.0
2023-01-11 02:00:00+01:00,810.0,0.0,810.0
2023-01-11 03:00:00+01:00,777.0,0.0,777.0
2023-01-11 04:00:00+01:00,777.0,0.0,777.0
2023-01-11 05:00:00+01:00,682.0,0.0,682.0
2023-01-11 06:00:00+01:00,445.0,0.0,445.0
2023-01-11 07:00:00+01:00,256.0,0.0,256.0
2023-01-11 08:00:00+01:00,78.0,0.0,78.0
2023-01-11 09:00:00+01:00,184.0,0.0,184.0
2023-01-11 10:00:00+01:00,346.0,0.0,346.0
2023-01-11 11:00:00+01:00,538.0,0.0,538.0
2023-01-11 12:00:00+01:00,408.0,0.0,408.0
2023-01-11 13:00:00+01:00,393.0,0.0,393.0
2023-01-11 14:00:00+01:00,401.0,0.0,401.0
2023-01-11 15:00:00+01:00,115.0,0.0,115.0
2023-01-11 16:00:00+01:00,90.0,0.0,90.0
2023-01-11 17:00:00+01:00,30.0,0.0,30.0
2023-01-11 18:00:00+01:00,118.0,0.0,118.0
2023-01-11 19:00:00+01:00,83.0,0.0,83.0
2023-01-11 20:00:00+01:00,227.0,0.0,227.0
2023-01-11 21:00:00+01:00,186.0,0.0,186.0
2023-01-11 22:00:00+01:00,86.0,0.0,86.0
2023-01-11 23:00:00+01:00,103.0,0.0,103.0
2023-01-12 00:00:00+01:00,281.0,0.0,281.0
2023-01-12 01:00:00+01:00,389.0,0.0,389.0
2023-01-12 02:00:00+01:00,500.0,0.0,500.0
2023-01-12 03:00:00+01:00,485.0,0.0,485.0
2023-01-12 04:00:00+01:00,502.0,0.0,502.0
2023-01-12 05:00:00+01:00,513.0,0.0,513.0
2023-01-12 06:00:00+01:00,51.0,0.0,51.0
2023-01-12 07:00:00+01:00,0.0,0.0,0.0
2023-01-12 08:00:00+01:00,51.0,0.0,51.0
2023-01-12 09:00:00+01:00,114.0,0.0,114.0
2023-01-12 10:00:00+01:00,98.0,0.0,98.0
2023-01-12 11:00:00+01:00,110.0,0.0,110.0
2023-01-12 12:00:00+01:00,297.0,0.0,297.0
2023-01-12 13:00:00+01:00,468.0,0.0,468.0
2023-01-12 14:00:00+01:00,470.0,0.0,470.0
2023-01-12 15:00:00+01:00,240.0,0.0,240.0
2023-01-12 16:00:00+01:00,189.0,0.0,189.0
2023-01-12 17:00:00+01:00,0.0,0.0,0.0
2023-01-12 18:00:00+01:00,135.0,0.0,135.0
2023-01-12 19:00:00+01:00,51.0,0.0,51.0
2023-01-12 20:00:00+01:00,32.0,0.0,32.0
2023-01-12 21:00:00+01:00,0.0,0.0,0.0
2023-01-12 22:00:00+01:00,42.0,0.0,42.0
2023-01-12 23:00:00+01:00,182.0,0.0,182.0
2023-01-13 00:00:00+01:00,77.0,0.0,77.0
2023-01-13 01:00:00+01:00,243.0,0.0,243.0
2023-01-13 02:00:00+01:00,136.0,0.0,136.0
2023-01-13 03:00:00+01:00,122.0,0.0,122.0
2023-01-13 04:00:00+01:00,53.0,0.0,53.0
2023-01-13 05:00:00+01:00,108.0,0.0,108.0
2023-01-13 06:00:00+01:00,34.0,0.0,34.0
2023-01-13 07:00:00+01:00,15.0,0.0,15.0
2023-01-13 08:00:00+01:00,0.0,0.0,0.0
2023-01-13 09:00:00+01:00,0.0,0.0,0.0
2023-01-13 10:00:00+01:00,0.0,0.0,0.0
2023-01-13 11:00:00+01:00,32.0,0.0,32.0
2023-01-13 12:00:00+01:00,0.0,0.0,0.0
2023-01-13 13:00:00+01:00,10.0,0.0,10.0
2023-01-13 14:00:00+01:00,39.0,0.0,39.0
2023-01-13 15:00:00+01:00,68.0,0.0,68.0
2023-01-13 16:00:00+01:00,144.0,0.0,144.0
2023-01-13 17:00:00+01:00,42.0,0.0,42.0
2023-01-13 18:00:00+01:00,165.0,0.0,165.0
2023-01-13 19:00:00+01:00,172.0,0.0,172.0
2023-01-13 20:00:00+01:00,186.0,0.0,186.0
2023-01-13 21:00:00+01:00,135.0,0.0,135.0
2023-01-13 22:00:00+01:00,73.0,0.0,73.0
2023-01-13 23:00:00+01:00,33.0,0.0,33.0
2023-01-14 00:00:00+01:00,24.0,0.0,24.0
2023-01-14 01:00:00+01:00,148.0,0.0,148.0
2023-01-14 02:00:00+01:00,75.0,0.0,75.0
2023-01-14 03:00:00+01:00,103.0,0.0,103.0
2023-01-14 04:00:00+01:00,163.0,0.0,163.0
2023-01-14 05:00:00+01:00,318.0,0.0,318.0
2023-01-14 06:00:00+01:00,287.0,0.0,287.0
2023-01-14 07:00:00+01:00,247.0,0.0,247.0
2023-01-14 08:00:00+01:00,104.0,0.0,104.0
2023-01-14 09:00:00+01:00,0.0,0.0,0.0
2023-01-14 10:00:00+01:00,0.0,0.0,0.0
2023-01-14 11:00:00+01:00,94.0,0.0,94.0
2023-01-14 12:00:00+01:00,105.0,0.0,105.0
2023-01-14 13:00:00+01:00,56.0,0.0,56.0
2023-01-14 14:00:00+01:00,207.0,0.0,207.0
2023-01-14 15:00:00+01:00,141.0,0.0,141.0
2023-01-14 16:00:00+01:00,39.0,0.0,39.0
2023-01-14 17:00:00+01:00,0.0,0.0,0.0
2023-01-14 18:00:00+01:00,152.0,0.0,152.0
2023-01-14 19:00:00+01:00,252.0,0.0,252.0
2023-01-14 20:00:00+01:00,262.0,0.0,262.0
2023-01-14 21:00:00+01:00,207.0,0.0,207.0
2023-01-14 22:00:00+01:00,80.0,0.0,80.0
2023-01-14 23:00:00+01:00,89.0,0.0,89.0
2023-01-15 00:00:00+01:00,0.0,0.0,0.0
2023-01-15 01:00:00+01:00,71.0,0.0,71.0
2023-01-15 02:00:00+01:00,69.0,0.0,69.0
2023-01-15 03:00:00+01:00,0.0,0.0,0.0
2023-01-15 04:00:00+01:00,44.0,0.0,44.0
2023-01-15 05:00:00+01:00,16.0,0.0,16.0
2023-01-15 06:00:00+01:00,316.0,0.0,316.0
2023-01-15 07:00:00+01:00,224.0,0.0,224.0
2023-01-15 08:00:00+01:00,212.0,0.0,212.0
2023-01-15 09:00:00+01:00,45.0,0.0,45.0
2023-01-15 10:00:00+01:00,188.0,0.0,188.0
2023-01-15 11:00:00+01:00,298.0,0.0,298.0
2023-01-15 12:00:00+01:00,159.0,0.0,159.0
2023-01-15 13:00:00+01:00,243.0,0.0,243.0
2023-01-15 14:00:00+01:00,370.0,0.0,370.0
2023-01-15 15:00:00+01:00,419.0,0.0,419.0
2023-01-15 16:00:00+01:00,182.0,0.0,182.0
2023-01-15 17:00:00+01:00,137.0,0.0,137.0
2023-01-15 18:00:00+01:00,220.0,0.0,220.0
2023-01-15 19:00:00+01:00,284.0,0.0,284.0
2023-01-15 20:00:00+01:00,244.0,0.0,244.0
2023-01-15 21:00:00+01:00,261.0,0.0,261.0
2023-01-15 22:00:00+01:00,420.0,0.0,420.0
2023-01-15 23:00:00+01:00,578.0,0.0,578.0
2023-01-16 00:00:00+01:00,650.0,0.0,650.0
2023-01-16 01:00:00+01:00,673.0,0.0,673.0
2023-01-16 02:00:00+01:00,808.0,0.0,808.0
2023-01-16 03:00:00+01:00,717.0,0.0,717.0
2023-01-16 04:00:00+01:00,607.0,0.0,607.0
2023-01-16 05:00:00+01:00,559.0,0.0,559.0
2023-01-16 06:00:00+01:00,832.0,0.0,832.0
2023-01-16 07:00:00+01:00,661.0,1.0,661.0
2023-01-16 08:00:00+01:00,582.0,0.0,582.0
2023-01-16 09:00:00+01:00,582.0,0.0,582.0
2023-01-16 10:00:00+01:00,822.0,0.0,822.0
2023-01-16 11:00:00+01:00,967.0,0.0,967.0
2023-01-16 12:00:00+01:00,953.0,0.0,953.0
2023-01-16 13:00:00+01:00,949.0,0.0,949.0
2023-01-16 14:00:00+01:00,822.0,0.0,822.0
2023-01-16 15:00:00+01:00,726.0,0.0,726.0
2023-01-16 16:00:00+01:00,596.0,0.0,596.0
2023-01-16 17:00:00+01:00,765.0,0.0,765.0
2023-01-16 18:00:00+01:00,781.0,0.0,781.0
2023-01-16 19:00:00+01:00,781.0,0.0,781.0
2023-01-16 20:00:00+01:00,868.0,0.0,868.0
2023-01-16 21:00:00+01:00,1146.0,0.0,1146.0
2023-01-16 22:00:00+01:00,1230.0,4.0,1230.0
2023-01-16 23:00:00+01:00,1693.0,72.0,1693.0
2023-01-17 00:00:00+01:00,1790.0,69.0,1790.0
2023-01-17 01:00:00+01:00,1800.0,162.0,1800.0
2023-01-17 02:00:00+01:00,1752.0,191.0,1752.0
2023-01-17 03:00:00+01:00,1839.0,204.0,1839.0
2023-01-17 04:00:00+01:00,1717.0,150.0,1717.0
2023-01-17 05:00:00+01:00,1268.0,1.0,1268.0
2023-01-17 06:00:00+01:00,877.0,0.0,877.0
2023-01-17 07:00:00+01:00,693.0,0.0,693.0
2023-01-17 08:00:00+01:00,778.0,43.0,778.0
2023-01-17 09:00:00+01:00,835.0,20.0,835.0
2023-01-17 10:00:00+01:00,1103.0,19.0,1103.0
2023-01-17 11:00:00+01:00,1136.0,0.0,1136.0
2023-01-17 12:00:00+01:00,1226.0,6.0,1226.0
2023-01-17 13:00:00+01:00,1278.0,82.0,1278.0
2023-01-17 14:00:00+01:00,1122.0,189.0,1122.0
2023-01-17 15:00:00+01:00,914.0,309.0,914.0
2023-01-17 16:00:00+01:00,649.0,175.0,649.0
2023-01-17 17:00:00+01:00,663.0,98.0,663.0
2023-01-17 18:00:00+01:00,714.0,161.0,714.0
2023-01-17 19:00:00+01:00,716.0,295.0,716.0
2023-01-17 20:00:00+01:00,717.0,197.0,717.0
2023-01-17 21:00:00+01:00,977.0,60.0,977.0
2023-01-17 22:00:00+01:00,1221.0,228.0,1221.0
2023-01-17 23:00:00+01:00,1533.0,433.0,1533.0
2023-01-18 00:00:00+01:00,1578.0,437.0,1578.0
2023-01-18 01:00:00+01:00,1562.0,431.0,1562.0
2023-01-18 02:00:00+01:00,1597.0,433.0,1597.0
2023-01-18 03:00:00+01:00,1623.0,419.0,1623.0
2023-01-18 04:00:00+01:00,1630.0,457.0,1630.0
2023-01-18 05:00:00+01:00,1576.0,480.0,1576.0
2023-01-18 06:00:00+01:00,1234.0,547.0,1234.0
2023-01-18 07:00:00+01:00,1136.0,651.0,1136.0
2023-01-18 08:00:00+01:00,1196.0,536.0,1196.0
2023-01-18 09:00:00+01:00,1156.0,540.0,1156.0
2023-01-18 10:00:00+01:00,1308.0,583.0,1308.0
2023-01-18 11:00:00+01:00,1324.0,507.0,1324.0
2023-01-18 12:00:00+01:00,1455.0,407.0,1455.0
2023-01-18 13:00:00+01:00,1449.0,352.0,1449.0
2023-01-18 14:00:00+01:00,1372.0,489.0,1372.0
2023-01-18 15:00:00+01:00,1287.0,587.0,1287.0
2023-01-18 16:00:00+01:00,1176.0,559.0,1176.0
2023-01-18 17:00:00+01:00,864.0,349.0,864.0
2023-01-18 18:00:00+01:00,1011.0,425.0,1011.0
2023-01-18 19:00:00+01:00,1031.0,374.0,1031.0
2023-01-18 20:00:00+01:00,1217.0,326.0,1217.0
2023-01-18 21:00:00+01:00,1173.0,224.0,1173.0
2023-01-18 22:00:00+01:00,1261.0,283.0,1261.0
2023-01-18 23:00:00+01:00,1589.0,288.0,1589.0
2023-01-19 00:00:00+01:00,1508.0,202.0,1508.0
2023-01-19 01:00:00+01:00,1530.0,73.0,1530.0
2023-01-19 02:00:00+01:00,1670.0,38.0,1670.0
2023-01-19 03:00:00+01:00,1621.0,177.0,1621.0
2023-01-19 04:00:00+01:00,1559.0,284.0,1559.0
2023-01-19 05:00:00+01:00,1349.0,217.0,1349.0
2023-01-19 06:00:00+01:00,1192.0,322.0,1192.0
2023-01-19 07:00:00+01:00,1028.0,377.0,1028.0
2023-01-19 08:00:00+01:00,980.0,470.0,980.0
2023-01-19 09:00:00+01:00,1030.0,541.0,1030.0
2023-01-19 10:00:00+01:00,937.0,548.0,937.0
2023-01-19 11:00:00+01:00,952.0,492.0,952.0
2023-01-19 12:00:00+01:00,1126.0,593.0,1126.0
2023-01-19 13:00:00+01:00,1186.0,509.0,1186.0
2023-01-19 14:00:00+01:00,1102.0,479.0,1102.0
2023-01-19 15:00:00+01:00,900.0,457.0,900.0
2023-01-19 16:00:00+01:00,805.0,424.0,805.0
2023-01-19 17:00:00+01:00,750.0,417.0,750.0
2023-01-19 18:00:00+01:00,804.0,434.0,804.0
2023-01-19 19:00:00+01:00,749.0,411.0,749.0
2023-01-19 20:00:00+01:00,717.0,211.0,717.0
2023-01-19 21:00:00+01:00,1027.0,220.0,1027.0
2023-01-19 22:00:00+01:00,987.0,332.0,987.0
2023-01-19 23:00:00+01:00,1201.0,298.0,1201.0
2023-01-20 00:00:00+01:00,1583.0,355.0,1583.0
2023-01-20 01:00:00+01:00,1642.0,445.0,1642.0
2023-01-20 02:00:00+01:00,1746.0,462.0,1746.0
2023-01-20 03:00:00+01:00,1758.0,426.0,1758.0
2023-01-20 04:00:00+01:00,1705.0,400.0,1705.0
2023-01-20 05:00:00+01:00,1501.0,374.0,1501.0
2023-01-20 06:00:00+01:00,1132.0,271.0,1132.0
2023-01-20 07:00:00+01:00,1012.0,211.0,1012.0
2023-01-20 08:00:00+01:00,874.0,240.0,874.0
2023-01-20 09:00:00+01:00,931.0,340.0,931.0
2023-01-20 10:00:00+01:00,957.0,400.0,957.0
2023-01-20 11:00:00+01:00,860.0,324.0,860.0
2023-01-20 12:00:00+01:00,911.0,337.0,911.0
2023-01-20 13:00:00+01:00,1003.0,306.0,1003.0
2023-01-20 14:00:00+01:00,1002.0,308.0,1002.0
2023-01-20 15:00:00+01:00,960.0,302.0,960.0
2023-01-20 16:00:00+01:00,892.0,315.0,892.0
2023-01-20 17:00:00+01:00,851.0,319.0,851.0
2023-01-20 18:00:00+01:00,845.0,292.0,845.0
2023-01-20 19:00:00+01:00,739.0,227.0,739.0
