Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Status,Source,Company,Lat,Lon,Lat/Lon
,Gde-Dixence (GD),1926.0,1.0,CH,,,HDAM,WAT,0.85,0.0,0.0,0.046728972,0.046728972,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,134820.0,0.0,0.0,0.0,,,,,,,,
,KLL - KW Linth-Limmern AG,1524.0,1.0,CH,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,106680.0,0.0,1524.0,0.8,,,,,,,,
,KW Oberhasli AG (KWO),1307.0,1.0,CH,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,91490.0,0.0,1307.0,0.8,,,,,,,,
,KKL - KernKW Leibstadt AG,1233.0,1.0,CH,,,STUR,NUC,0.405,24.0,24.0,0.0027550201,0.0027550201,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Kernkraftwerk Gösgen,1020.0,1.0,CH,,,STUR,NUC,0.405,24.0,24.0,0.0033627451,0.0033627451,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,Nant de Drance (NDD),930.0,1.0,CH,,,HPHS,WAT,0.86,0.0,0.0,0.3296703297,0.3296703297,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,65100.0,0.0,930.0,0.86,,,,,,,,
,KKB - KernKW Beznau,730.0,1.0,CH,,,STUR,NUC,0.405,24.0,24.0,0.0046986301,0.0046986301,200000.0,,0.0,0.9,0.405,72.0,0.0,,,,,,,,,,,,,,,,,,,,
,KHR - KW Hinterrhein AG,640.0,1.0,CH,,,HPHS,WAT,0.86,0.0,0.0,0.46875,0.46875,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,44800.0,0.0,640.0,0.86,,,,,,,,
,Maggia (OFIMA),605.0,1.0,CH,,,HDAM,WAT,0.85,0.0,0.0,0.1645338208,0.1645338208,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,42350.0,0.0,0.0,0.0,,,,,,,,
,Blenio (OFIBLE),540.0,1.0,CH,,,HDAM,WAT,0.85,0.0,0.0,0.1648351648,0.1648351648,0.0,,0.0,0.0,0.85,0.3,0.0,,,,,,,,,37800.0,0.0,0.0,0.0,,,,,,,,
,Hongrin-Léman (FMHL),484.0,1.0,CH,,,HPHS,WAT,0.86,0.0,0.0,0.618556701,0.618556701,0.0,,0.0,0.0,0.86,0.3,0.0,,,,,,,,,33880.0,0.0,484.0,0.86,,,,,,,,
