index,Forecasted Load
2022-01-01 00:00:00+00:00,42575.0
2022-01-01 00:15:00+00:00,42211.0
2022-01-01 00:30:00+00:00,41808.0
2022-01-01 00:45:00+00:00,41364.0
2022-01-01 01:00:00+00:00,40795.0
2022-01-01 01:15:00+00:00,40205.0
2022-01-01 01:30:00+00:00,39826.0
2022-01-01 01:45:00+00:00,39596.0
2022-01-01 02:00:00+00:00,39231.0
2022-01-01 02:15:00+00:00,39032.0
2022-01-01 02:30:00+00:00,38495.0
2022-01-01 02:45:00+00:00,38378.0
2022-01-01 03:00:00+00:00,38005.0
2022-01-01 03:15:00+00:00,37794.0
2022-01-01 03:30:00+00:00,37719.0
2022-01-01 03:45:00+00:00,37486.0
2022-01-01 04:00:00+00:00,37885.0
2022-01-01 04:15:00+00:00,37891.0
2022-01-01 04:30:00+00:00,37926.0
2022-01-01 04:45:00+00:00,37807.0
2022-01-01 05:00:00+00:00,37467.0
2022-01-01 05:15:00+00:00,37212.0
2022-01-01 05:30:00+00:00,36977.0
2022-01-01 05:45:00+00:00,36535.0
2022-01-01 06:00:00+00:00,35440.0
2022-01-01 06:15:00+00:00,35731.0
2022-01-01 06:30:00+00:00,35520.0
2022-01-01 06:45:00+00:00,35737.0
2022-01-01 07:00:00+00:00,35965.0
2022-01-01 07:15:00+00:00,36699.0
2022-01-01 07:30:00+00:00,37189.0
2022-01-01 07:45:00+00:00,37770.0
2022-01-01 08:00:00+00:00,38669.0
2022-01-01 08:15:00+00:00,39051.0
2022-01-01 08:30:00+00:00,39663.0
2022-01-01 08:45:00+00:00,40478.0
2022-01-01 09:00:00+00:00,41202.0
2022-01-01 09:15:00+00:00,41942.0
2022-01-01 09:30:00+00:00,42750.0
2022-01-01 09:45:00+00:00,43449.0
2022-01-01 10:00:00+00:00,43999.0
2022-01-01 10:15:00+00:00,44462.0
2022-01-01 10:30:00+00:00,44873.0
2022-01-01 10:45:00+00:00,45774.0
2022-01-01 11:00:00+00:00,46588.0
2022-01-01 11:15:00+00:00,47374.0
2022-01-01 11:30:00+00:00,48334.0
2022-01-01 11:45:00+00:00,48300.0
2022-01-01 12:00:00+00:00,48648.0
2022-01-01 12:15:00+00:00,48703.0
2022-01-01 12:30:00+00:00,48519.0
2022-01-01 12:45:00+00:00,48564.0
2022-01-01 13:00:00+00:00,47940.0
2022-01-01 13:15:00+00:00,47370.0
2022-01-01 13:30:00+00:00,47129.0
2022-01-01 13:45:00+00:00,46886.0
2022-01-01 14:00:00+00:00,46508.0
2022-01-01 14:15:00+00:00,46099.0
2022-01-01 14:30:00+00:00,45958.0
2022-01-01 14:45:00+00:00,45693.0
2022-01-01 15:00:00+00:00,45844.0
2022-01-01 15:15:00+00:00,45746.0
2022-01-01 15:30:00+00:00,45723.0
2022-01-01 15:45:00+00:00,46425.0
2022-01-01 16:00:00+00:00,46472.0
2022-01-01 16:15:00+00:00,47036.0
2022-01-01 16:30:00+00:00,48190.0
2022-01-01 16:45:00+00:00,49363.0
2022-01-01 17:00:00+00:00,50170.0
2022-01-01 17:15:00+00:00,50800.0
2022-01-01 17:30:00+00:00,51181.0
2022-01-01 17:45:00+00:00,51446.0
2022-01-01 18:00:00+00:00,51817.0
2022-01-01 18:15:00+00:00,52016.0
2022-01-01 18:30:00+00:00,52074.0
2022-01-01 18:45:00+00:00,51651.0
