Dispa_SET_Time_Step,Biomass_Actual_Aggregated,Biomass_Actual_Consumption,Fossil_Brown_coal-Lignite_Actual_Aggregated,Fossil_Brown_coal-Lignite_Actual_Consumption,Fossil_Coal-derived_gas_Actual_Aggregated,Fossil_Coal-derived_gas_Actual_Consumption,Fossil_Gas_Actual_Aggregated,Fossil_Gas_Actual_Consumption,Fossil_Hard_coal_Actual_Aggregated,Fossil_Hard_coal_Actual_Consumption,Fossil_Oil_Actual_Aggregated,Fossil_Oil_Actual_Consumption,Fossil_Oil_shale_Actual_Aggregated,Fossil_Oil_shale_Actual_Consumption,Fossil_Peat_Actual_Aggregated,Fossil_Peat_Actual_Consumption,Geothermal_Actual_Aggregated,Geothermal_Actual_Consumption,Hydro_Pumped_Storage_Actual_Aggregated,Hydro_Pumped_Storage_Actual_Consumption,Hydro_Run-of-river_and_poundage_Actual_Aggregated,Hydro_Run-of-river_and_poundage_Actual_Consumption,Hydro_Water_Reservoir_Actual_Aggregated,Hydro_Water_Reservoir_Actual_Consumption,Marine_Actual_Aggregated,Marine_Actual_Consumption,Nuclear_Actual_Aggregated,Nuclear_Actual_Consumption,Other_Actual_Aggregated,Other_Actual_Consumption,Other_renewable_Actual_Aggregated,Other_renewable_Actual_Consumption,Solar_Actual_Aggregated,Solar_Actual_Consumption,Waste_Actual_Aggregated,Waste_Actual_Consumption,Wind_Offshore_Actual_Aggregated,Wind_Offshore_Actual_Consumption,Wind_Onshore_Actual_Aggregated,Wind_Onshore_Actual_Consumption
2023-01-01 00:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1144,27,1237,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3994,1129,n/e,n/e,1,1,405,0,1213,19,1881,2
2023-01-01 01:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1124,27,1241,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4246,1167,n/e,n/e,1,1,403,0,1186,19,1890,1
2023-01-01 02:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1112,27,1239,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,4019,1215,n/e,n/e,1,1,399,0,1161,19,1785,1
2023-01-01 03:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1046,26,1265,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3887,1243,n/e,n/e,1,1,401,0,1229,19,1792,1
2023-01-01 04:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1078,27,1269,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3664,1283,n/e,n/e,1,1,402,0,1253,19,1764,1
2023-01-01 05:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1047,26,1264,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,485,0,3914,1300,n/e,n/e,1,1,405,0,1297,19,1835,1
2023-01-01 06:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1061,26,1293,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3542,1343,n/e,n/e,1,1,407,0,1745,3,1670,1
2023-01-01 07:00:00+00:00,44,0,n/e,n/e,n/e,n/e,1088,27,1288,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3457,1327,n/e,n/e,1,1,412,0,2095,8,1879,1
2023-01-01 08:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1136,26,1294,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3459,1348,n/e,n/e,1,0,416,0,2161,4,1872,1
2023-01-01 09:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1168,27,1208,10,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,3992,1211,n/e,n/e,22,0,425,0,1931,19,2032,0
2023-01-01 10:00:00+00:00,45,0,n/e,n/e,n/e,n/e,1172,28,1213,11,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,0,0,n/e,n/e,n/e,n/e,486,0,4053,1105,n/e,n/e,61,0,413,0,1982,19,1990,0
