,PHOT,WTOF,WTON
2016-01-01 00:00:00,0.0,0.0,0.0
2016-01-01 00:15:00,0.0,0.0,0.0
2016-01-01 00:30:00,0.0,0.0,0.0
2016-01-01 00:45:00,0.0,0.0,0.0
2016-01-01 01:00:00,0.0,0.0,0.0
2016-01-01 01:15:00,0.0,0.0,0.0
2016-01-01 01:30:00,0.0,0.0,0.0
2016-01-01 01:45:00,0.0,0.0,0.0
2016-01-01 02:00:00,0.0,0.0,0.0
2016-01-01 02:15:00,0.0,0.0,0.0
2016-01-01 02:30:00,0.0,0.0,0.0
2016-01-01 02:45:00,0.0,0.0,0.0
2016-01-01 03:00:00,0.0,0.0,0.0
2016-01-01 03:15:00,0.0,0.0,0.0
2016-01-01 03:30:00,0.0,0.0,0.0
2016-01-01 03:45:00,0.0,0.0,0.0
2016-01-01 04:00:00,0.0,0.0,0.0
2016-01-01 04:15:00,0.0,0.0,0.0
2016-01-01 04:30:00,0.0,0.0,0.0
2016-01-01 04:45:00,0.0,0.0,0.0
2016-01-01 05:00:00,0.0,0.0,0.0
2016-01-01 05:15:00,0.01125,0.0,0.0
2016-01-01 05:30:00,0.0225,0.0,0.0
2016-01-01 05:45:00,0.033749999999999995,0.0,0.0
2016-01-01 06:00:00,0.045,0.0,0.0
2016-01-01 06:15:00,0.07175,0.0,0.0
2016-01-01 06:30:00,0.0985,0.0,0.0
2016-01-01 06:45:00,0.12525,0.0,0.0
2016-01-01 07:00:00,0.152,0.0,0.0
2016-01-01 07:15:00,0.16575,0.0,0.0
2016-01-01 07:30:00,0.1795,0.0,0.0
2016-01-01 07:45:00,0.19324999999999998,0.0,0.0
2016-01-01 08:00:00,0.207,0.0,0.0
2016-01-01 08:15:00,0.20675,0.0,0.0
2016-01-01 08:30:00,0.2065,0.0,0.0
2016-01-01 08:45:00,0.20625,0.0,0.0
2016-01-01 09:00:00,0.206,0.0,0.0
2016-01-01 09:15:00,0.19849999999999998,0.0,0.0
2016-01-01 09:30:00,0.19099999999999998,0.0,0.0
2016-01-01 09:45:00,0.1835,0.0,0.0
2016-01-01 10:00:00,0.176,0.0,0.0
2016-01-01 10:15:00,0.16675,0.0,0.0
2016-01-01 10:30:00,0.1575,0.0,0.0
2016-01-01 10:45:00,0.14825,0.0,0.0
2016-01-01 11:00:00,0.139,0.0,0.0
2016-01-01 11:15:00,0.1255,0.0,0.0
2016-01-01 11:30:00,0.11200000000000002,0.0,0.0
2016-01-01 11:45:00,0.0985,0.0,0.0
2016-01-01 12:00:00,0.085,0.0,0.0
2016-01-01 12:15:00,0.07025,0.0,0.0
2016-01-01 12:30:00,0.0555,0.0,0.0
2016-01-01 12:45:00,0.040749999999999995,0.0,0.0
2016-01-01 13:00:00,0.026,0.0,0.0
2016-01-01 13:15:00,0.0195,0.0,0.0
2016-01-01 13:30:00,0.013,0.0,0.0
2016-01-01 13:45:00,0.006499999999999999,0.0,0.0
2016-01-01 14:00:00,0.0,0.0,0.0
2016-01-01 14:15:00,0.0,0.0,0.0
2016-01-01 14:30:00,0.0,0.0,0.0
2016-01-01 14:45:00,0.0,0.0,0.0
2016-01-01 15:00:00,0.0,0.0,0.0
2016-01-01 15:15:00,0.0,0.0,0.0
2016-01-01 15:30:00,0.0,0.0,0.0
2016-01-01 15:45:00,0.0,0.0,0.0
2016-01-01 16:00:00,0.0,0.0,0.0
2016-01-01 16:15:00,0.0,0.0,0.0
2016-01-01 16:30:00,0.0,0.0,0.0
2016-01-01 16:45:00,0.0,0.0,0.0
2016-01-01 17:00:00,0.0,0.0,0.0
2016-01-01 17:15:00,0.0,0.0,0.0
2016-01-01 17:30:00,0.0,0.0,0.0
2016-01-01 17:45:00,0.0,0.0,0.0
2016-01-01 18:00:00,0.0,0.0,0.0
2016-01-01 18:15:00,0.0,0.0,0.0
2016-01-01 18:30:00,0.0,0.0,0.0
2016-01-01 18:45:00,0.0,0.0,0.0
2016-01-01 19:00:00,0.0,0.0,0.0
2016-01-01 19:15:00,0.0,0.0,0.0
2016-01-01 19:30:00,0.0,0.0,0.0
2016-01-01 19:45:00,0.0,0.0,0.0
2016-01-01 20:00:00,0.0,0.0,0.0
2016-01-01 20:15:00,0.0,0.0,0.0
2016-01-01 20:30:00,0.0,0.0,0.0
2016-01-01 20:45:00,0.0,0.0,0.0
2016-01-01 21:00:00,0.0,0.0,0.0
2016-01-01 21:15:00,0.0,0.0,0.0
2016-01-01 21:30:00,0.0,0.0,0.0
2016-01-01 21:45:00,0.0,0.0,0.0
2016-01-01 22:00:00,0.0,0.0,0.0
2016-01-01 22:15:00,0.0,0.0,0.0
2016-01-01 22:30:00,0.0,0.0,0.0
2016-01-01 22:45:00,0.0,0.0,0.0
2016-01-01 23:00:00,0.0,0.0,0.0
2016-01-01 23:15:00,0.0,0.0,0.0
2016-01-01 23:30:00,0.0,0.0,0.0
2016-01-01 23:45:00,0.0,0.0,0.0
2016-01-02 00:00:00,0.0,0.0,0.0
2016-01-02 00:15:00,0.0,0.0,0.0
2016-01-02 00:30:00,0.0,0.0,0.0
2016-01-02 00:45:00,0.0,0.0,0.0
2016-01-02 01:00:00,0.0,0.0,0.0
2016-01-02 01:15:00,0.0,0.0,0.0
2016-01-02 01:30:00,0.0,0.0,0.0
2016-01-02 01:45:00,0.0,0.0,0.0
2016-01-02 02:00:00,0.0,0.0,0.0
2016-01-02 02:15:00,0.0,0.0,0.0
2016-01-02 02:30:00,0.0,0.0,0.0
2016-01-02 02:45:00,0.0,0.0,0.0
2016-01-02 03:00:00,0.0,0.0,0.0
2016-01-02 03:15:00,0.0,0.0,0.0
2016-01-02 03:30:00,0.0,0.0,0.0
2016-01-02 03:45:00,0.0,0.0,0.0
2016-01-02 04:00:00,0.0,0.0,0.0
2016-01-02 04:15:00,0.0,0.0,0.0
2016-01-02 04:30:00,0.0,0.0,0.0
2016-01-02 04:45:00,0.0,0.0,0.0
2016-01-02 05:00:00,0.0,0.0,0.0
2016-01-02 05:15:00,0.0105,0.0,0.0
2016-01-02 05:30:00,0.021,0.0,0.0
2016-01-02 05:45:00,0.0315,0.0,0.0
2016-01-02 06:00:00,0.042,0.0,0.0
2016-01-02 06:15:00,0.0685,0.0,0.0
2016-01-02 06:30:00,0.095,0.0,0.0
2016-01-02 06:45:00,0.1215,0.0,0.0
2016-01-02 07:00:00,0.148,0.0,0.0
2016-01-02 07:15:00,0.16625,0.0,0.0
2016-01-02 07:30:00,0.1845,0.0,0.0
2016-01-02 07:45:00,0.20274999999999999,0.0,0.0
2016-01-02 08:00:00,0.221,0.0,0.0
2016-01-02 08:15:00,0.23375,0.0,0.0
2016-01-02 08:30:00,0.2465,0.0,0.0
2016-01-02 08:45:00,0.25925000000000004,0.0,0.0
2016-01-02 09:00:00,0.272,0.0,0.0
2016-01-02 09:15:00,0.2695,0.0,0.0
2016-01-02 09:30:00,0.267,0.0,0.0
2016-01-02 09:45:00,0.2645,0.0,0.0
2016-01-02 10:00:00,0.262,0.0,0.0
2016-01-02 10:15:00,0.24975,0.0,0.0
2016-01-02 10:30:00,0.2375,0.0,0.0
2016-01-02 10:45:00,0.22525,0.0,0.0
2016-01-02 11:00:00,0.213,0.0,0.0
2016-01-02 11:15:00,0.193,0.0,0.0
2016-01-02 11:30:00,0.173,0.0,0.0
2016-01-02 11:45:00,0.153,0.0,0.0
2016-01-02 12:00:00,0.133,0.0,0.0
2016-01-02 12:15:00,0.1115,0.0,0.0
2016-01-02 12:30:00,0.09,0.0,0.0
2016-01-02 12:45:00,0.0685,0.0,0.0
2016-01-02 13:00:00,0.047,0.0,0.0
2016-01-02 13:15:00,0.035250000000000004,0.0,0.0
2016-01-02 13:30:00,0.0235,0.0,0.0
2016-01-02 13:45:00,0.011749999999999997,0.0,0.0
2016-01-02 14:00:00,0.0,0.0,0.0
2016-01-02 14:15:00,0.0,0.0,0.0
2016-01-02 14:30:00,0.0,0.0,0.0
2016-01-02 14:45:00,0.0,0.0,0.0
2016-01-02 15:00:00,0.0,0.0,0.0
2016-01-02 15:15:00,0.0,0.0,0.0
2016-01-02 15:30:00,0.0,0.0,0.0
2016-01-02 15:45:00,0.0,0.0,0.0
2016-01-02 16:00:00,0.0,0.0,0.0
2016-01-02 16:15:00,0.0,0.0,0.0
2016-01-02 16:30:00,0.0,0.0,0.0
2016-01-02 16:45:00,0.0,0.0,0.0
2016-01-02 17:00:00,0.0,0.0,0.0
2016-01-02 17:15:00,0.0,0.0,0.0
2016-01-02 17:30:00,0.0,0.0,0.0
2016-01-02 17:45:00,0.0,0.0,0.0
2016-01-02 18:00:00,0.0,0.0,0.0
2016-01-02 18:15:00,0.0,0.0,0.0
2016-01-02 18:30:00,0.0,0.0,0.0
2016-01-02 18:45:00,0.0,0.0,0.0
2016-01-02 19:00:00,0.0,0.0,0.0
2016-01-02 19:15:00,0.0,0.0,0.0
2016-01-02 19:30:00,0.0,0.0,0.0
2016-01-02 19:45:00,0.0,0.0,0.0
2016-01-02 20:00:00,0.0,0.0,0.0
2016-01-02 20:15:00,0.0,0.0,0.0
2016-01-02 20:30:00,0.0,0.0,0.0
2016-01-02 20:45:00,0.0,0.0,0.0
2016-01-02 21:00:00,0.0,0.0,0.0
2016-01-02 21:15:00,0.0,0.0,0.0
2016-01-02 21:30:00,0.0,0.0,0.0
2016-01-02 21:45:00,0.0,0.0,0.0
2016-01-02 22:00:00,0.0,0.0,0.0
2016-01-02 22:15:00,0.0,0.0,0.0
2016-01-02 22:30:00,0.0,0.0,0.0
2016-01-02 22:45:00,0.0,0.0,0.0
2016-01-02 23:00:00,0.0,0.0,0.0
2016-01-02 23:15:00,0.0,0.0,0.0
2016-01-02 23:30:00,0.0,0.0,0.0
2016-01-02 23:45:00,0.0,0.0,0.0
2016-01-03 00:00:00,0.0,0.0,0.0
2016-01-03 00:15:00,0.0,0.0,0.0
2016-01-03 00:30:00,0.0,0.0,0.0
2016-01-03 00:45:00,0.0,0.0,0.0
2016-01-03 01:00:00,0.0,0.0,0.0
2016-01-03 01:15:00,0.0,0.0,0.0
2016-01-03 01:30:00,0.0,0.0,0.0
2016-01-03 01:45:00,0.0,0.0,0.0
2016-01-03 02:00:00,0.0,0.0,0.0
2016-01-03 02:15:00,0.0,0.0,0.0
2016-01-03 02:30:00,0.0,0.0,0.0
2016-01-03 02:45:00,0.0,0.0,0.0
2016-01-03 03:00:00,0.0,0.0,0.0
2016-01-03 03:15:00,0.0,0.0,0.0
2016-01-03 03:30:00,0.0,0.0,0.0
2016-01-03 03:45:00,0.0,0.0,0.0
2016-01-03 04:00:00,0.0,0.0,0.0
2016-01-03 04:15:00,0.0,0.0,0.0
2016-01-03 04:30:00,0.0,0.0,0.0
2016-01-03 04:45:00,0.0,0.0,0.0
2016-01-03 05:00:00,0.0,0.0,0.0
2016-01-03 05:15:00,0.01225,0.0,0.0
2016-01-03 05:30:00,0.0245,0.0,0.0
2016-01-03 05:45:00,0.036750000000000005,0.0,0.0
2016-01-03 06:00:00,0.049,0.0,0.0
2016-01-03 06:15:00,0.078,0.0,0.0
2016-01-03 06:30:00,0.10700000000000001,0.0,0.0
2016-01-03 06:45:00,0.136,0.0,0.0
2016-01-03 07:00:00,0.165,0.0,0.0
2016-01-03 07:15:00,0.1915,0.0,0.0
2016-01-03 07:30:00,0.21800000000000003,0.0,0.0
2016-01-03 07:45:00,0.24450000000000002,0.0,0.0
2016-01-03 08:00:00,0.271,0.0,0.0
2016-01-03 08:15:00,0.28825,0.0,0.0
2016-01-03 08:30:00,0.3055,0.0,0.0
2016-01-03 08:45:00,0.32275000000000004,0.0,0.0
2016-01-03 09:00:00,0.34,0.0,0.0
2016-01-03 09:15:00,0.34800000000000003,0.0,0.0
2016-01-03 09:30:00,0.356,0.0,0.0
2016-01-03 09:45:00,0.364,0.0,0.0
2016-01-03 10:00:00,0.372,0.0,0.0
2016-01-03 10:15:00,0.36975,0.0,0.0
2016-01-03 10:30:00,0.3675,0.0,0.0
2016-01-03 10:45:00,0.36524999999999996,0.0,0.0
2016-01-03 11:00:00,0.363,0.0,0.0
2016-01-03 11:15:00,0.348,0.0,0.0
2016-01-03 11:30:00,0.33299999999999996,0.0,0.0
2016-01-03 11:45:00,0.318,0.0,0.0
2016-01-03 12:00:00,0.303,0.0,0.0
2016-01-03 12:15:00,0.26,0.0,0.0
2016-01-03 12:30:00,0.217,0.0,0.0
2016-01-03 12:45:00,0.17400000000000002,0.0,0.0
2016-01-03 13:00:00,0.131,0.0,0.0
2016-01-03 13:15:00,0.09825,0.0,0.0
2016-01-03 13:30:00,0.0655,0.0,0.0
2016-01-03 13:45:00,0.03275,0.0,0.0
2016-01-03 14:00:00,0.0,0.0,0.0
2016-01-03 14:15:00,0.0,0.0,0.0
2016-01-03 14:30:00,0.0,0.0,0.0
2016-01-03 14:45:00,0.0,0.0,0.0
2016-01-03 15:00:00,0.0,0.0,0.0
2016-01-03 15:15:00,0.0,0.0,0.0
2016-01-03 15:30:00,0.0,0.0,0.0
2016-01-03 15:45:00,0.0,0.0,0.0
2016-01-03 16:00:00,0.0,0.0,0.0
2016-01-03 16:15:00,0.0,0.0,0.0
2016-01-03 16:30:00,0.0,0.0,0.0
2016-01-03 16:45:00,0.0,0.0,0.0
2016-01-03 17:00:00,0.0,0.0,0.0
2016-01-03 17:15:00,0.0,0.0,0.0
2016-01-03 17:30:00,0.0,0.0,0.0
2016-01-03 17:45:00,0.0,0.0,0.0
2016-01-03 18:00:00,0.0,0.0,0.0
2016-01-03 18:15:00,0.0,0.0,0.0
2016-01-03 18:30:00,0.0,0.0,0.0
2016-01-03 18:45:00,0.0,0.0,0.0
2016-01-03 19:00:00,0.0,0.0,0.0
2016-01-03 19:15:00,0.0,0.0,0.0
2016-01-03 19:30:00,0.0,0.0,0.0
2016-01-03 19:45:00,0.0,0.0,0.0
2016-01-03 20:00:00,0.0,0.0,0.0
2016-01-03 20:15:00,0.0,0.0,0.0
2016-01-03 20:30:00,0.0,0.0,0.0
2016-01-03 20:45:00,0.0,0.0,0.0
2016-01-03 21:00:00,0.0,0.0,0.0
2016-01-03 21:15:00,0.0,0.0,0.0
2016-01-03 21:30:00,0.0,0.0,0.0
2016-01-03 21:45:00,0.0,0.0,0.0
2016-01-03 22:00:00,0.0,0.0,0.0
2016-01-03 22:15:00,0.0,0.0,0.0
2016-01-03 22:30:00,0.0,0.0,0.0
2016-01-03 22:45:00,0.0,0.0,0.0
2016-01-03 23:00:00,0.0,0.0,0.0
2016-01-03 23:15:00,0.0,0.0,0.0
2016-01-03 23:30:00,0.0,0.0,0.0
2016-01-03 23:45:00,0.0,0.0,0.0
2016-01-04 00:00:00,0.0,0.0,0.0
2016-01-04 00:15:00,0.0,0.0,0.0
2016-01-04 00:30:00,0.0,0.0,0.0
2016-01-04 00:45:00,0.0,0.0,0.0
2016-01-04 01:00:00,0.0,0.0,0.0
2016-01-04 01:15:00,0.0,0.0,0.0
2016-01-04 01:30:00,0.0,0.0,0.0
2016-01-04 01:45:00,0.0,0.0,0.0
2016-01-04 02:00:00,0.0,0.0,0.0
2016-01-04 02:15:00,0.0,0.0,0.0
2016-01-04 02:30:00,0.0,0.0,0.0
2016-01-04 02:45:00,0.0,0.0,0.0
2016-01-04 03:00:00,0.0,0.0,0.0
2016-01-04 03:15:00,0.0,0.0,0.0
2016-01-04 03:30:00,0.0,0.0,0.0
2016-01-04 03:45:00,0.0,0.0,0.0
2016-01-04 04:00:00,0.0,0.0,0.0
2016-01-04 04:15:00,0.0,0.0,0.0
2016-01-04 04:30:00,0.0,0.0,0.0
2016-01-04 04:45:00,0.0,0.0,0.0
2016-01-04 05:00:00,0.0,0.0,0.0
2016-01-04 05:15:00,0.027,0.0,0.0
2016-01-04 05:30:00,0.054,0.0,0.0
2016-01-04 05:45:00,0.081,0.0,0.0
2016-01-04 06:00:00,0.108,0.0,0.0
2016-01-04 06:15:00,0.14750000000000002,0.0,0.0
2016-01-04 06:30:00,0.187,0.0,0.0
2016-01-04 06:45:00,0.22650000000000003,0.0,0.0
2016-01-04 07:00:00,0.266,0.0,0.0
2016-01-04 07:15:00,0.29450000000000004,0.0,0.0
2016-01-04 07:30:00,0.323,0.0,0.0
2016-01-04 07:45:00,0.35150000000000003,0.0,0.0
2016-01-04 08:00:00,0.38,0.0,0.0
2016-01-04 08:15:00,0.39275,0.0,0.0
2016-01-04 08:30:00,0.40549999999999997,0.0,0.0
2016-01-04 08:45:00,0.41825,0.0,0.0
2016-01-04 09:00:00,0.431,0.0,0.0
2016-01-04 09:15:00,0.432,0.0,0.0
2016-01-04 09:30:00,0.433,0.0,0.0
2016-01-04 09:45:00,0.434,0.0,0.0
2016-01-04 10:00:00,0.435,0.0,0.0
2016-01-04 10:15:00,0.4195,0.0,0.0
2016-01-04 10:30:00,0.40399999999999997,0.0,0.0
2016-01-04 10:45:00,0.3885,0.0,0.0
2016-01-04 11:00:00,0.373,0.0,0.0
2016-01-04 11:15:00,0.34249999999999997,0.0,0.0
2016-01-04 11:30:00,0.312,0.0,0.0
2016-01-04 11:45:00,0.2815,0.0,0.0
2016-01-04 12:00:00,0.251,0.0,0.0
2016-01-04 12:15:00,0.20875,0.0,0.0
2016-01-04 12:30:00,0.16649999999999995,0.0,0.0
2016-01-04 12:45:00,0.12424999999999994,0.0,0.0
2016-01-04 13:00:00,0.0819999999999999,0.0,0.0
2016-01-04 13:15:00,0.06149999999999993,0.0,0.0
2016-01-04 13:30:00,0.04099999999999995,0.0,0.0
2016-01-04 13:45:00,0.020499999999999977,0.0,0.0
2016-01-04 14:00:00,0.0,0.0,0.0
2016-01-04 14:15:00,0.0,0.0,0.0
2016-01-04 14:30:00,0.0,0.0,0.0
2016-01-04 14:45:00,0.0,0.0,0.0
2016-01-04 15:00:00,0.0,0.0,0.0
2016-01-04 15:15:00,0.0,0.0,0.0
2016-01-04 15:30:00,0.0,0.0,0.0
2016-01-04 15:45:00,0.0,0.0,0.0
2016-01-04 16:00:00,0.0,0.0,0.0
2016-01-04 16:15:00,0.0,0.0,0.0
2016-01-04 16:30:00,0.0,0.0,0.0
2016-01-04 16:45:00,0.0,0.0,0.0
2016-01-04 17:00:00,0.0,0.0,0.0
2016-01-04 17:15:00,0.0,0.0,0.0
2016-01-04 17:30:00,0.0,0.0,0.0
2016-01-04 17:45:00,0.0,0.0,0.0
2016-01-04 18:00:00,0.0,0.0,0.0
2016-01-04 18:15:00,0.0,0.0,0.0
2016-01-04 18:30:00,0.0,0.0,0.0
2016-01-04 18:45:00,0.0,0.0,0.0
2016-01-04 19:00:00,0.0,0.0,0.0
2016-01-04 19:15:00,0.0,0.0,0.0
2016-01-04 19:30:00,0.0,0.0,0.0
2016-01-04 19:45:00,0.0,0.0,0.0
2016-01-04 20:00:00,0.0,0.0,0.0
2016-01-04 20:15:00,0.0,0.0,0.0
2016-01-04 20:30:00,0.0,0.0,0.0
2016-01-04 20:45:00,0.0,0.0,0.0
2016-01-04 21:00:00,0.0,0.0,0.0
2016-01-04 21:15:00,0.0,0.0,0.0
2016-01-04 21:30:00,0.0,0.0,0.0
2016-01-04 21:45:00,0.0,0.0,0.0
2016-01-04 22:00:00,0.0,0.0,0.0
2016-01-04 22:15:00,0.0,0.0,0.0
2016-01-04 22:30:00,0.0,0.0,0.0
2016-01-04 22:45:00,0.0,0.0,0.0
2016-01-04 23:00:00,0.0,0.0,0.0
2016-01-04 23:15:00,0.0,0.0,0.0
2016-01-04 23:30:00,0.0,0.0,0.0
