Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,links H2 Fuel Cell_FR_6,0.0007089785503944126,1,FR,,,REFC,HYD,0.675,2.25,1.1,0.25,0.25,60.0,7.5,6.0,0.25,0.44,0.166666667,0.0,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_FR_1,0.07510495772473262,1,FR,,,GTUR,HYD,0.24,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.6979286075,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_FR_2,0.03755247886236631,1,FR,,,COMC,HYD,0.525,5.0,1.0,0.2482222222,0.2482222222,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links H2 turbine_FR_3,0.018776239431183155,1,FR,,,ICEN,HYD,0.49,0.0,0.0,1.0,1.0,,,0.0,0.3,0.49,0.0,0.489795918367347,,,,,,,,,,,,,,,,,,,,
,links Haber-Bosch_FR,0.0176342858858996,1,FR,,,HBBS,ELE,0.875,36.0,18.0,0.6,0.6,4000.0,37.5,30.0,0.6,0.6,12.0,0.0,,,,,,,,,,,,,,,,,,,,
,links V2G_FR,78228.92,1,FR,,,BEVS,ELE,0.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,,,,,,,,,547602.44,0.0,2276.0,0.95,,,,,,,,
,links ammonia cracker_FR,0.0343228124159587,1,FR,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links battery discharger_FR,17128.839013548724,1,FR,,,BATS,ELE,0.935,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,,0.0,0.0,,,,,,,,,105443.08962614532,0.0008,5.0,0.935,,,,,,,,
,links methanolisation_FR,0.0970184018241359,1,FR,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,links nuclear_FR,8650.040203143108,1,FR,,,STUR,NUC,0.45,8.0,6.0,0.0007565441,0.0007565441,2000.0,0.0,0.0,0.2,0.45,7.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential rural air heat pump_FR,0.0377475803093823,1,FR,,,ASHP,ELE,1.0,0.175,0.175,0.925,0.79,2.5,,0.0,0.325,1.0,0.125,0.0,p2h,1.0,0.0,0.10569322486627043,2.8,,,,,,,,,,,,,,,
,links residential rural ground heat pump_FR,1019.0059776176512,1,FR,,,GSHP,ELE,1.0,0.125,0.125,0.8,0.8,0.0,,0.0,0.2,1.0,0.25,0.0,p2h,1.0,0.0,3566.520921661779,3.5,,,,,,,,,,,,,,,
,links residential rural resistive heater_FR,1658.6904226803022,1,FR,,,REHE,ELE,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.15,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links residential urban decentral air heat pump_FR,1142.4799197258153,1,FR,,,ASHP,ELE,1.0,0.375,0.375,0.6,0.6,125.0,,0.0,0.3,1.0,0.75,0.0,p2h,1.0,0.0,3198.943775232283,2.8,,,,,,,,,,,,,,,
,links residential urban decentral resistive heater_FR,8480.082801606022,1,FR,,,REHE,ELE,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.15,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services rural air heat pump_FR,0.0395016590797461,1,FR,,,ASHP,ELE,1.0,0.175,0.175,0.925,0.79,2.5,,0.0,0.325,1.0,0.125,0.0,p2h,1.0,0.0,0.11060464542328907,2.8,,,,,,,,,,,,,,,
,links services rural ground heat pump_FR,772.228168212835,1,FR,,,GSHP,ELE,1.0,0.125,0.125,0.8,0.8,0.0,,0.0,0.2,1.0,0.25,0.0,p2h,1.0,0.0,2702.7985887449227,3.5,,,,,,,,,,,,,,,
,links services rural resistive heater_FR,595.6147126273191,1,FR,,,REHE,ELE,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.15,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,links services urban decentral air heat pump_FR,485.6427584702564,1,FR,,,ASHP,ELE,1.0,0.375,0.375,0.6,0.6,125.0,,0.0,0.3,1.0,0.75,0.0,p2h,1.0,0.0,1359.7997237167178,2.8,,,,,,,,,,,,,,,
,links services urban decentral resistive heater_FR,3761.929222380426,1,FR,,,REHE,ELE,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.15,1.0,0.0,0.0,p2h,1.0,0.0,3761.929222380426,1.0,,,,,,,,,,,,,,,
,links urban central air heat pump_FR,0.0270343785892098,1,FR,,,ASHP,ELE,1.0,0.175,0.175,0.925,0.79,2.5,,0.0,0.325,1.0,0.125,0.0,p2h,1.0,0.0,0.07569626004978744,2.8,,,,,,,,,,,,,,,
,links urban central gas CHP_FR_1,8276.236813123805,1,FR,,,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,back-pressure,1.0,0.0,8276.236813123805,,,,,,,,,,,,,,,,
,links urban central gas CHP_FR_2,4138.118406561903,1,FR,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,back-pressure,1.5,0.0,2758.745604374602,,,,,,,,,,,,,,,,
,links urban central gas CHP_FR_3,2069.0592032809514,1,FR,,,STUR,GAS,0.41,8.0,6.0,0.0025693731,0.0025693731,35280.965,0.0,0.0,0.3,0.41,7.0,0.79,back-pressure,1.5,0.0,1379.372802187301,,,,,,,,,,,,,,,,
,links urban central gas CHP_FR_4,1034.5296016404757,1,FR,,,ICEN,GAS,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,back-pressure,2.0,0.0,517.2648008202378,,,,,,,,,,,,,,,,
,links urban central resistive heater_FR,5731.136417941782,1,FR,,,REHE,ELE,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.15,1.0,0.0,0.0,p2h,1.0,0.0,5731.136417941782,1.0,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_FR_1,3867.203248068655,1,FR,,,STUR,BIO,0.385,8.0,6.0,0.0011964585,0.0011964585,136849.915,0.0,0.0,0.3,0.385,7.0,1.0,back-pressure,1.5,0.0,2578.1354987124364,,,,,,,,,,,,,,,,
,links urban central solid biomass CHP_FR_2,1933.6016240343274,1,FR,,,ICEN,BIO,0.421,,,0.0572,0.0572,1200.0,85.0,0.0,0.8581,0.4063,0.0,0.0,back-pressure,2.0,0.0,966.8008120171637,,,,,,,,,,,,,,,,
,storage_units PHS_FR,5236.3,1,FR,,,HPHS,WAT,0.8,0.0,0.0,0.066666667,0.066666667,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,84112.15301891437,0.0,2971.1,0.8,,,,,,,,
,storage_units hydro_FR,8573.49299363057,1,FR,,,HDAM,WAT,0.8,0.0,0.0,0.0666666666666667,0.0666666666666667,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,9799999.985173386,0.0,0.0,0.8,,,,,,,,
,links CCGT_FR_1,8449.199433753705,1,FR,,,COMC,GAS,0.525,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links CCGT_FR_3,261.3154464047538,1,FR,,,COMC,BIO,0.55,5.0,1.0,0.045222672,0.045222672,112542.12,0.0,0.0,0.4,0.525,1.0,0.45,,,,,,,,,,,,,,,,,,,,
,links OCGT_FR_1,18266.22655738356,1,FR,,,GTUR,GAS,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_FR_3,1014.7903642990867,1,FR,,,GTUR,OIL,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
,links OCGT_FR_5,1014.7903642990867,1,FR,,,GTUR,BIO,0.4,5.0,1.0,0.085923077,0.085923077,112542.12,0.0,0.0,0.2,0.525,1.0,0.65,,,,,,,,,,,,,,,,,,,,
