00:00 - 01:00,660,,n/e,n/e,n/e,n/e,227,,334,,38,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,171,,1866,,1262,
01:00 - 02:00,468,,n/e,n/e,n/e,n/e,215,,331,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,169,,1875,,1308,
02:00 - 03:00,511,,n/e,n/e,n/e,n/e,212,,331,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,169,,1904,,1189,
03:00 - 04:00,519,,n/e,n/e,n/e,n/e,213,,333,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,169,,1738,,1051,
04:00 - 05:00,558,,n/e,n/e,n/e,n/e,214,,332,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,169,,1436,,1048,
05:00 - 06:00,468,,n/e,n/e,n/e,n/e,215,,332,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,169,,1505,,878,
06:00 - 07:00,505,,n/e,n/e,n/e,n/e,223,,331,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,168,,1391,,827,
07:00 - 08:00,554,,n/e,n/e,n/e,n/e,226,,332,,37,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,165,,1407,,617,
08:00 - 09:00,720,,n/e,n/e,n/e,n/e,232,,421,,40,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1,,170,,1098,,474,
09:00 - 10:00,714,,n/e,n/e,n/e,n/e,246,,544,,48,,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12,,171,,734,,346,
