index,FR -> IT,FR -> BE,FR -> ES,FR -> DE,FR -> UK,FR -> CH
2022-01-01 03:00:00+0000,1259.0,0.0,3075.0,117.0,0.0,627.0
2022-01-01 04:00:00+0000,1190.0,0.0,3112.0,239.0,0.0,670.0
2022-01-01 05:00:00+0000,1285.0,0.0,3162.0,312.0,0.0,681.0
2022-01-01 06:00:00+0000,1415.0,0.0,3068.0,504.0,0.0,707.0
2022-01-01 07:00:00+0000,1720.0,0.0,2926.0,1147.0,0.0,1140.0
2022-01-01 08:00:00+0000,1888.0,0.0,2774.0,1579.0,0.0,1334.0
2022-01-01 09:00:00+0000,2083.0,0.0,1841.0,2112.0,0.0,1630.0
2022-01-01 10:00:00+0000,2121.0,51.0,1306.0,2681.0,0.0,1730.0
2022-01-01 11:00:00+0000,1902.0,0.0,2117.0,2122.0,0.0,1192.0
2022-01-01 12:00:00+0000,1855.0,0.0,3072.0,2302.0,0.0,1103.0
2022-01-01 13:00:00+0000,2494.0,296.0,2735.0,2872.0,0.0,1812.0
2022-01-01 14:00:00+0000,3090.0,983.0,1187.0,3443.0,0.0,2594.0
2022-01-01 15:00:00+0000,3090.0,905.0,1508.0,3295.0,0.0,2545.0
2022-01-01 16:00:00+0000,2855.0,106.0,1906.0,2782.0,256.0,2145.0
2022-01-01 17:00:00+0000,2494.0,0.0,2848.0,1861.0,526.0,1551.0
2022-01-01 18:00:00+0000,2283.0,0.0,3172.0,1268.0,0.0,1487.0
2022-01-01 19:00:00+0000,2315.0,0.0,3187.0,1081.0,460.0,1404.0
2022-01-01 20:00:00+0000,2417.0,0.0,3148.0,1309.0,148.0,1580.0
2022-01-01 21:00:00+0000,2168.0,0.0,3247.0,824.0,420.0,1181.0
2022-01-01 22:00:00+0000,2094.0,0.0,3160.0,747.0,0.0,1236.0
2022-01-01 23:00:00+0000,2186.0,0.0,3202.0,831.0,0.0,1797.0
2022-01-02 00:00:00+0000,1825.0,0.0,3146.0,544.0,0.0,1515.0
2022-01-02 01:00:00+0000,1615.0,0.0,3214.0,755.0,0.0,1529.0
2022-01-02 02:00:00+0000,1499.0,0.0,3145.0,832.0,0.0,1433.0
2022-01-02 03:00:00+0000,1553.0,0.0,3144.0,1466.0,0.0,1605.0
2022-01-02 04:00:00+0000,1569.0,0.0,3171.0,1768.0,0.0,1925.0
2022-01-02 05:00:00+0000,1752.0,0.0,3230.0,1712.0,0.0,2014.0
2022-01-02 06:00:00+0000,1739.0,0.0,3153.0,1425.0,0.0,1765.0
