Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
GB2 0  onwind-2025,373.5136965521463,1,UK,,,WTON,WIN,1.0,0.0,0.0,0.275,0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0  solar-2025,568.8360029931513,1,UK,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0  solar-2025,512.1639970068487,1,UK,,,PHOT,SUN,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 OCGT-2030,14643.576187661598,1,UK,,,GTUR,GAS,0.41,0.55,0.625,0.15415,0.15415,47.26,0.0,0.73,0.35,0.525,0.1,0.65,,,,,,,,,,,,,,,,,,,,
GB2 0 OCGT-2030,0.4557450575202313,1,UK,,,GTUR,GAS,0.41,0.0,0.0,0.166666666666667,0.166666666666667,0.0,0.0,0.0,0.2,0.425,0.166666666666667,0.65,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2030,0.913758299765637,1,UK,,,COMC,GAS,0.58,3.125,3.25,0.06415,0.06415,21.4,0.0,0.375,0.325,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB2 0 CCGT-2030,0.1914151693552299,1,UK,,,COMC,GAS,0.58,3.125,3.25,0.06415,0.06415,21.4,0.0,0.375,0.325,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 nuclear-2030,0.0400431253189824,1,UK,,,STUR,NUC,0.326,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0 nuclear-2030,0.0373607161737319,1,UK,,,STUR,NUC,0.326,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 H2 Fuel Cell-2030,0.0793058055756676,1,UK,,,ICEN,HYD,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
GB2 0 H2 Fuel Cell-2030,0.0660541184435238,1,UK,,,ICEN,HYD,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
GB0 0 H2 turbine-2030,0.2680047573098263,1,UK,,,GTUR,HYD,0.397,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.65,,,,,,,,,,,,,,,,,,,,
GB2 0 H2 turbine-2030,0.1879083021384738,1,UK,,,GTUR,HYD,0.397,0.0,0.0,0.092068966,0.092068966,1866.996374,868.0702473,0.0,0.172413793,0.11,0.0,0.65,,,,,,,,,,,,,,,,,,,,
GB0 0 urban central gas CHP CC-2030,0.1150186612109205,1,UK,,,ICEN,GAS,0.3882199999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
GB2 0 urban central gas CHP CC-2030,0.0949357472012892,1,UK,,,ICEN,GAS,0.3882199999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.49,0.0,0.7,,,,,,,,,,,,,,,,,,,,
GB0 0 urban central solid biomass CHP-2030,2439.7482546556294,1,UK,,,STUR,BIO,0.2699,8.0,6.0,0.0111607143,0.0111607143,2000.0,0.0,0.0,0.2,0.45,0.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0 urban central solid biomass CHP-2030,24.0546836273363,1,UK,,,STUR,BIO,0.2699,4.0,6.0,0.02,0.02,0.0,0.0,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 urban central solid biomass CHP CC-2030,0.0644382631357893,1,UK,,,STUR,BIO,0.2295629999999999,4.0,6.0,0.02,0.02,0.0,0.0,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0 urban central solid biomass CHP CC-2030,0.0646946623752431,1,UK,,,STUR,BIO,0.2295629999999999,4.0,6.0,0.02,0.02,0.0,0.0,1.3,0.35,0.35,1.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 nuclear-1965,5284.0,1,UK,,,STUR,NUC,1.0,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0 CCGT-1970,473.0,1,UK,,,COMC,GAS,0.58,3.125,3.25,0.06415,0.06415,21.4,0.0,0.375,0.325,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 nuclear-1970,1320.0,1,UK,,,STUR,NUC,1.0,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB2 0 CCGT-1975,720.0,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0163304094,0.0163304094,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 nuclear-1985,2676.0,1,UK,,,STUR,NUC,1.0,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 nuclear-1990,1370.0,1,UK,,,STUR,NUC,1.0,87.0,26.0,0.05125,0.05125,200000.0,0.0,0.0,0.35,0.405,6.0,0.0,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-1995,6064.453007396333,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2000,11128.122432146843,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0012681653,0.0012681653,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2005,4295.1,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2010,5966.0,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0013141176,0.0013141176,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2015,3800.0,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0055710723,0.0055710723,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2020,1139.5,1,UK,,,COMC,GAS,0.58,5.0,1.0,0.0087814465,0.0087814465,112542.12,0.0,0.0,0.4,0.525,1.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 CCGT-2025,449.8,1,UK,,,COMC,GAS,0.58,3.125,3.25,0.06415,0.06415,21.4,0.0,0.375,0.325,0.525,0.0,0.4,,,,,,,,,,,,,,,,,,,,
GB0 0 PHS,440.0,1,UK,,,HPHS,WAT,0.8660254037844386,0.0,0.0,0.6593406593,0.6593406593,0.0,0.0,0.0,0.0,0.86,0.3,0.0,,,,,,,,,7000.0,0.0,,0.8660254037844386,,,,,,,,
GB0 0 hydro,221.5,1,UK,,,HDAM,WAT,0.9,0.0,0.0,0.3982300885,0.3982300885,0.0,0.0,0.0,0.0,0.85,0.3,0.0,,,,,,,,,199999.99999999997,0.0,,0.0,,,,,,,,
Resistive_Heaters_VPP,19128.756664153996,1,UK,,,P2BS,ELE,0.9450688716878245,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,72399.89768314484,0.007001791213068849,19128.756664153996,0.0,,,DHW_VPP,0.9450688716878245,0.9450688716878245,0.0,0.0,0.0
