00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,76,,124,,393,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,0,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,31,,126,,345,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,0,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,18,,135,,312,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,13,,135,,339,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,25,,124,,277,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,28,,121,,302,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,27,,127,,287,,n/e,n/e,3242,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,48,,127,,307,,n/e,n/e,3253,,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,1,
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,58,,118,,324,,n/e,n/e,3247,,n/e,n/e,n/e,n/e,13,,n/e,n/e,n/e,n/e,1,
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,34,,123,,319,,n/e,n/e,3247,,n/e,n/e,n/e,n/e,27,,n/e,n/e,n/e,n/e,1,
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,23,,119,,324,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,38,,n/e,n/e,n/e,n/e,1,
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,108,,127,,325,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,42,,n/e,n/e,n/e,n/e,1,
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,92,,127,,374,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,38,,n/e,n/e,n/e,n/e,2,
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,91,,131,,318,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,25,,n/e,n/e,n/e,n/e,2,
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,88,,129,,325,,n/e,n/e,3244,,n/e,n/e,n/e,n/e,10,,n/e,n/e,n/e,n/e,2,
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,104,,129,,345,,n/e,n/e,3242,,n/e,n/e,n/e,n/e,1,,n/e,n/e,n/e,n/e,1,
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,78,,128,,551,,n/e,n/e,3242,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,158,,128,,643,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,382,,128,,657,,n/e,n/e,3244,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,156,,127,,537,,n/e,n/e,3243,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,52,,122,,456,,n/e,n/e,3246,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,1,
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,64,,123,,493,,n/e,n/e,3248,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2,
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,40,,125,,442,,n/e,n/e,3254,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2,
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,36,,120,,396,,n/e,n/e,3246,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2,
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,28,,103,,323,,n/e,n/e,3248,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,2,
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,34,,106,,305,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3,
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,27,,115,,305,,n/e,n/e,3247,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3,
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,17,,126,,294,,n/e,n/e,3246,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4,
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,38,,119,,351,,n/e,n/e,3245,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,4,
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,67,,119,,412,,n/e,n/e,3246,,n/e,n/e,n/e,n/e,0,,n/e,n/e,n/e,n/e,3,
