Unnamed: 0,Unit,PowerCapacity,Nunits,Zone,Zone_th,Zone_h2,Technology,Fuel,Efficiency,MinUpTime,MinDownTime,RampUpRate,RampDownRate,StartUpCost,NoLoadCost_pu,RampingCost,PartLoadMin,MinEfficiency,StartUpTime,CO2Intensity,CHPType,CHPPowerToHeat,CHPPowerLossFactor,CHPMaxHeat,COP,Tnominal,coef_COP_a,coef_COP_b,STOCapacity,STOSelfDischarge,STOMaxChargingPower,STOChargingEfficiency,WaterWithdrawal,WaterConsumption,Sector1,EfficiencySector1,ChargingEfficiencySector1,Sector2,EfficiencySector2,ChargingEfficiencySector2
,generators offwind_DE,4846.0,1,DE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-ac_DE,5072.330383475864,1,DE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators offwind-dc_DE,21136.9764221958,1,DE,,,WTOF,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators onwind_DE,151279.61170215462,1,DE,,,WTON,WIN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators residential rural solar thermal_DE,0.0832215327516271,1,DE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators residential urban decentral solar thermal_DE,0.0891870164160624,1,DE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators ror_DE,2702.87585,1,DE,,,HROR,WAT,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators services rural solar thermal_DE,0.0823419720303859,1,DE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators services urban decentral solar thermal_DE,0.084592496706928,1,DE,,,P2BS,ELE,0.5,24.0,12.0,0.03,0.03,500.0,15.0,17.5,0.35,0.35,4.0,0.0,,,,,,,,,,,,,,,,,,,,
,generators solar_DE,167630.82143220137,1,DE,,,PHOT,SUN,1.0,0.0,0.0,0.02,0.02,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
